"Z_Ji_[14,1]","Z_Ji_[14,2]","Z_Ji_[14,3]","Z_Ji_[14,4]","Z_Ji_[14,5]","Z_Ji_[14,6]","Z_Ji_[14,7]","Z_Ji_[14,8]","Z_Ji_[14,9]","Z_Ji_[14,10]","Z_Ji_[14,11]","Z_Ji_[14,12]","Z_Ji_[14,13]","Z_Ji_[14,14]","Z_Ji_[14,15]","Z_Ji_[14,16]","Z_Ji_[14,17]","Z_Ji_[14,18]","Z_Ji_[14,19]","Z_Ji_[14,20]"
0.029145609,0.046680721,0.061565858,0.073100174,0.080884177,0.084834368,0.085161236,0.082316851,0.076922274,0.069686559,0.061328821,0.052512571,0.043798271,0.035616307,0.028259376,0.021890818,0.016564024,0.012247784,0.008853042,0.006257547
0.029043476,0.046523778,0.061372,0.072890787,0.080681257,0.084657752,0.085026367,0.082233378,0.07689359,0.069710245,0.061397782,0.052616593,0.043925697,0.03575557,0.028400198,0.022024984,0.016685726,0.01235359,0.008941603,0.006329144
0.028942055,0.046367882,0.061179345,0.072682556,0.080479257,0.084481677,0.084891583,0.082149529,0.076864134,0.069732874,0.061465537,0.052719398,0.044052014,0.035893917,0.028540342,0.022158721,0.016807227,0.012459384,0.009030292,0.006400957
0.028841339,0.046213023,0.060987882,0.072475472,0.080278172,0.084306142,0.084756889,0.082065315,0.076833919,0.069754459,0.0615321,0.052820997,0.044177228,0.036031348,0.028679807,0.022292025,0.016928522,0.012565162,0.009119103,0.006472982
0.02874132,0.046059191,0.060797599,0.072269525,0.080077995,0.084131147,0.08462229,0.081980746,0.076802958,0.069775015,0.061597481,0.052921399,0.044301345,0.036167868,0.028818592,0.022424893,0.017049608,0.012670917,0.009208033,0.006545216
0.028641991,0.045906376,0.060608487,0.072064706,0.079878723,0.083956693,0.084487792,0.081895831,0.076771262,0.069794554,0.061661694,0.053020613,0.044424371,0.036303478,0.028956697,0.022557322,0.017170478,0.012776645,0.009297075,0.006617653
0.028543344,0.045754567,0.060420534,0.071861006,0.07968035,0.083782779,0.084353398,0.081810579,0.076738844,0.069813089,0.061724751,0.05311865,0.044546313,0.036438181,0.029094121,0.022689308,0.01729113,0.012882341,0.009386225,0.006690291
0.028445374,0.045603755,0.060233729,0.071658418,0.079482871,0.083609405,0.084219116,0.081725,0.076705717,0.069830633,0.061786662,0.053215518,0.044667177,0.036571981,0.029230863,0.02282085,0.017411558,0.012987999,0.009475477,0.006763123
0.028348072,0.045453929,0.060048064,0.071456931,0.079286281,0.083436571,0.084084948,0.081639103,0.076671891,0.069847198,0.061847441,0.053311227,0.044786968,0.036704878,0.029366924,0.022951944,0.017531758,0.013093614,0.009564828,0.006836146
0.028251432,0.045305081,0.059863526,0.071256538,0.079090576,0.083264278,0.083950901,0.081552897,0.076637378,0.069862798,0.061907098,0.053405786,0.044905693,0.036836877,0.029502302,0.023082588,0.017651725,0.013199182,0.009654271,0.006909357
0.028155447,0.045157201,0.059680106,0.071057229,0.078895749,0.083092523,0.083816977,0.08146639,0.076602191,0.069877444,0.061965645,0.053499205,0.045023359,0.03696798,0.029636997,0.023212778,0.017771456,0.013304698,0.009743803,0.00698275
0.028060111,0.045010278,0.059497795,0.070858997,0.078701796,0.082921308,0.083683183,0.081379591,0.076566339,0.069891149,0.062023094,0.053591493,0.045139971,0.03709819,0.02977101,0.023342512,0.017890946,0.013410156,0.009833418,0.007056321
0.027965417,0.044864305,0.059316581,0.070661833,0.078508711,0.082750631,0.083549522,0.081292508,0.076529834,0.069903924,0.062079455,0.053682659,0.045255535,0.037227511,0.029904341,0.023471788,0.018010192,0.013515552,0.009923112,0.007130067
0.027871358,0.044719271,0.059136455,0.070465728,0.078316492,0.082580493,0.083415998,0.08120515,0.076492687,0.069915783,0.062134741,0.053772712,0.045370058,0.037355943,0.030036988,0.023600603,0.018129188,0.013620882,0.01001288,0.007203983
0.027777929,0.044575168,0.058957408,0.070270675,0.078125131,0.082410892,0.083282616,0.081117524,0.076454909,0.069926735,0.062188962,0.053861661,0.045483546,0.037483492,0.030168953,0.023728956,0.018247933,0.01372614,0.010102717,0.007278065
0.027685122,0.044431987,0.058779429,0.070076665,0.077934624,0.082241828,0.08314938,0.081029639,0.076416511,0.069936794,0.062242129,0.053949515,0.045596005,0.03761016,0.030300235,0.023856843,0.018366421,0.013831323,0.01019262,0.007352309
0.027592932,0.044289718,0.05860251,0.06988369,0.077744967,0.082073301,0.083016292,0.080941503,0.076377502,0.06994597,0.062294252,0.054036284,0.045707442,0.03773595,0.030430835,0.023984262,0.018484649,0.013936426,0.010282583,0.007426712
0.027501352,0.044148354,0.058426641,0.069691743,0.077556154,0.08190531,0.082883359,0.080853122,0.076337893,0.069954275,0.062345344,0.054121975,0.045817862,0.037860865,0.030560753,0.024111212,0.018602613,0.014041443,0.010372601,0.007501268
0.027410376,0.044007885,0.058251812,0.069500815,0.077368181,0.081737853,0.082750582,0.080764505,0.076297695,0.06996172,0.062395414,0.054206599,0.045927271,0.037984908,0.030689989,0.024237691,0.01872031,0.014146372,0.010462672,0.007575974
0.027319999,0.043868303,0.058078015,0.069310898,0.077181043,0.081570931,0.082617965,0.080675659,0.076256916,0.069968316,0.062444473,0.054290163,0.046035677,0.038108083,0.030818543,0.024363696,0.018837736,0.014251208,0.010552789,0.007650826
0.027230214,0.0437296,0.05790524,0.069121985,0.076994734,0.081404543,0.082485513,0.080586592,0.076215568,0.069974074,0.062492532,0.054372677,0.046143084,0.038230393,0.030946416,0.024489226,0.018954889,0.014355946,0.010642949,0.00772582
0.027141016,0.043591767,0.057733478,0.068934068,0.076809251,0.081238688,0.082353228,0.080497309,0.07617366,0.069979005,0.062539601,0.054454149,0.046249499,0.03835184,0.031073609,0.02461428,0.019071763,0.014460583,0.010733148,0.007800952
0.027052399,0.043454797,0.057562722,0.068747139,0.076624589,0.081073364,0.082221114,0.080407819,0.076131201,0.069983119,0.06258569,0.054534587,0.046354929,0.038472429,0.031200122,0.024738854,0.019188358,0.014565113,0.01082338,0.007876219
0.026964356,0.04331868,0.057392961,0.068561191,0.076440742,0.080908572,0.082089174,0.080318128,0.0760882,0.069986427,0.062630809,0.054614001,0.046459379,0.038592163,0.031325956,0.024862948,0.019304668,0.014669535,0.010913643,0.007951616
0.026876884,0.04318341,0.057224187,0.068376217,0.076257706,0.08074431,0.081957411,0.080228243,0.076044668,0.06998894,0.062674968,0.054692399,0.046562855,0.038711044,0.031451111,0.024986561,0.019420691,0.014773842,0.011003932,0.008027139
0.026789975,0.043048978,0.057056392,0.068192208,0.076075477,0.080580577,0.081825829,0.080138171,0.076000612,0.069990667,0.062718178,0.054769789,0.046665364,0.038829077,0.031575588,0.02510969,0.019536424,0.014878032,0.011094242,0.008102785
0.026703625,0.042915376,0.056889567,0.068009158,0.075894049,0.080417372,0.08169443,0.080047917,0.075956043,0.069991619,0.062760448,0.05484618,0.046766911,0.038946264,0.031699388,0.025232335,0.019651865,0.0149821,0.01118457,0.00817855
0.026617829,0.042782597,0.056723704,0.06782706,0.075713419,0.080254695,0.081563216,0.079957489,0.075910968,0.069991806,0.062801788,0.054921579,0.046867503,0.03906261,0.031822511,0.025354493,0.019767009,0.015086043,0.011274912,0.00825443
0.02653258,0.042650633,0.056558794,0.067645905,0.075533581,0.080092543,0.081432192,0.079866893,0.075865398,0.069991237,0.062842208,0.054995996,0.046967146,0.039178117,0.03194496,0.025476164,0.019881854,0.015189857,0.011365263,0.008330421
0.026447873,0.042519476,0.05639483,0.067465688,0.07535453,0.079930917,0.081301359,0.079776134,0.075819339,0.069989923,0.062881717,0.055069439,0.047065846,0.039292789,0.032066734,0.025597347,0.019996398,0.015293539,0.01145562,0.008406521
0.026363704,0.04238912,0.056231803,0.067286401,0.075176264,0.079769815,0.081170721,0.07968522,0.075772802,0.069987873,0.062920324,0.055141915,0.047163608,0.03940663,0.032187834,0.02571804,0.020110638,0.015397084,0.011545979,0.008482724
0.026280068,0.042259557,0.056069705,0.067108036,0.074998775,0.079609236,0.081040279,0.079594155,0.075725793,0.069985097,0.06295804,0.055213433,0.04726044,0.039519643,0.032308262,0.025838242,0.020224571,0.01550049,0.011636335,0.008559027
0.026196958,0.042130779,0.055908529,0.066930588,0.074822062,0.079449178,0.080910037,0.079502945,0.075678322,0.069981603,0.062994874,0.055284,0.047356346,0.039631832,0.032428019,0.025957953,0.020338195,0.015603752,0.011726686,0.008635428
0.026114371,0.042002779,0.055748266,0.066754049,0.074646117,0.079289641,0.080779997,0.079411597,0.075630396,0.069977402,0.063030834,0.055353626,0.047451333,0.0397432,0.032547105,0.026077171,0.020451506,0.015706868,0.011817028,0.008711921
0.026032301,0.041875551,0.055588909,0.066578412,0.074470939,0.079130623,0.08065016,0.079320116,0.075582024,0.069972503,0.063065929,0.055422317,0.047545406,0.03985375,0.032665523,0.026195895,0.020564504,0.015809833,0.011907356,0.008788504
0.025950744,0.041749088,0.05543045,0.06640367,0.074296521,0.078972123,0.080520531,0.079228508,0.075533213,0.069966914,0.06310017,0.055490082,0.047638572,0.039963487,0.032783273,0.026314125,0.020677184,0.015912645,0.011997667,0.008865173
0.025869694,0.041623382,0.055272882,0.066229818,0.074122859,0.07881414,0.08039111,0.079136777,0.075483971,0.069960644,0.063133564,0.055556929,0.047730837,0.040072414,0.032900356,0.02643186,0.020789545,0.016015301,0.012087957,0.008941925
0.025789147,0.041498426,0.055116197,0.066056848,0.073949949,0.078656672,0.0802619,0.079044929,0.075434306,0.069953703,0.063166121,0.055622864,0.047822206,0.040180534,0.033016774,0.026549098,0.020901585,0.016117796,0.012178223,0.009018755
0.025709098,0.041374215,0.054960388,0.065884754,0.073777788,0.078499719,0.080132902,0.078952969,0.075384225,0.069946099,0.063197849,0.055687897,0.047912686,0.040287852,0.033132528,0.02666584,0.021013302,0.016220129,0.012268462,0.009095662
0.025629543,0.041250741,0.054805447,0.065713529,0.073606369,0.078343279,0.08000412,0.078860903,0.075333735,0.069937841,0.063228757,0.055752034,0.048002282,0.04039437,0.033247619,0.026782085,0.021124692,0.016322295,0.012358669,0.00917264
0.025550476,0.041127997,0.054651367,0.065543167,0.073435689,0.07818735,0.079875555,0.078768736,0.075282845,0.069928937,0.063258854,0.055815283,0.048091,0.040500092,0.033362049,0.026897832,0.021235755,0.016424292,0.012448842,0.009249688
0.025471894,0.041005978,0.054498141,0.065373662,0.073265744,0.078031932,0.079747209,0.078676471,0.07523156,0.069919396,0.063288148,0.055877652,0.048178845,0.040605023,0.03347582,0.02701308,0.021346488,0.016526117,0.012538976,0.0093268
0.025393792,0.040884676,0.054345762,0.065205006,0.07309653,0.077877022,0.079619083,0.078584115,0.075179889,0.069909225,0.063316647,0.055939148,0.048265824,0.040709166,0.033588932,0.027127829,0.021456889,0.016627767,0.012629069,0.009403975
0.025316166,0.040764086,0.054194223,0.065037195,0.072928041,0.07772262,0.07949118,0.078491672,0.075127838,0.069898434,0.06334436,0.055999779,0.048351943,0.040812524,0.033701388,0.02724208,0.021566957,0.016729239,0.012719117,0.009481209
0.025239011,0.040644201,0.054043517,0.064870221,0.072760275,0.077568724,0.079363501,0.078399146,0.075075414,0.06988703,0.063371296,0.056059552,0.048437206,0.040915101,0.033813189,0.02735583,0.021676689,0.01683053,0.012809117,0.009558498
0.025162322,0.040525015,0.053893637,0.064704079,0.072593226,0.077415333,0.079236048,0.078306543,0.075022624,0.069875022,0.063397461,0.056118474,0.048521621,0.0410169,0.033924336,0.027469081,0.021786083,0.016931637,0.012899066,0.009635839
0.025086096,0.040406521,0.053744577,0.064538763,0.072426891,0.077262444,0.079108823,0.078213866,0.074969474,0.069862417,0.063422865,0.056176552,0.048605192,0.041117927,0.034034831,0.027581832,0.021895138,0.017032558,0.01298896,0.009713229
0.025010329,0.040288715,0.053596329,0.064374266,0.072261265,0.077110058,0.078981826,0.07812112,0.074915972,0.069849223,0.063447515,0.056233794,0.048687925,0.041218183,0.034144676,0.027694082,0.022003852,0.01713329,0.013078797,0.009790665
0.024935016,0.040171589,0.053448887,0.064210582,0.072096344,0.076958172,0.078855061,0.07802831,0.074862123,0.069835448,0.063471419,0.056290208,0.048769826,0.041317674,0.034253872,0.027805831,0.022112224,0.01723383,0.013168572,0.009868144
0.024860153,0.040055138,0.053302244,0.064047706,0.071932124,0.076806784,0.078728527,0.077935439,0.074807934,0.069821099,0.063494585,0.056345799,0.0488509,0.041416402,0.034362421,0.02791708,0.022220251,0.017334175,0.013258284,0.009945663
0.024785736,0.039939356,0.053156395,0.063885632,0.071768602,0.076655894,0.078602227,0.077842512,0.074753411,0.069806184,0.063517022,0.056400575,0.048931154,0.041514371,0.034470325,0.028027827,0.022327933,0.017434324,0.013347929,0.010023218
0.024711761,0.039824237,0.053011332,0.063724354,0.071605772,0.0765055,0.078476162,0.077749532,0.074698561,0.06979071,0.063538735,0.056454543,0.049010592,0.041611585,0.034577586,0.028138074,0.022435268,0.017534274,0.013437504,0.010100806
0.024638225,0.039709776,0.052867049,0.063563866,0.071443632,0.0763556,0.078350334,0.077656505,0.07464339,0.069774685,0.063559734,0.05650771,0.04908922,0.041708049,0.034684205,0.02824782,0.022542253,0.017634021,0.013527005,0.010178424
0.024565122,0.039595966,0.05272354,0.063404162,0.071282176,0.076206192,0.078224742,0.077563433,0.074587903,0.069758116,0.063580025,0.056560083,0.049167044,0.041803764,0.034790184,0.028357064,0.022648889,0.017733565,0.013616431,0.01025607
0.02449245,0.039482802,0.052580798,0.063245237,0.071121402,0.076057276,0.07809939,0.077470322,0.074532107,0.069741011,0.063599616,0.056611669,0.049244069,0.041898736,0.034895525,0.028465808,0.022755173,0.017832901,0.013705779,0.01033374
0.024420205,0.03937028,0.052438818,0.063087086,0.070961304,0.07590885,0.077974277,0.077377173,0.074476007,0.069723375,0.063618515,0.056662474,0.0493203,0.041992968,0.035000229,0.028574051,0.022861104,0.017932029,0.013795044,0.010411432
0.024348382,0.039258392,0.052297594,0.062929702,0.070801879,0.075760911,0.077849406,0.077283992,0.074419609,0.069705217,0.063636728,0.056712505,0.049395744,0.042086464,0.0351043,0.028681794,0.022966681,0.018030946,0.013884225,0.010489141
0.024276978,0.039147134,0.052157118,0.06277308,0.070643124,0.075613459,0.077724776,0.077190781,0.074362919,0.069686543,0.063654263,0.056761769,0.049470405,0.042179227,0.035207738,0.028789036,0.023071903,0.018129649,0.013973319,0.010566867
0.02420599,0.039036501,0.052017386,0.062617215,0.070485034,0.075466492,0.07760039,0.077097545,0.074305943,0.06966736,0.063671127,0.056810272,0.049544289,0.042271261,0.035310546,0.028895778,0.023176769,0.018228136,0.014062323,0.010644605
0.024135413,0.038926487,0.051878391,0.062462101,0.070327605,0.075320008,0.077476248,0.077004287,0.074248685,0.069647674,0.063687328,0.056858021,0.049617401,0.04236257,0.035412725,0.02900202,0.023281276,0.018326406,0.014151235,0.010722353
0.024065245,0.038817086,0.051740128,0.062307733,0.070170834,0.075174006,0.077352351,0.07691101,0.074191152,0.069627493,0.063702871,0.056905023,0.049689747,0.042453158,0.035514277,0.029107762,0.023385425,0.018424456,0.014240051,0.010800108
0.023995481,0.038708295,0.051602591,0.062154106,0.070014716,0.075028484,0.077228701,0.076817718,0.074133349,0.069606823,0.063717765,0.056951284,0.049761331,0.042543028,0.035615205,0.029213004,0.023489214,0.018522284,0.01432877,0.010877866
0.023926118,0.038600107,0.051465774,0.062001214,0.069859249,0.07488344,0.077105297,0.076724414,0.07407528,0.06958567,0.063732015,0.056996809,0.04983216,0.042632184,0.03571551,0.029317748,0.023592642,0.018619889,0.014417388,0.010955627
0.023857152,0.038492518,0.051329671,0.061849052,0.069704428,0.074738874,0.076982142,0.076631101,0.074016952,0.069564041,0.063745629,0.057041607,0.049902238,0.04272063,0.035815195,0.029421993,0.023695709,0.018717267,0.014505903,0.011033386
0.023788581,0.038385522,0.051194277,0.061697615,0.069550249,0.074594782,0.076859235,0.076537783,0.073958369,0.069541942,0.063758614,0.057085682,0.04997157,0.042808369,0.035914261,0.02952574,0.023798412,0.018814417,0.014594312,0.011111141
0.0237204,0.038279115,0.051059587,0.061546899,0.069396708,0.074451165,0.076736577,0.076444462,0.073899537,0.069519379,0.063770975,0.057129042,0.050040162,0.042895405,0.03601271,0.029628989,0.023900752,0.018911338,0.014682613,0.011188889
0.023652606,0.038173292,0.050925594,0.061396897,0.069243803,0.074308019,0.07661417,0.076351143,0.07384046,0.069496359,0.063782721,0.057171691,0.050108019,0.042981743,0.036110545,0.029731741,0.024002727,0.019008028,0.014770804,0.011266629
0.023585197,0.038068047,0.050792293,0.061247604,0.069091529,0.074165343,0.076492014,0.076257826,0.073781143,0.069472888,0.063793856,0.057213638,0.050175147,0.043067384,0.036207768,0.029833996,0.024104337,0.019104484,0.014858883,0.011344356
0.023518168,0.037963377,0.050659679,0.061099017,0.068939883,0.074023137,0.07637011,0.076164517,0.073721591,0.069448971,0.063804388,0.057254887,0.050241549,0.043152335,0.03630438,0.029935754,0.024205581,0.019200704,0.014946846,0.011422068
0.023451517,0.037859276,0.050527747,0.060951129,0.06878886,0.073881397,0.076248458,0.076071217,0.073661809,0.069424615,0.063814323,0.057295444,0.050307231,0.043236597,0.036400384,0.030037017,0.024306458,0.019296688,0.015034691,0.011499764
0.02338524,0.03775574,0.050396491,0.060803937,0.068638458,0.073740122,0.076127059,0.07597793,0.073601801,0.069399826,0.063823667,0.057335317,0.050372199,0.043320174,0.036495782,0.030137785,0.024406967,0.019392434,0.015122417,0.011577439
0.023319334,0.037652764,0.050265906,0.060657434,0.068488673,0.073599312,0.076005913,0.075884657,0.073541573,0.069374609,0.063832427,0.05737451,0.050436457,0.043403071,0.036590576,0.030238059,0.024507108,0.019487939,0.01521002,0.011655093
0.023253796,0.037550343,0.050135987,0.060511617,0.068339502,0.073458963,0.075885021,0.075791403,0.073481128,0.06934897,0.063840608,0.057413029,0.050500011,0.043485291,0.036684768,0.030337838,0.02460688,0.019583202,0.0152975,0.011732722
0.023188622,0.037448473,0.050006729,0.06036648,0.068190939,0.073319075,0.075764385,0.07569817,0.073420471,0.069322914,0.063848217,0.057450881,0.050562864,0.043566837,0.036778361,0.030437125,0.024706283,0.019678222,0.015384852,0.011810324
0.023123811,0.03734715,0.049878126,0.06022202,0.068042983,0.073179645,0.075644003,0.07560496,0.073359607,0.069296448,0.06385526,0.05748807,0.050625023,0.043647714,0.036871356,0.030535919,0.024805315,0.019772997,0.015472076,0.011887896
0.023059358,0.037246369,0.049750174,0.06007823,0.06789563,0.073040672,0.075523877,0.075511775,0.07329854,0.069269577,0.063861743,0.057524604,0.050686492,0.043727925,0.036963756,0.030634221,0.024903977,0.019867526,0.01555917,0.011965437
0.022995261,0.037146126,0.049622868,0.059935107,0.067748876,0.072902155,0.075404006,0.075418619,0.073237274,0.069242306,0.063867672,0.057560487,0.050747276,0.043807473,0.037055563,0.030732033,0.025002267,0.019961807,0.01564613,0.012042943
0.022931516,0.037046415,0.049496203,0.059792646,0.067602718,0.072764091,0.075284393,0.075325494,0.073175813,0.069214641,0.063873053,0.057595726,0.05080738,0.043886362,0.037146779,0.030829354,0.025100186,0.020055838,0.015732955,0.012120412
0.022868121,0.036947234,0.049370174,0.059650842,0.067457152,0.07262648,0.075165036,0.075232402,0.073114162,0.069186587,0.063877891,0.057630325,0.050866808,0.043964597,0.037237406,0.030926186,0.025197733,0.020149618,0.015819644,0.012197843
0.022805074,0.036848578,0.049244775,0.05950969,0.067312175,0.072489318,0.075045936,0.075139346,0.073052324,0.06915815,0.063882192,0.057664291,0.050925566,0.044042179,0.037327447,0.031022529,0.025294907,0.020243147,0.015906193,0.012275232
0.02274237,0.036750442,0.049120004,0.059369188,0.067167783,0.072352605,0.074927094,0.075046329,0.072990305,0.069129334,0.063885962,0.057697629,0.050983658,0.044119114,0.037416903,0.031118385,0.025391708,0.020336421,0.015992602,0.012352577
0.022680007,0.036652822,0.048995853,0.059229329,0.067023974,0.072216339,0.074808509,0.074953351,0.072928107,0.069100144,0.063889207,0.057730344,0.051041089,0.044195404,0.037505778,0.031213754,0.025488137,0.020429441,0.016078867,0.012429877
0.022617983,0.036555715,0.04887232,0.059090109,0.066880744,0.072080519,0.074690183,0.074860416,0.072865734,0.069070586,0.063891932,0.057762442,0.051097863,0.044271053,0.037594073,0.031308637,0.025584191,0.020522205,0.016164988,0.012507129
0.022556294,0.036459116,0.048749399,0.058951525,0.066738089,0.071945142,0.074572115,0.074767526,0.072803192,0.069040665,0.063894143,0.057793928,0.051153986,0.044346065,0.03768179,0.031403034,0.025679872,0.020614712,0.016250962,0.012584331
0.022494938,0.036363021,0.048627085,0.058813571,0.066596006,0.071810206,0.074454306,0.074674683,0.072740482,0.069010386,0.063895845,0.057824807,0.051209462,0.044420444,0.037768932,0.031496948,0.025775178,0.02070696,0.016336787,0.01266148
0.022433912,0.036267427,0.048505375,0.058676244,0.066454492,0.071675711,0.074336755,0.074581889,0.072677609,0.068979753,0.063897043,0.057855086,0.051264295,0.044494192,0.037855501,0.031590378,0.025870111,0.020798948,0.016422463,0.012738575
0.022373214,0.036172328,0.048384264,0.058539539,0.066313544,0.071541654,0.074219463,0.074489146,0.072614578,0.068948772,0.063897743,0.057884768,0.051318491,0.044567313,0.037941499,0.031683326,0.025964668,0.020890676,0.016507986,0.012815613
0.02231284,0.036077722,0.048263746,0.058403452,0.066173158,0.071408034,0.074102431,0.074396457,0.07255139,0.068917446,0.063897951,0.05791386,0.051372053,0.044639812,0.038026928,0.031775793,0.026058851,0.020982141,0.016593355,0.012892592
0.022252789,0.035983604,0.048143819,0.058267979,0.066033331,0.07127485,0.073985658,0.074303822,0.072488051,0.068885782,0.06389767,0.057942366,0.051424987,0.044711691,0.038111792,0.03186778,0.026152659,0.021073344,0.016678568,0.012969511
0.022193056,0.035889971,0.048024477,0.058133116,0.065894061,0.071142098,0.073869144,0.074211245,0.072424563,0.068853783,0.063896908,0.057970292,0.051477296,0.044782953,0.038196092,0.031959288,0.026246092,0.021164282,0.016763625,0.013046366
0.022133641,0.035796819,0.047905716,0.057998858,0.065755343,0.071009778,0.07375289,0.074118727,0.07236093,0.068821455,0.063895668,0.057997642,0.051528986,0.044853604,0.03827983,0.032050317,0.02633915,0.021254956,0.016848522,0.013123157
0.02207454,0.035704144,0.047787531,0.057865202,0.065617175,0.070877889,0.073636896,0.07402627,0.072297156,0.068788801,0.063893956,0.058024422,0.05158006,0.044923645,0.038363008,0.032140869,0.026431832,0.021345363,0.016933258,0.013199881
0.022015751,0.035611942,0.04766992,0.057732143,0.065479553,0.070746427,0.073521161,0.073933876,0.072233243,0.068755826,0.063891777,0.058050637,0.051630523,0.04499308,0.03844563,0.032230945,0.026524139,0.021435503,0.017017833,0.013276537
0.021957271,0.03552021,0.047552876,0.057599678,0.065342475,0.070615393,0.073405686,0.073841546,0.072169196,0.068722534,0.063889136,0.058076291,0.05168038,0.045061914,0.038527697,0.032320547,0.026616071,0.021525375,0.017102244,0.013353121
0.021899098,0.035428944,0.047436397,0.057467802,0.065205937,0.070484783,0.073290471,0.073749283,0.072105017,0.068688931,0.063886037,0.05810139,0.051729635,0.045130148,0.038609211,0.032409674,0.026707628,0.021614978,0.017186489,0.013429633
0.02184123,0.035338141,0.047320478,0.057336512,0.065069937,0.070354596,0.073175515,0.073657088,0.072040709,0.06865502,0.063882486,0.058125938,0.051778292,0.045197787,0.038690176,0.032498328,0.026798809,0.021704311,0.017270567,0.01350607
0.021783663,0.035247796,0.047205115,0.057205803,0.06493447,0.070224832,0.07306082,0.073564963,0.071976277,0.068620806,0.063878488,0.05814994,0.051826356,0.045264835,0.038770592,0.032586511,0.026889615,0.021793373,0.017354477,0.013582431
0.021726397,0.035157907,0.047090304,0.057075672,0.064799535,0.070095487,0.072946384,0.07347291,0.071911722,0.068586292,0.063874046,0.058173401,0.05187383,0.045331294,0.038850463,0.032674224,0.026980046,0.021882164,0.017438217,0.013658714
0.021669427,0.035068469,0.046976041,0.056946115,0.064665128,0.06996656,0.072832207,0.073380929,0.071847049,0.068551483,0.063869167,0.058196326,0.051920719,0.045397168,0.038929791,0.032761467,0.027070101,0.021970683,0.017521786,0.013734917
0.021612752,0.03497948,0.046862321,0.056817128,0.064531246,0.06983805,0.072718291,0.073289023,0.07178226,0.068516383,0.063863854,0.058218719,0.051967028,0.04546246,0.039008578,0.032848242,0.027159782,0.022058928,0.017605182,0.013811037
0.02155637,0.034890936,0.046749142,0.056688708,0.064397887,0.069709955,0.072604634,0.073197194,0.071717358,0.068480997,0.063858113,0.058240585,0.05201276,0.045527174,0.039086826,0.03293455,0.027249088,0.0221469,0.017688404,0.013887074
0.021500278,0.034802834,0.046636499,0.05656085,0.064265046,0.069582273,0.072491236,0.073105442,0.071652346,0.068445327,0.063851947,0.058261928,0.05205792,0.045591312,0.039164538,0.033020392,0.027338019,0.022234597,0.01777145,0.013963026
0.021444474,0.03471517,0.046524388,0.056433551,0.064132722,0.069455002,0.072378098,0.07301377,0.071587227,0.068409379,0.063845362,0.058282754,0.052102512,0.04565488,0.039241716,0.03310577,0.027426575,0.022322018,0.01785432,0.01403889
0.021388955,0.034627941,0.046412805,0.056306808,0.064000912,0.069328142,0.072265219,0.072922178,0.071522005,0.068373156,0.063838361,0.058303066,0.052146539,0.045717879,0.039318363,0.033190684,0.027514757,0.022409164,0.017937011,0.014114665
0.02133372,0.034541143,0.046301748,0.056180615,0.063869611,0.06920169,0.072152599,0.072830669,0.071456681,0.068336662,0.06383095,0.05832287,0.052190007,0.045780312,0.03939448,0.033275137,0.027602565,0.022496033,0.018019523,0.01419035
0.021278767,0.034454774,0.046191211,0.056054971,0.063738819,0.069075644,0.072040238,0.072739243,0.071391258,0.0682999,0.063823133,0.058342169,0.052232918,0.045842185,0.03947007,0.033359128,0.027689999,0.022582625,0.018101854,0.014265943
0.021224093,0.03436883,0.046081191,0.055929872,0.063608531,0.068950003,0.071928136,0.072647902,0.07132574,0.068262875,0.063814913,0.058360969,0.052275278,0.045903498,0.039545135,0.03344266,0.027777059,0.022668938,0.018184003,0.014341442
0.021169695,0.034283309,0.045971685,0.055805313,0.063478745,0.068824766,0.071816292,0.072556648,0.071260129,0.06822559,0.063806296,0.058379273,0.05231709,0.045964257,0.039619678,0.033525734,0.027863746,0.022754974,0.018265969,0.014416845
0.021115572,0.034198205,0.045862688,0.055681291,0.063349458,0.06869993,0.071704707,0.072465481,0.071194427,0.068188049,0.063797285,0.058397086,0.052358358,0.046024464,0.039693701,0.03360835,0.027950059,0.02284073,0.018347751,0.014492151
0.021061723,0.034113518,0.045754198,0.055557803,0.063220667,0.068575494,0.07159338,0.072374403,0.071128638,0.068150256,0.063787886,0.058414411,0.052399086,0.046084122,0.039767206,0.033690511,0.028036,0.022926207,0.018429347,0.014567359
0.021008143,0.034029243,0.045646211,0.055434845,0.06309237,0.068451457,0.071482311,0.072283415,0.071062764,0.068112214,0.063778101,0.058431255,0.052439277,0.046143235,0.039840196,0.033772217,0.028121568,0.023011404,0.018510756,0.014642466
0.020954832,0.033945378,0.045538722,0.055312415,0.062964564,0.068327816,0.0713715,0.072192519,0.070996807,0.068073927,0.063767935,0.05844762,0.052478937,0.046201805,0.039912673,0.03385347,0.028206764,0.02309632,0.018591977,0.014717472
0.020901788,0.03386192,0.04543173,0.055190508,0.062837246,0.068204571,0.071260946,0.072101716,0.07093077,0.068035398,0.063757393,0.05846351,0.052518068,0.046259837,0.039984638,0.033934271,0.028291589,0.023180955,0.01867301,0.014792374
0.020849008,0.033778864,0.045325229,0.05506912,0.062710413,0.068081718,0.071150649,0.072011006,0.070864656,0.06799663,0.063746477,0.058478931,0.052556675,0.046317333,0.040056095,0.034014622,0.028376042,0.023265308,0.018753852,0.014867172
