"Z_Ji_[14,1]","Z_Ji_[14,2]","Z_Ji_[14,3]","Z_Ji_[14,4]","Z_Ji_[14,5]","Z_Ji_[14,6]","Z_Ji_[14,7]","Z_Ji_[14,8]","Z_Ji_[14,9]","Z_Ji_[14,10]","Z_Ji_[14,11]","Z_Ji_[14,12]","Z_Ji_[14,13]","Z_Ji_[14,14]","Z_Ji_[14,15]","Z_Ji_[14,16]","Z_Ji_[14,17]","Z_Ji_[14,18]","Z_Ji_[14,19]","Z_Ji_[14,20]"
0.009945349,0.016350158,0.022424875,0.028053157,0.033133463,0.037582064,0.041335251,0.044350651,0.046607633,0.048106831,0.048868845,0.048932234,0.048350948,0.047191338,0.045528935,0.043445156,0.041024101,0.03834955,0.035502312,0.032557977
0.009932072,0.016328607,0.022395885,0.028017839,0.033093149,0.037538243,0.0412895,0.044304561,0.046562742,0.048064561,0.048830447,0.048898748,0.048323169,0.047169807,0.045513932,0.043436712,0.041022018,0.038353433,0.035511603,0.032571997
0.009918825,0.016307103,0.022366958,0.027982596,0.033052916,0.037494505,0.041243827,0.044258541,0.046517909,0.048022333,0.048792074,0.048865267,0.048295377,0.047148244,0.045498879,0.043428201,0.041019857,0.038357229,0.035520802,0.032585921
0.009905608,0.016285648,0.022338094,0.027947426,0.033012764,0.037450849,0.041198234,0.044212592,0.046473135,0.047980149,0.048753726,0.048831791,0.04826757,0.047126646,0.045483774,0.043419625,0.041017617,0.038360937,0.035529907,0.032599751
0.009892421,0.01626424,0.022309293,0.02791233,0.032972692,0.037407275,0.041152719,0.044166713,0.046428419,0.047938007,0.048715404,0.048798322,0.04823975,0.047105016,0.045468619,0.043410982,0.041015299,0.038364558,0.03553892,0.032613486
0.009879263,0.016242881,0.022280554,0.027877308,0.0329327,0.037363783,0.041107282,0.044120906,0.046383762,0.047895909,0.048677106,0.048764858,0.048211916,0.047083353,0.045453414,0.043402275,0.041012903,0.038368092,0.03554784,0.032627126
0.009866136,0.016221568,0.022251877,0.027842359,0.032892788,0.037320371,0.041061924,0.044075168,0.046339163,0.047853854,0.048638834,0.048731401,0.048184068,0.047061658,0.045438158,0.043393502,0.041010431,0.03837154,0.035556669,0.032640672
0.009853038,0.016200303,0.022223263,0.027807483,0.032852955,0.037277042,0.041016643,0.044029501,0.046294622,0.047811842,0.048600587,0.04869795,0.048156207,0.047039931,0.045422854,0.043384665,0.041007881,0.038374903,0.035565406,0.032654124
0.009839969,0.016179085,0.02219471,0.02777268,0.032813202,0.037233793,0.040971441,0.043983904,0.04625014,0.047769873,0.048562366,0.048664505,0.048128333,0.047018171,0.0454075,0.043375763,0.041005255,0.038378179,0.035574052,0.032667483
0.00982693,0.016157914,0.022166219,0.027737949,0.032773527,0.037190625,0.040926316,0.043938377,0.046205716,0.047727947,0.04852417,0.048631066,0.048100446,0.04699638,0.045392097,0.043366798,0.041002552,0.03838137,0.035582607,0.032680748
0.00981392,0.01613679,0.02213779,0.027703291,0.032733932,0.037147537,0.040881268,0.043892919,0.04616135,0.047686064,0.048486,0.048597635,0.048072546,0.046974558,0.045376645,0.043357768,0.040999774,0.038384477,0.035591071,0.032693921
0.00980094,0.016115712,0.022109422,0.027668705,0.032694415,0.03710453,0.040836298,0.043847531,0.046117042,0.047644224,0.048447855,0.04856421,0.048044634,0.046952705,0.045361145,0.043348676,0.04099692,0.038387498,0.035599445,0.032707001
0.009787988,0.016094681,0.022081115,0.02763419,0.032654976,0.037061603,0.040791404,0.043802213,0.046072792,0.047602427,0.048409736,0.048530792,0.04801671,0.04693082,0.045345598,0.04333952,0.040993991,0.038390436,0.035607729,0.032719988
0.009775066,0.016073697,0.022052868,0.027599748,0.032615615,0.037018755,0.040746588,0.043756964,0.046028599,0.047560673,0.048371643,0.048497381,0.047988774,0.046908905,0.045330002,0.043330302,0.040990987,0.038393289,0.035615923,0.032732883
0.009762172,0.016052758,0.022024683,0.027565376,0.032576332,0.036975987,0.040701848,0.043711784,0.045984465,0.047518962,0.048333575,0.048463978,0.047960826,0.04688696,0.045314359,0.043321021,0.040987908,0.038396059,0.035624028,0.032745687
0.009749308,0.016031866,0.021996558,0.027531076,0.032537127,0.036933299,0.040657185,0.043666673,0.045940388,0.047477294,0.048295533,0.048430581,0.047932866,0.046864985,0.045298669,0.043311679,0.040984755,0.038398746,0.035632044,0.032758398
0.009736471,0.016011019,0.021968493,0.027496847,0.032497999,0.036890689,0.040612597,0.043621631,0.045896368,0.047435669,0.048257518,0.048397192,0.047904895,0.04684298,0.045282932,0.043302274,0.040981529,0.03840135,0.035639971,0.032771019
0.009723664,0.015990219,0.021940488,0.027462689,0.032458949,0.036848159,0.040568086,0.043576658,0.045852406,0.047394087,0.048219528,0.048363811,0.047876913,0.046820945,0.045267149,0.043292809,0.040978229,0.038403871,0.03564781,0.032783548
0.009710885,0.015969463,0.021912543,0.027428601,0.032419975,0.036805707,0.040523651,0.043531753,0.045808501,0.047352547,0.048181564,0.048330438,0.047848919,0.046798881,0.045251319,0.043283282,0.040974856,0.03840631,0.035655561,0.032795987
0.009698135,0.015948754,0.021884657,0.027394583,0.032381077,0.036763334,0.040479291,0.043486917,0.045764654,0.047311051,0.048143627,0.048297072,0.047820915,0.046776788,0.045235443,0.043273695,0.04097141,0.038408667,0.035663224,0.032808336
0.009685412,0.015928089,0.021856831,0.027360635,0.032342257,0.036721039,0.040435007,0.043442149,0.045720864,0.047269597,0.048105715,0.048263714,0.0477929,0.046754666,0.045219522,0.043264047,0.040967891,0.038410943,0.035670799,0.032820594
0.009672718,0.015907469,0.021829065,0.027326757,0.032303512,0.036678822,0.040390799,0.043397449,0.045677131,0.047228187,0.04806783,0.048230365,0.047764875,0.046732515,0.045203556,0.043254339,0.0409643,0.038413137,0.035678287,0.032832762
0.009660052,0.015886895,0.021801357,0.027292949,0.032264843,0.036636683,0.040346665,0.043352817,0.045633455,0.047186819,0.048029971,0.048197023,0.047736839,0.046710337,0.045187544,0.043244572,0.040960638,0.03841525,0.035685688,0.03284484
0.009647414,0.015866365,0.021773708,0.02725921,0.032226251,0.036594621,0.040302606,0.043308253,0.045589836,0.047145494,0.047992139,0.04816369,0.047708793,0.04668813,0.045171488,0.043234745,0.040956904,0.038417283,0.035693003,0.03285683
0.009634804,0.01584588,0.021746118,0.02722554,0.032187733,0.036552637,0.040258622,0.043263757,0.045546273,0.047104212,0.047954333,0.048130366,0.047680738,0.046665895,0.045155387,0.043224859,0.040953099,0.038419235,0.035700231,0.03286873
0.009622222,0.015825439,0.021718586,0.027191939,0.032149291,0.03651073,0.040214712,0.043219329,0.045502768,0.047062972,0.047916553,0.04809705,0.047652672,0.046643633,0.045139242,0.043214914,0.040949223,0.038421107,0.035707374,0.032880541
0.009609668,0.015805043,0.021691113,0.027158407,0.032110924,0.0364689,0.040170877,0.043174967,0.045459319,0.047021776,0.047878799,0.048063743,0.047624598,0.046621343,0.045123053,0.04320491,0.040945276,0.0384229,0.035714431,0.032892264
0.009597141,0.015784691,0.021663697,0.027124944,0.032072632,0.036427147,0.040127116,0.043130674,0.045415927,0.046980622,0.047841073,0.048030445,0.047596513,0.046599027,0.04510682,0.043194849,0.040941259,0.038424613,0.035721402,0.032903899
0.009584641,0.015764383,0.02163634,0.027091548,0.032034414,0.03638547,0.040083429,0.043086447,0.045372592,0.046939511,0.047803372,0.047997155,0.04756842,0.046576683,0.045090544,0.043184729,0.040937172,0.038426248,0.035728288,0.032915446
0.00957217,0.015744118,0.02160904,0.027058221,0.031996271,0.03634387,0.040039815,0.043042287,0.045329312,0.046898442,0.047765699,0.047963875,0.047540318,0.046554313,0.045074225,0.043174552,0.040933016,0.038427803,0.03573509,0.032926904
0.009559725,0.015723898,0.021581798,0.027024961,0.031958201,0.036302345,0.039996276,0.042998195,0.04528609,0.046857417,0.047728052,0.047930604,0.047512207,0.046531916,0.045057864,0.043164318,0.040928791,0.038429281,0.035741807,0.032938276
0.009547308,0.015703721,0.021554613,0.02699177,0.031920206,0.036260896,0.039952809,0.042954168,0.045242923,0.046816433,0.047690432,0.047897343,0.047484087,0.046509493,0.045041459,0.043154027,0.040924496,0.03843068,0.03574844,0.03294956
0.009534918,0.015683588,0.021527485,0.026958645,0.031882285,0.036219524,0.039909416,0.042910209,0.045199813,0.046775493,0.047652838,0.04786409,0.047455959,0.046487045,0.045025013,0.043143679,0.040920133,0.038432001,0.03575499,0.032960758
0.009522555,0.015663497,0.021500414,0.026925588,0.031844436,0.036178226,0.039866096,0.042866316,0.045156759,0.046734595,0.047615272,0.047830848,0.047427823,0.04646457,0.045008524,0.043133275,0.040915702,0.038433245,0.035761455,0.032971869
0.009510219,0.01564345,0.0214734,0.026892598,0.031806662,0.036137004,0.039822849,0.042822489,0.045113761,0.04669374,0.047577732,0.047797615,0.047399679,0.046442071,0.044991994,0.043122815,0.040911202,0.038434412,0.035767838,0.032982893
0.009497909,0.015623446,0.021446442,0.026859674,0.03176896,0.036095857,0.039779674,0.042778729,0.045070818,0.046652928,0.04754022,0.047764392,0.047371526,0.046419546,0.044975423,0.043112299,0.040906635,0.038435502,0.035774137,0.032993832
0.009485627,0.015603485,0.021419541,0.026826817,0.031731331,0.036054784,0.039736572,0.042735034,0.045027932,0.046612158,0.047502734,0.047731179,0.047343366,0.046396996,0.04495881,0.043101727,0.040902001,0.038436516,0.035780354,0.033004685
0.009473371,0.015583567,0.021392696,0.026794027,0.031693775,0.036013787,0.039693543,0.042691406,0.044985101,0.04657143,0.047465275,0.047697975,0.047315199,0.046374421,0.044942156,0.043091101,0.0408973,0.038437453,0.035786488,0.033015452
0.009461142,0.015563691,0.021365907,0.026761302,0.031656291,0.035972863,0.039650585,0.042647843,0.044942327,0.046530746,0.047427843,0.047664782,0.047287024,0.046351821,0.044925462,0.043080419,0.040892531,0.038438315,0.035792541,0.033026134
0.00944894,0.015543858,0.021339174,0.026728644,0.031618879,0.035932014,0.0396077,0.042604346,0.044899607,0.046490103,0.047390439,0.047631599,0.047258842,0.046329198,0.044908728,0.043069683,0.040887697,0.038439101,0.035798511,0.03303673
0.009436764,0.015524067,0.021312497,0.026696051,0.031581539,0.035891239,0.039564886,0.042560914,0.044856944,0.046449504,0.047353062,0.047598427,0.047230653,0.04630655,0.044891953,0.043058893,0.040882796,0.038439811,0.0358044,0.033047243
0.009424614,0.015504318,0.021285875,0.026663524,0.031544271,0.035850538,0.039522144,0.042517548,0.044814335,0.046408946,0.047315711,0.047565265,0.047202457,0.046283878,0.044875139,0.043048049,0.040877829,0.038440447,0.035810208,0.03305767
0.00941249,0.015484611,0.021259308,0.026631062,0.031507074,0.03580991,0.039479473,0.042474247,0.044771782,0.046368431,0.047278388,0.047532114,0.047174254,0.046261183,0.044858285,0.043037151,0.040872797,0.038441008,0.035815935,0.033068014
0.009400393,0.015464946,0.021232797,0.026598665,0.031469949,0.035769356,0.039436873,0.042431011,0.044729285,0.046327959,0.047241093,0.047498973,0.047146045,0.046238464,0.044841391,0.043026199,0.0408677,0.038441495,0.035821582,0.033078273
0.009388322,0.015445323,0.02120634,0.026566333,0.031432895,0.035728875,0.039394345,0.04238784,0.044686842,0.046287529,0.047203824,0.047465843,0.04711783,0.046215722,0.044824459,0.043015195,0.040862538,0.038441907,0.035827148,0.033088449
0.009376277,0.015425742,0.021179939,0.026534066,0.031395912,0.035688466,0.039351887,0.042344734,0.044644455,0.046247141,0.047166584,0.047432724,0.047089608,0.046192957,0.044807488,0.043004138,0.040857311,0.038442246,0.035832634,0.033098542
0.009364257,0.015406202,0.021153591,0.026501864,0.031358999,0.035648131,0.039309501,0.042301692,0.044602123,0.046206796,0.04712937,0.047399616,0.047061381,0.04617017,0.044790478,0.042993028,0.04085202,0.038442512,0.03583804,0.033108551
0.009352264,0.015386703,0.021127299,0.026469726,0.031322157,0.035607868,0.039267184,0.042258715,0.044559845,0.046166493,0.047092184,0.047366519,0.047033147,0.046147359,0.044773431,0.042981866,0.040846665,0.038442704,0.035843367,0.033118477
0.009340296,0.015367245,0.02110106,0.026437652,0.031285386,0.035567678,0.039224938,0.042215802,0.044517623,0.046126232,0.047055025,0.047333433,0.047004908,0.046124527,0.044756345,0.042970652,0.040841246,0.038442823,0.035848615,0.033128321
0.009328354,0.015347829,0.021074876,0.026405641,0.031248684,0.03552756,0.039182763,0.042172954,0.044475455,0.046086014,0.047017894,0.047300358,0.046976663,0.046101672,0.044739221,0.042959386,0.040835764,0.03844287,0.035853783,0.033138083
0.009316437,0.015328453,0.021048745,0.026373695,0.031212052,0.035487514,0.039140657,0.04213017,0.044433342,0.046045838,0.046980791,0.047267295,0.046948413,0.046078795,0.04472206,0.042948069,0.040830218,0.038442845,0.035858873,0.033147762
0.009304546,0.015309119,0.021022669,0.026341812,0.03117549,0.035447539,0.039098622,0.04208745,0.044391284,0.046005704,0.046943715,0.047234244,0.046920158,0.046055897,0.044704862,0.042936701,0.04082461,0.038442748,0.035863885,0.033157359
0.009292681,0.015289825,0.020996646,0.026309993,0.031138998,0.035407637,0.039056655,0.042044793,0.04434928,0.045965613,0.046906667,0.047201204,0.046891898,0.046032977,0.044687626,0.042925282,0.04081894,0.038442579,0.035868819,0.033166875
0.00928084,0.015270571,0.020970676,0.026278236,0.031102574,0.035367805,0.039014759,0.042002201,0.04430733,0.045925563,0.046869646,0.047168176,0.046863632,0.046010036,0.044670354,0.042913812,0.040813207,0.038442338,0.035873675,0.03317631
0.009269025,0.015251358,0.020944759,0.026246543,0.03106622,0.035328045,0.038972932,0.041959672,0.044265435,0.045885556,0.046832653,0.047135159,0.046835362,0.045987073,0.044653046,0.042902292,0.040807412,0.038442027,0.035878454,0.033185663
0.009257235,0.015232185,0.020918896,0.026214912,0.031029935,0.035288356,0.038931174,0.041917207,0.044223595,0.045845591,0.046795688,0.047102155,0.046807088,0.04596409,0.044635701,0.042890722,0.040801555,0.038441644,0.035883155,0.033194936
0.00924547,0.015213052,0.020893085,0.026183344,0.030993718,0.035248738,0.038889485,0.041874804,0.044181808,0.045805668,0.046758751,0.047069162,0.046778809,0.045941086,0.04461832,0.042879102,0.040795637,0.038441191,0.035887779,0.033204128
0.00923373,0.01519396,0.020867327,0.026151839,0.03095757,0.03520919,0.038847865,0.041832466,0.044140076,0.045765787,0.046721842,0.047036182,0.046750526,0.045918062,0.044600904,0.042867433,0.040789658,0.038440668,0.035892327,0.03321324
0.009222015,0.015174907,0.020841622,0.026120395,0.03092149,0.035169713,0.038806313,0.04179019,0.044098397,0.045725948,0.04668496,0.047003214,0.046722238,0.045895017,0.044583452,0.042855715,0.040783618,0.038440076,0.035896798,0.033222272
0.009210325,0.015155894,0.020815969,0.026089014,0.030885478,0.035130306,0.038764831,0.041747977,0.044056773,0.045686152,0.046648106,0.046970258,0.046693947,0.045871953,0.044565964,0.042843947,0.040777518,0.038439413,0.035901194,0.033231224
0.009198659,0.01513692,0.020790369,0.026057694,0.030849534,0.03509097,0.038723416,0.041705827,0.044015202,0.045646397,0.046611281,0.046937314,0.046665652,0.045848868,0.044548442,0.042832131,0.040771357,0.038438681,0.035905513,0.033240097
0.009187019,0.015117987,0.02076482,0.026026436,0.030813657,0.035051703,0.03868207,0.04166374,0.043973685,0.045606684,0.046574483,0.046904383,0.046637353,0.045825764,0.044530885,0.042820267,0.040765137,0.03843788,0.035909757,0.03324889
0.009175402,0.015099092,0.020739323,0.025995239,0.030777848,0.035012505,0.038640791,0.041621715,0.043932222,0.045567013,0.046537713,0.046871465,0.046609051,0.04580264,0.044513293,0.042808355,0.040758856,0.03843701,0.035913926,0.033257604
0.009163811,0.015080237,0.020713878,0.025964104,0.030742107,0.034973378,0.038599581,0.041579753,0.043890813,0.045527385,0.046500972,0.046838559,0.046580745,0.045779497,0.044495667,0.042796394,0.040752517,0.038436072,0.035918019,0.033266239
0.009152243,0.015061421,0.020688485,0.02593303,0.030706432,0.034934319,0.038558438,0.041537853,0.043849457,0.045487798,0.046464258,0.046805666,0.046552436,0.045756335,0.044478007,0.042784386,0.040746118,0.038435065,0.035922038,0.033274796
0.0091407,0.015042643,0.020663143,0.025902016,0.030670825,0.03489533,0.038517363,0.041496015,0.043808155,0.045448253,0.046427572,0.046772786,0.046524124,0.045733154,0.044460313,0.042772331,0.04073966,0.038433991,0.035925983,0.033283275
0.009129182,0.015023905,0.020637852,0.025871064,0.030635284,0.03485641,0.038476355,0.041454239,0.043766906,0.04540875,0.046390915,0.046739919,0.04649581,0.045709955,0.044442585,0.042760228,0.040733144,0.038432848,0.035929853,0.033291676
0.009117687,0.015005206,0.020612612,0.025840172,0.030599809,0.034817559,0.038435414,0.041412526,0.04372571,0.045369288,0.046354286,0.046707065,0.046467492,0.045686737,0.044424824,0.042748079,0.04072657,0.038431639,0.03593365,0.033299998
0.009106217,0.014986545,0.020587424,0.02580934,0.030564401,0.034778776,0.038394541,0.041370874,0.043684568,0.045329869,0.046317685,0.046674224,0.046439172,0.0456635,0.04440703,0.042735883,0.040719938,0.038430362,0.035937372,0.033308244
0.00909477,0.014967922,0.020562286,0.025778568,0.030529059,0.034740061,0.038353734,0.041329284,0.043643478,0.045290491,0.046281112,0.046641396,0.046410849,0.045640246,0.044389203,0.042723641,0.040713247,0.038429019,0.035941022,0.033316412
0.009083348,0.014949338,0.020537198,0.025747857,0.030493783,0.034701415,0.038312994,0.041287755,0.043602442,0.045251155,0.046244567,0.046608581,0.046382524,0.045616973,0.044371343,0.042711353,0.0407065,0.038427609,0.035944598,0.033324503
0.009071949,0.014930793,0.020512162,0.025717205,0.030458573,0.034662837,0.03827232,0.041246288,0.043561459,0.045211861,0.046208051,0.04657578,0.046354196,0.045593683,0.044353451,0.042699019,0.040699695,0.038426132,0.035948102,0.033332517
0.009060574,0.014912285,0.020487175,0.025686613,0.030423428,0.034624326,0.038231713,0.041204882,0.043520529,0.045172609,0.046171563,0.046542992,0.046325867,0.045570375,0.044335526,0.042686639,0.040692833,0.03842459,0.035951532,0.033340455
0.009049223,0.014893815,0.020462239,0.02565608,0.030388349,0.034585884,0.038191172,0.041163537,0.043479651,0.045133398,0.046135103,0.046510218,0.046297536,0.04554705,0.044317569,0.042674215,0.040685915,0.038422982,0.035954891,0.033348316
0.009037896,0.014875384,0.020437352,0.025625606,0.030353335,0.034547509,0.038150698,0.041122253,0.043438826,0.045094229,0.046098672,0.046477458,0.046269203,0.045523708,0.044299581,0.042661745,0.04067894,0.038421308,0.035958178,0.033356102
0.009026592,0.01485699,0.020412516,0.025595192,0.030318386,0.034509201,0.038110289,0.04108103,0.043398054,0.045055101,0.046062269,0.046444711,0.046240868,0.045500349,0.044281561,0.04264923,0.040671909,0.03841957,0.035961392,0.033363811
0.009015311,0.014838633,0.020387729,0.025564836,0.030283502,0.03447096,0.038069946,0.041039868,0.043357335,0.045016015,0.046025895,0.046411978,0.046212531,0.045476973,0.04426351,0.042636671,0.040664823,0.038417766,0.035964536,0.033371445
0.009004054,0.014820315,0.020362992,0.02553454,0.030248682,0.034432787,0.038029668,0.040998767,0.043316668,0.044976971,0.045989549,0.046379259,0.046184194,0.04545358,0.044245428,0.042624068,0.04065768,0.038415898,0.035967607,0.033379004
0.008992821,0.014802033,0.020338304,0.025504301,0.030213927,0.03439468,0.037989456,0.040957726,0.043276053,0.044937968,0.045953231,0.046346554,0.046155855,0.045430171,0.044227314,0.04261142,0.040650483,0.038413965,0.035970608,0.033386488
0.00898161,0.014783789,0.020313665,0.025474122,0.030179237,0.034356639,0.03794931,0.040916746,0.043235491,0.044899006,0.045916942,0.046313863,0.046127515,0.045406745,0.04420917,0.042598729,0.04064323,0.038411968,0.035973539,0.033393897
0.008970423,0.014765583,0.020289075,0.025444,0.03014461,0.034318666,0.037909228,0.040875826,0.043194981,0.044860086,0.045880682,0.046281186,0.046099174,0.045383304,0.044190996,0.042585994,0.040635923,0.038409907,0.035976398,0.033401231
0.008959259,0.014747413,0.020264535,0.025413937,0.030110047,0.034280758,0.037869211,0.040834966,0.043154523,0.044821208,0.04584445,0.046248523,0.046070832,0.045359847,0.044172791,0.042573216,0.040628561,0.038407783,0.035979188,0.033408491
0.008948118,0.01472928,0.020240043,0.025383931,0.030075548,0.034242917,0.03782926,0.040794167,0.043114118,0.044782371,0.045808247,0.046215874,0.046042489,0.045336373,0.044154556,0.042560395,0.040621144,0.038405596,0.035981908,0.033415677
0.008937,0.014711184,0.0202156,0.025353983,0.030041113,0.034205141,0.037789373,0.040753427,0.043073764,0.044743575,0.045772072,0.04618324,0.046014146,0.045312885,0.044136292,0.042547531,0.040613674,0.038403345,0.035984557,0.033422789
0.008925904,0.014693125,0.020191205,0.025324093,0.030006741,0.034167431,0.03774955,0.040712747,0.043033462,0.044704821,0.045735926,0.046150621,0.045985802,0.045289381,0.044117998,0.042534625,0.04060615,0.038401032,0.035987138,0.033429828
0.008914832,0.014675102,0.020166858,0.025294259,0.029972432,0.034129787,0.037709792,0.040672127,0.042993213,0.044666108,0.045699808,0.046118015,0.045957458,0.045265862,0.044099674,0.042521676,0.040598573,0.038398656,0.035989649,0.033436793
0.008903782,0.014657116,0.02014256,0.025264484,0.029938186,0.034092208,0.037670098,0.040631566,0.042953015,0.044627436,0.04566372,0.046085425,0.045929114,0.045242327,0.044081321,0.042508685,0.040590942,0.038396217,0.035992091,0.033443685
0.008892756,0.014639166,0.02011831,0.025234765,0.029904003,0.034054695,0.037630468,0.040591065,0.042912868,0.044588806,0.045627659,0.046052849,0.04590077,0.045218778,0.04406294,0.042495652,0.040583258,0.038393717,0.035994465,0.033450504
0.008881751,0.014621253,0.020094108,0.025205103,0.029869883,0.034017246,0.037590902,0.040550623,0.042872774,0.044550216,0.045591628,0.046020288,0.045872425,0.045195214,0.044044529,0.042482578,0.040575522,0.038391155,0.03599677,0.03345725
0.008870769,0.014603375,0.020069953,0.025175498,0.029835825,0.033979863,0.0375514,0.040510241,0.042832731,0.044511668,0.045555625,0.045987742,0.045844081,0.045171636,0.04402609,0.042469462,0.040567733,0.038388532,0.035999007,0.033463924
0.00885981,0.014585534,0.020045846,0.025145949,0.02980183,0.033942544,0.037511962,0.040469917,0.042792739,0.044473161,0.045519652,0.04595521,0.045815738,0.045148044,0.044007623,0.042456305,0.040559891,0.038385847,0.036001176,0.033470526
0.008848873,0.014567729,0.020021787,0.025116457,0.029767897,0.03390529,0.037472587,0.040429653,0.042752799,0.044434696,0.045483706,0.045922694,0.045787394,0.045124437,0.043989127,0.042443107,0.040551998,0.038383101,0.036003278,0.033477056
0.008837959,0.014549959,0.019997774,0.02508702,0.029734025,0.0338681,0.037433275,0.040389447,0.04271291,0.044396271,0.04544779,0.045890193,0.045759052,0.045100816,0.043970604,0.042429869,0.040544053,0.038380295,0.036005312,0.033483514
0.008827066,0.014532225,0.01997381,0.02505764,0.029700216,0.033830974,0.037394026,0.0403493,0.042673072,0.044357888,0.045411903,0.045857707,0.04573071,0.045077182,0.043952052,0.04241659,0.040536057,0.038377428,0.036007279,0.0334899
0.008816196,0.014514527,0.019949892,0.025028316,0.029666468,0.033793913,0.037354841,0.040309212,0.042633286,0.044319545,0.045376044,0.045825236,0.045702368,0.045053533,0.043933474,0.04240327,0.040528009,0.038374501,0.036009179,0.033496216
0.008805348,0.014496865,0.019926021,0.024999048,0.029632782,0.033756915,0.037315718,0.040269182,0.04259355,0.044281244,0.045340214,0.04579278,0.045674028,0.045029872,0.043914867,0.042389911,0.040519911,0.038371514,0.036011012,0.03350246
0.008794522,0.014479237,0.019902196,0.024969835,0.029599157,0.033719981,0.037276658,0.040229211,0.042553866,0.044242983,0.045304413,0.04576034,0.045645689,0.045006196,0.043896234,0.042376512,0.040511761,0.038368467,0.036012779,0.033508634
0.008783718,0.014461645,0.019878419,0.024940677,0.029565593,0.033683111,0.037237661,0.040189298,0.042514232,0.044204764,0.045268641,0.045727915,0.04561735,0.044982508,0.043877574,0.042363074,0.040503561,0.038365361,0.036014479,0.033514737
0.008772936,0.014444088,0.019854687,0.024911575,0.02953209,0.033646304,0.037198726,0.040149443,0.04247465,0.044166585,0.045232898,0.045695505,0.045589013,0.044958807,0.043858887,0.042349596,0.040495311,0.038362195,0.036016114,0.03352077
0.008762176,0.014426566,0.019831003,0.024882527,0.029498648,0.03360956,0.037159854,0.040109646,0.042435118,0.044128447,0.045197184,0.045663111,0.045560678,0.044935093,0.043840174,0.042336079,0.040487011,0.038358971,0.036017683,0.033526732
0.008751437,0.014409079,0.019807364,0.024853535,0.029465267,0.033572879,0.037121043,0.040069907,0.042395637,0.04409035,0.045161499,0.045630733,0.045532344,0.044911366,0.043821434,0.042322524,0.040478661,0.038355688,0.036019186,0.033532625
0.00874072,0.014391627,0.019783771,0.024824598,0.029431946,0.033536262,0.037082295,0.040030226,0.042356206,0.044052294,0.045125843,0.04559837,0.045504012,0.044887627,0.043802668,0.042308929,0.040470262,0.038352346,0.036020625,0.033538448
0.008730025,0.01437421,0.019760225,0.024795715,0.029398685,0.033499707,0.037043608,0.039990603,0.042316826,0.044014279,0.045090216,0.045566023,0.045475681,0.044863875,0.043783877,0.042295297,0.040461813,0.038348946,0.036021998,0.033544202
0.008719352,0.014356827,0.019736724,0.024766886,0.029365485,0.033463214,0.037004983,0.039951037,0.042277497,0.043976305,0.045054617,0.045533692,0.045447352,0.044840111,0.043765059,0.042281626,0.040453315,0.038345488,0.036023307,0.033549887
0.0087087,0.014339479,0.019713269,0.024738112,0.029332344,0.033426784,0.03696642,0.039911529,0.042238218,0.043938371,0.045019048,0.045501377,0.045419026,0.044816335,0.043746216,0.042267917,0.040444769,0.038341973,0.036024551,0.033555502
0.008698069,0.014322166,0.019689859,0.024709392,0.029299263,0.033390417,0.036927918,0.039872078,0.042198989,0.043900478,0.044983508,0.045469078,0.045390701,0.044792547,0.043727348,0.04225417,0.040436174,0.0383384,0.036025731,0.033561049
0.00868746,0.014304886,0.019666495,0.024680725,0.029266242,0.033354111,0.036889478,0.039832684,0.04215981,0.043862625,0.044947997,0.045436795,0.045362378,0.044768748,0.043708454,0.042240386,0.04042753,0.038334769,0.036026847,0.033566528
0.008676872,0.014287641,0.019643176,0.024652113,0.029233281,0.033317868,0.036851098,0.039793348,0.042120682,0.043824814,0.044912515,0.045404527,0.045334058,0.044744937,0.043689536,0.042226565,0.040418839,0.038331082,0.036027899,0.033571938
0.008666305,0.01427043,0.019619902,0.024623554,0.029200378,0.033281686,0.03681278,0.039754068,0.042081603,0.043787042,0.044877062,0.045372276,0.04530574,0.044721114,0.043670592,0.042212706,0.040410099,0.038327338,0.036028887,0.03357728
0.00865576,0.014253253,0.019596673,0.024595049,0.029167535,0.033245566,0.036774522,0.039714846,0.042042575,0.043749312,0.044841638,0.045340042,0.045277425,0.04469728,0.043651624,0.042198811,0.040401312,0.038323538,0.036029813,0.033582555
0.008645236,0.01423611,0.019573489,0.024566598,0.029134751,0.033209507,0.036736325,0.03967568,0.042003597,0.043711622,0.044806244,0.045307823,0.045249113,0.044673435,0.043632632,0.042184879,0.040392478,0.038319681,0.036030675,0.033587761
0.008634732,0.014219,0.019550349,0.024538199,0.029102026,0.03317351,0.036698189,0.039636571,0.041964668,0.043673972,0.044770878,0.045275621,0.045220803,0.04464958,0.043613615,0.04217091,0.040383596,0.038315768,0.036031475,0.033592901
0.00862425,0.014201925,0.019527255,0.024509853,0.029069359,0.033137574,0.036660113,0.039597518,0.041925789,0.043636363,0.044735542,0.045243435,0.045192496,0.044625713,0.043594575,0.042156906,0.040374667,0.038311799,0.036032211,0.033597973
0.008613788,0.014184883,0.019504204,0.024481561,0.029036751,0.033101699,0.036622098,0.039558522,0.04188696,0.043598794,0.044700234,0.045211266,0.045164192,0.044601835,0.04357551,0.042142865,0.040365692,0.038307775,0.036032886,0.033602979
