#,target,auid,jd,mag,uncertainty,fainterthan,band,type,observer,airmass,transformed
1450,RU LUP,000-BBW-753,2459444.508750,9.376,0.009,False,Cousins I,CCD,HMB,1.095,False
1451,RU LUP,000-BBW-753,2459444.508947,10.562,0.006,False,Johnson V,CCD,HMB,1.095,False
1452,RU LUP,000-BBW-753,2459444.509097,10.575,0.006,False,Johnson V,CCD,HMB,1.096,False
1453,RU LUP,000-BBW-753,2459445.508368,11.317,0.008,False,Johnson B,CCD,HMB,1.100,False
1454,RU LUP,000-BBW-753,2459445.508646,11.300,0.008,False,Johnson B,CCD,HMB,1.100,False
1455,RU LUP,000-BBW-753,2459445.508889,10.311,0.006,False,Cousins R,CCD,HMB,1.101,False
1456,RU LUP,000-BBW-753,2459445.509039,10.307,0.006,False,Cousins R,CCD,HMB,1.101,False
1457,RU LUP,000-BBW-753,2459445.509259,9.580,0.009,False,Cousins I,CCD,HMB,1.102,False
1458,RU LUP,000-BBW-753,2459445.509410,9.572,0.009,False,Cousins I,CCD,HMB,1.102,False
1459,RU LUP,000-BBW-753,2459445.509606,10.895,0.007,False,Johnson V,CCD,HMB,1.102,False
1460,RU LUP,000-BBW-753,2459445.509769,10.861,0.007,False,Johnson V,CCD,HMB,1.103,False
1461,RU LUP,000-BBW-753,2459446.50816,11.148,0.008,False,Johnson B,CCD,HMB,1.105,False
1462,RU LUP,000-BBW-753,2459446.50844,11.162,0.008,False,Johnson B,CCD,HMB,1.106,False
1463,RU LUP,000-BBW-753,2459446.50868,10.247,0.006,False,Cousins R,CCD,HMB,1.107,False
1464,RU LUP,000-BBW-753,2459446.50884,10.232,0.006,False,Cousins R,CCD,HMB,1.107,False
1465,RU LUP,000-BBW-753,2459446.50905,9.484,0.010,False,Cousins I,CCD,HMB,1.107,False
1466,RU LUP,000-BBW-753,2459446.50920,9.524,0.010,False,Cousins I,CCD,HMB,1.108,False
1467,RU LUP,000-BBW-753,2459446.50940,10.729,0.007,False,Johnson V,CCD,HMB,1.108,False
1468,RU LUP,000-BBW-753,2459446.50956,10.764,0.007,False,Johnson V,CCD,HMB,1.109,False
1469,RU LUP,000-BBW-753,2459447.508657,10.611,0.007,False,Johnson B,CCD,HMB,1.113,False
1470,RU LUP,000-BBW-753,2459447.508935,10.610,0.007,False,Johnson B,CCD,HMB,1.113,False
1471,RU LUP,000-BBW-753,2459447.509190,9.735,0.005,False,Cousins R,CCD,HMB,1.114,False
1472,RU LUP,000-BBW-753,2459447.509340,9.756,0.005,False,Cousins R,CCD,HMB,1.114,False
1473,RU LUP,000-BBW-753,2459447.509549,9.083,0.009,False,Cousins I,CCD,HMB,1.115,False
1474,RU LUP,000-BBW-753,2459447.509711,9.073,0.008,False,Cousins I,CCD,HMB,1.115,False
1475,RU LUP,000-BBW-753,2459447.509896,10.205,0.006,False,Johnson V,CCD,HMB,1.116,False
1476,RU LUP,000-BBW-753,2459447.510058,10.196,0.006,False,Johnson V,CCD,HMB,1.116,False
1477,RU LUP,000-BBW-753,2459448.509178,11.214,0.008,False,Johnson B,CCD,HMB,1.121,False
1478,RU LUP,000-BBW-753,2459448.509456,11.218,0.008,False,Johnson B,CCD,HMB,1.121,False
1479,RU LUP,000-BBW-753,2459448.509699,10.251,0.006,False,Cousins R,CCD,HMB,1.122,False
1480,RU LUP,000-BBW-753,2459448.509850,10.252,0.006,False,Cousins R,CCD,HMB,1.122,False
1481,RU LUP,000-BBW-753,2459448.510058,9.539,0.010,False,Cousins I,CCD,HMB,1.123,False
1482,RU LUP,000-BBW-753,2459448.510220,9.536,0.010,False,Cousins I,CCD,HMB,1.123,False
1483,RU LUP,000-BBW-753,2459448.510417,10.830,0.007,False,Johnson V,CCD,HMB,1.124,False
1484,RU LUP,000-BBW-753,2459448.510579,10.820,0.007,False,Johnson V,CCD,HMB,1.124,False
1485,RU LUP,000-BBW-753,2459449.50904,11.173,0.008,False,Johnson B,CCD,HMB,1.127,False
1486,RU LUP,000-BBW-753,2459449.50932,11.190,0.008,False,Johnson B,CCD,HMB,1.128,False
1487,RU LUP,000-BBW-753,2459449.50956,10.258,0.006,False,Cousins R,CCD,HMB,1.129,False
1488,RU LUP,000-BBW-753,2459449.50972,10.253,0.006,False,Cousins R,CCD,HMB,1.129,False
1489,RU LUP,000-BBW-753,2459449.50993,9.529,0.009,False,Cousins I,CCD,HMB,1.130,False
1490,RU LUP,000-BBW-753,2459449.51009,9.525,0.009,False,Cousins I,CCD,HMB,1.130,False
1491,RU LUP,000-BBW-753,2459449.51028,10.791,0.007,False,Johnson V,CCD,HMB,1.131,False
1492,RU LUP,000-BBW-753,2459449.51043,10.777,0.007,False,Johnson V,CCD,HMB,1.131,False
1493,Ru Lup,000-BBW-753,2459450.42708,10.6,,False,Visual,Visual,DCMA,,
1494,RU LUP,000-BBW-753,2459450.50922,11.066,0.007,False,Johnson B,CCD,HMB,1.135,False
1495,RU LUP,000-BBW-753,2459450.50950,11.072,0.007,False,Johnson B,CCD,HMB,1.136,False
1496,RU LUP,000-BBW-753,2459450.50975,10.122,0.005,False,Cousins R,CCD,HMB,1.137,False
1497,RU LUP,000-BBW-753,2459450.50990,10.122,0.005,False,Cousins R,CCD,HMB,1.137,False
1498,RU LUP,000-BBW-753,2459450.51010,9.430,0.009,False,Cousins I,CCD,HMB,1.138,False
1499,RU LUP,000-BBW-753,2459450.51027,9.409,0.009,False,Cousins I,CCD,HMB,1.138,False
1500,RU LUP,000-BBW-753,2459450.51045,10.669,0.006,False,Johnson V,CCD,HMB,1.139,False
1501,RU LUP,000-BBW-753,2459450.51061,10.655,0.006,False,Johnson V,CCD,HMB,1.139,False
1502,RU LUP,000-BBW-753,2459451.4125,10.6,,False,Visual,Visual,DCMA,,
1503,RU Lup,000-BBW-753,2459451.41667,10.7,,False,Visual,Visual,RFP,,
1504,RU LUP,000-BBW-753,2459451.50956,11.079,0.008,False,Johnson B,CCD,HMB,1.144,False
1505,RU LUP,000-BBW-753,2459451.50984,11.126,0.008,False,Johnson B,CCD,HMB,1.145,False
1506,RU LUP,000-BBW-753,2459451.51008,10.180,0.005,False,Cousins R,CCD,HMB,1.146,False
1507,RU LUP,000-BBW-753,2459451.51024,10.171,0.006,False,Cousins R,CCD,HMB,1.146,False
1508,RU LUP,000-BBW-753,2459451.51045,9.464,0.009,False,Cousins I,CCD,HMB,1.147,False
1509,RU LUP,000-BBW-753,2459451.51060,9.465,0.009,False,Cousins I,CCD,HMB,1.147,False
1510,RU LUP,000-BBW-753,2459451.51080,10.713,0.007,False,Johnson V,CCD,HMB,1.148,False
1511,RU LUP,000-BBW-753,2459451.51095,10.714,0.006,False,Johnson V,CCD,HMB,1.148,False
1512,RU LUP,000-BBW-753,2459452.50740,10.932,0.007,False,Johnson B,CCD,HMB,1.146,False
1513,RU LUP,000-BBW-753,2459452.50767,10.933,0.007,False,Johnson B,CCD,HMB,1.147,False
1514,RU LUP,000-BBW-753,2459452.50792,10.049,0.005,False,Cousins R,CCD,HMB,1.147,False
1515,RU LUP,000-BBW-753,2459452.50807,10.051,0.005,False,Cousins R,CCD,HMB,1.148,False
1516,RU LUP,000-BBW-753,2459452.50829,9.355,0.009,False,Cousins I,CCD,HMB,1.148,False
1517,RU LUP,000-BBW-753,2459452.50845,9.367,0.009,False,Cousins I,CCD,HMB,1.149,False
1518,RU LUP,000-BBW-753,2459452.50863,10.521,0.006,False,Johnson V,CCD,HMB,1.149,False
1519,RU LUP,000-BBW-753,2459452.50880,10.534,0.006,False,Johnson V,CCD,HMB,1.150,False
1520,RU LUP,000-BBW-753,2459453.50770,10.783,0.007,False,Johnson B,CCD,HMB,1.155,False
1521,RU LUP,000-BBW-753,2459453.50796,10.780,0.007,False,Johnson B,CCD,HMB,1.156,False
1522,RU LUP,000-BBW-753,2459453.50821,9.895,0.005,False,Cousins R,CCD,HMB,1.156,False
1523,RU LUP,000-BBW-753,2459453.50837,9.876,0.005,False,Cousins R,CCD,HMB,1.157,False
1524,RU LUP,000-BBW-753,2459453.50858,9.237,0.008,False,Cousins I,CCD,HMB,1.158,False
1525,RU LUP,000-BBW-753,2459453.50874,9.208,0.008,False,Cousins I,CCD,HMB,1.158,False
1526,RU LUP,000-BBW-753,2459453.50892,10.346,0.006,False,Johnson V,CCD,HMB,1.159,False
1527,RU LUP,000-BBW-753,2459453.50909,10.341,0.006,False,Johnson V,CCD,HMB,1.159,False
1528,RU LUP,000-BBW-753,2459453.53472,11.304,0.002,False,Johnson V,CCD,MDJ,,False
1529,RU LUP,000-BBW-753,2459454.50455,11.346,0.008,False,Johnson B,CCD,HMB,1.154,False
1530,RU LUP,000-BBW-753,2459454.50483,11.364,0.008,False,Johnson B,CCD,HMB,1.154,False
1531,RU LUP,000-BBW-753,2459454.50508,10.293,0.006,False,Cousins R,CCD,HMB,1.155,False
1532,RU LUP,000-BBW-753,2459454.50523,10.293,0.006,False,Cousins R,CCD,HMB,1.156,False
1533,RU LUP,000-BBW-753,2459454.50544,9.566,0.009,False,Cousins I,CCD,HMB,1.156,False
1534,RU LUP,000-BBW-753,2459454.50559,9.565,0.009,False,Cousins I,CCD,HMB,1.157,False
1535,RU LUP,000-BBW-753,2459454.50579,10.880,0.007,False,Johnson V,CCD,HMB,1.157,False
1536,RU LUP,000-BBW-753,2459454.50594,10.868,0.007,False,Johnson V,CCD,HMB,1.158,False
1537,RU Lup ,000-BBW-753,2459455.46528,11.2,,False,Visual,Visual,RFP,,
1538,RU LUP,000-BBW-753,2459455.50469,12.072,0.010,False,Johnson B,CCD,HMB,1.163,False
1539,RU LUP,000-BBW-753,2459455.50495,12.060,0.010,False,Johnson B,CCD,HMB,1.164,False
1540,RU LUP,000-BBW-753,2459455.50521,10.755,0.006,False,Cousins R,CCD,HMB,1.164,False
1541,RU LUP,000-BBW-753,2459455.50537,10.754,0.007,False,Cousins R,CCD,HMB,1.165,False
1542,RU LUP,000-BBW-753,2459455.50558,9.963,0.010,False,Cousins I,CCD,HMB,1.166,False
1543,RU LUP,000-BBW-753,2459455.50573,9.960,0.010,False,Cousins I,CCD,HMB,1.166,False
1544,RU LUP,000-BBW-753,2459455.50593,11.463,0.009,False,Johnson V,CCD,HMB,1.167,False
1545,RU LUP,000-BBW-753,2459455.50608,11.465,0.009,False,Johnson V,CCD,HMB,1.167,False
1546,RU LUP,000-BBW-753,2459456.50463,11.176,0.007,False,Johnson B,CCD,HMB,1.171,False
1547,RU LUP,000-BBW-753,2459456.50490,11.183,0.007,False,Johnson B,CCD,HMB,1.172,False
1548,RU LUP,000-BBW-753,2459456.50515,10.157,0.006,False,Cousins R,CCD,HMB,1.173,False
1549,RU LUP,000-BBW-753,2459456.50530,10.165,0.006,False,Cousins R,CCD,HMB,1.174,False
1550,RU LUP,000-BBW-753,2459456.50551,9.469,0.009,False,Cousins I,CCD,HMB,1.174,False
1551,RU LUP,000-BBW-753,2459456.50567,9.457,0.009,False,Cousins I,CCD,HMB,1.175,False
1552,RU LUP,000-BBW-753,2459456.50586,10.712,0.007,False,Johnson V,CCD,HMB,1.176,False
1553,RU LUP,000-BBW-753,2459456.50602,10.694,0.007,False,Johnson V,CCD,HMB,1.176,False
1554,RU LUP,000-BBW-753,2459457.41528,10.8,,False,Visual,Visual,DCMA,,
1555,RU LUP,000-BBW-753,2459457.50458,10.906,0.007,False,Johnson B,CCD,HMB,1.181,False
1556,RU LUP,000-BBW-753,2459457.50486,10.903,0.007,False,Johnson B,CCD,HMB,1.182,False
1557,RU LUP,000-BBW-753,2459457.50510,9.971,0.005,False,Cousins R,CCD,HMB,1.182,False
1558,RU LUP,000-BBW-753,2459457.50527,9.966,0.005,False,Cousins R,CCD,HMB,1.183,False
1559,RU LUP,000-BBW-753,2459457.50547,9.278,0.009,False,Cousins I,CCD,HMB,1.184,False
1560,RU LUP,000-BBW-753,2459457.50563,9.279,0.009,False,Cousins I,CCD,HMB,1.184,False
1561,RU LUP,000-BBW-753,2459457.50582,10.474,0.006,False,Johnson V,CCD,HMB,1.185,False
1562,RU LUP,000-BBW-753,2459457.50597,10.476,0.006,False,Johnson V,CCD,HMB,1.186,False
1563,RU LUP,000-BBW-753,2459458.44375,10.7,,False,Visual,Visual,DCMA,,
1564,RU LUP,000-BBW-753,2459458.50507,11.129,0.007,False,Johnson B,CCD,HMB,1.192,False
1565,RU LUP,000-BBW-753,2459458.50535,11.132,0.007,False,Johnson B,CCD,HMB,1.193,False
1566,RU LUP,000-BBW-753,2459458.50559,10.068,0.005,False,Cousins R,CCD,HMB,1.194,False
1567,RU LUP,000-BBW-753,2459458.50575,10.100,0.005,False,Cousins R,CCD,HMB,1.195,False
1568,RU LUP,000-BBW-753,2459458.50596,9.362,0.009,False,Cousins I,CCD,HMB,1.195,False
1569,RU LUP,000-BBW-753,2459458.50612,9.379,0.009,False,Cousins I,CCD,HMB,1.196,False
1570,RU LUP,000-BBW-753,2459458.50631,10.625,0.006,False,Johnson V,CCD,HMB,1.197,False
1571,RU LUP,000-BBW-753,2459458.50647,10.607,0.006,False,Johnson V,CCD,HMB,1.197,False
1572,RU LUP,000-BBW-753,2459459.42014,10.6,,False,Visual,Visual,DCMA,,
1573,RU LUP,000-BBW-753,2459460.42569,10.7,,False,Visual,Visual,DCMA,,
1574,RU LUP,000-BBW-753,2459460.57708,11.428,0.002,False,Johnson V,CCD,MDJ,1.787,False
1575,RU LUP,000-BBW-753,2459461.50582,11.499,0.008,False,Johnson B,CCD,HMB,1.227,False
1576,RU LUP,000-BBW-753,2459461.50609,11.500,0.008,False,Johnson B,CCD,HMB,1.229,False
1577,RU LUP,000-BBW-753,2459461.50634,10.354,0.006,False,Cousins R,CCD,HMB,1.230,False
1578,RU LUP,000-BBW-753,2459461.50649,10.345,0.006,False,Cousins R,CCD,HMB,1.230,False
1579,RU LUP,000-BBW-753,2459461.50670,9.608,0.009,False,Cousins I,CCD,HMB,1.231,False
1580,RU LUP,000-BBW-753,2459461.50686,9.613,0.009,False,Cousins I,CCD,HMB,1.232,False
1581,RU LUP,000-BBW-753,2459461.50706,10.959,0.007,False,Johnson V,CCD,HMB,1.233,False
1582,RU LUP,000-BBW-753,2459461.50721,10.961,0.007,False,Johnson V,CCD,HMB,1.233,False
1583,RU LUP,000-BBW-753,2459462.50598,11.338,0.008,False,Johnson B,CCD,HMB,1.240,False
1584,RU LUP,000-BBW-753,2459462.50626,11.357,0.008,False,Johnson B,CCD,HMB,1.241,False
1585,RU LUP,000-BBW-753,2459462.50650,10.259,0.006,False,Cousins R,CCD,HMB,1.242,False
1586,RU LUP,000-BBW-753,2459462.50667,10.259,0.006,False,Cousins R,CCD,HMB,1.243,False
1587,RU LUP,000-BBW-753,2459462.50688,9.549,0.009,False,Cousins I,CCD,HMB,1.244,False
1588,RU LUP,000-BBW-753,2459462.50703,9.566,0.009,False,Cousins I,CCD,HMB,1.244,False
1589,RU LUP,000-BBW-753,2459462.50722,10.821,0.007,False,Johnson V,CCD,HMB,1.245,False
1590,RU LUP,000-BBW-753,2459462.50737,10.826,0.007,False,Johnson V,CCD,HMB,1.246,False
1591,RU LUP,000-BBW-753,2459463.50578,11.295,0.008,False,Johnson B,CCD,HMB,1.251,False
1592,RU LUP,000-BBW-753,2459463.50605,11.299,0.008,False,Johnson B,CCD,HMB,1.252,False
1593,RU LUP,000-BBW-753,2459463.50630,10.301,0.006,False,Cousins R,CCD,HMB,1.254,False
1594,RU LUP,000-BBW-753,2459463.50646,10.291,0.006,False,Cousins R,CCD,HMB,1.254,False
1595,RU LUP,000-BBW-753,2459463.50667,9.562,0.010,False,Cousins I,CCD,HMB,1.255,False
1596,RU LUP,000-BBW-753,2459463.50682,9.580,0.010,False,Cousins I,CCD,HMB,1.256,False
1597,RU LUP,000-BBW-753,2459463.50701,10.850,0.007,False,Johnson V,CCD,HMB,1.257,False
1598,RU LUP,000-BBW-753,2459463.50716,10.847,0.007,False,Johnson V,CCD,HMB,1.258,False
1599,RU LUP,000-BBW-753,2459465.50660,10.925,0.008,False,Johnson B,CCD,HMB,1.281,False
1600,RU LUP,000-BBW-753,2459465.50686,10.917,0.008,False,Johnson B,CCD,HMB,1.282,False
1601,RU LUP,000-BBW-753,2459465.50712,9.981,0.006,False,Cousins R,CCD,HMB,1.284,False
1602,RU LUP,000-BBW-753,2459465.50728,9.943,0.006,False,Cousins R,CCD,HMB,1.285,False
1603,RU LUP,000-BBW-753,2459465.50749,9.315,0.011,False,Cousins I,CCD,HMB,1.286,False
1604,RU LUP,000-BBW-753,2459465.50764,9.289,0.011,False,Cousins I,CCD,HMB,1.286,False
1605,RU LUP,000-BBW-753,2459465.50784,10.493,0.018,False,Johnson V,CCD,HMB,1.287,False
1606,RU LUP,000-BBW-753,2459465.50799,10.492,0.008,False,Johnson V,CCD,HMB,1.288,False
1607,RU LUP,000-BBW-753,2459466.50635,11.256,0.008,False,Johnson B,CCD,HMB,1.294,False
1608,RU LUP,000-BBW-753,2459466.50662,11.261,0.008,False,Johnson B,CCD,HMB,1.295,False
1609,RU LUP,000-BBW-753,2459466.50686,10.191,0.006,False,Cousins R,CCD,HMB,1.297,False
1610,RU LUP,000-BBW-753,2459466.50703,10.240,0.006,False,Cousins R,CCD,HMB,1.297,False
1611,RU LUP,000-BBW-753,2459466.50723,9.515,0.009,False,Cousins I,CCD,HMB,1.298,False
1612,RU LUP,000-BBW-753,2459466.50740,9.526,0.009,False,Cousins I,CCD,HMB,1.299,False
1613,RU LUP,000-BBW-753,2459466.50758,10.781,0.007,False,Johnson V,CCD,HMB,1.300,False
1614,RU LUP,000-BBW-753,2459466.50774,10.785,0.007,False,Johnson V,CCD,HMB,1.301,False
1615,RU LUP,000-BBW-753,2459467.50663,11.085,0.007,False,Johnson B,CCD,HMB,1.310,False
1616,RU LUP,000-BBW-753,2459467.50690,11.089,0.007,False,Johnson B,CCD,HMB,1.311,False
1617,RU LUP,000-BBW-753,2459467.50715,10.116,0.006,False,Cousins R,CCD,HMB,1.313,False
1618,RU LUP,000-BBW-753,2459467.50730,10.118,0.006,False,Cousins R,CCD,HMB,1.313,False
1619,RU LUP,000-BBW-753,2459467.50752,9.419,0.009,False,Cousins I,CCD,HMB,1.315,False
1620,RU LUP,000-BBW-753,2459467.50769,9.424,0.009,False,Cousins I,CCD,HMB,1.316,False
1621,RU LUP,000-BBW-753,2459467.50787,10.633,0.007,False,Johnson V,CCD,HMB,1.317,False
1622,RU LUP,000-BBW-753,2459467.50802,10.650,0.007,False,Johnson V,CCD,HMB,1.317,False
1623,RU LUP,000-BBW-753,2459468.50682,10.734,0.007,False,Johnson B,CCD,HMB,1.326,False
1624,RU LUP,000-BBW-753,2459468.50708,10.730,0.007,False,Johnson B,CCD,HMB,1.328,False
1625,RU LUP,000-BBW-753,2459468.50735,9.834,0.005,False,Cousins R,CCD,HMB,1.329,False
1626,RU LUP,000-BBW-753,2459468.50750,9.827,0.005,False,Cousins R,CCD,HMB,1.330,False
1627,RU LUP,000-BBW-753,2459468.50772,9.187,0.009,False,Cousins I,CCD,HMB,1.331,False
1628,RU LUP,000-BBW-753,2459468.50787,9.183,0.009,False,Cousins I,CCD,HMB,1.332,False
1629,RU LUP,000-BBW-753,2459468.50806,10.306,0.006,False,Johnson V,CCD,HMB,1.333,False
1630,RU LUP,000-BBW-753,2459468.50822,10.309,0.006,False,Johnson V,CCD,HMB,1.334,False
1631,RU LUP,000-BBW-753,2459472.50748,11.059,0.009,False,Johnson B,CCD,HMB,1.398,False
1632,RU LUP,000-BBW-753,2459472.50774,11.019,0.009,False,Johnson B,CCD,HMB,1.400,False
1633,RU LUP,000-BBW-753,2459472.50800,10.066,0.007,False,Cousins R,CCD,HMB,1.401,False
1634,RU LUP,000-BBW-753,2459472.50815,10.035,0.007,False,Cousins R,CCD,HMB,1.402,False
1635,RU LUP,000-BBW-753,2459472.50836,9.354,0.011,False,Cousins I,CCD,HMB,1.404,False
1636,RU LUP,000-BBW-753,2459472.50852,9.404,0.012,False,Cousins I,CCD,HMB,1.405,False
1637,RU LUP,000-BBW-753,2459472.50870,10.640,0.008,False,Johnson V,CCD,HMB,1.406,False
1638,RU LUP,000-BBW-753,2459472.50885,10.605,0.008,False,Johnson V,CCD,HMB,1.407,False
1639,RU LUP,000-BBW-753,2459472.52431,11.452,0.05,False,Johnson V,CCD,MDJ,,False
1640,RU LUP,000-BBW-753,2459473.50661,11.132,0.008,False,Johnson B,CCD,HMB,1.411,False
1641,RU LUP,000-BBW-753,2459473.50688,11.090,0.008,False,Johnson B,CCD,HMB,1.412,False
1642,RU LUP,000-BBW-753,2459473.50713,10.115,0.006,False,Cousins R,CCD,HMB,1.414,False
1643,RU LUP,000-BBW-753,2459473.50729,10.124,0.006,False,Cousins R,CCD,HMB,1.415,False
1644,RU LUP,000-BBW-753,2459473.50750,9.477,0.010,False,Cousins I,CCD,HMB,1.417,False
1645,RU LUP,000-BBW-753,2459473.50765,9.441,0.010,False,Cousins I,CCD,HMB,1.418,False
1646,RU LUP,000-BBW-753,2459473.50785,10.679,0.007,False,Johnson V,CCD,HMB,1.419,False
1647,RU LUP,000-BBW-753,2459473.50800,10.666,0.007,False,Johnson V,CCD,HMB,1.420,False
1648,RU LUP,000-BBW-753,2459474.50645,10.883,0.008,False,Johnson B,CCD,HMB,1.429,False
1649,RU LUP,000-BBW-753,2459474.50671,10.894,0.008,False,Johnson B,CCD,HMB,1.431,False
1650,RU LUP,000-BBW-753,2459474.50697,9.956,0.006,False,Cousins R,CCD,HMB,1.432,False
1651,RU LUP,000-BBW-753,2459474.50712,9.929,0.006,False,Cousins R,CCD,HMB,1.434,False
1652,RU LUP,000-BBW-753,2459474.50733,9.305,0.009,False,Cousins I,CCD,HMB,1.435,False
1653,RU LUP,000-BBW-753,2459474.50749,9.303,0.010,False,Cousins I,CCD,HMB,1.436,False
1654,RU LUP,000-BBW-753,2459474.50767,10.476,0.007,False,Johnson V,CCD,HMB,1.438,False
1655,RU LUP,000-BBW-753,2459474.50782,10.487,0.007,False,Johnson V,CCD,HMB,1.439,False
1656,RU LUP,000-BBW-753,2459475.50699,11.030,0.008,False,Johnson B,CCD,HMB,1.453,False
1657,RU LUP,000-BBW-753,2459475.50727,11.062,0.008,False,Johnson B,CCD,HMB,1.455,False
1658,RU LUP,000-BBW-753,2459475.50751,10.050,0.006,False,Cousins R,CCD,HMB,1.457,False
1659,RU LUP,000-BBW-753,2459475.50766,10.049,0.006,False,Cousins R,CCD,HMB,1.458,False
1660,RU LUP,000-BBW-753,2459475.50787,9.345,0.010,False,Cousins I,CCD,HMB,1.460,False
1661,RU LUP,000-BBW-753,2459475.50802,9.384,0.010,False,Cousins I,CCD,HMB,1.461,False
1662,RU LUP,000-BBW-753,2459475.50822,10.581,0.007,False,Johnson V,CCD,HMB,1.462,False
1663,RU LUP,000-BBW-753,2459475.50837,10.613,0.007,False,Johnson V,CCD,HMB,1.463,False
1664,RU LUP,000-BBW-753,2459476.50712,11.053,0.035,False,Johnson B,CCD,HMB,1.475,False
1665,RU LUP,000-BBW-753,2459476.50740,11.098,0.040,False,Johnson B,CCD,HMB,1.477,False
1666,RU LUP,000-BBW-753,2459476.50764,10.168,0.028,False,Cousins R,CCD,HMB,1.479,False
1667,RU LUP,000-BBW-753,2459476.50780,10.052,0.031,False,Cousins R,CCD,HMB,1.481,False
1668,RU LUP,000-BBW-753,2459476.50801,9.562,0.055,False,Cousins I,CCD,HMB,1.482,False
1669,RU LUP,000-BBW-753,2459476.50816,9.445,0.046,False,Cousins I,CCD,HMB,1.483,False
1670,RU LUP,000-BBW-753,2459476.50834,10.654,0.020,False,Johnson V,CCD,HMB,1.485,False
1671,RU LUP,000-BBW-753,2459476.50851,10.625,0.022,False,Johnson V,CCD,HMB,1.486,False
1672,RU LUP,000-BBW-753,2459477.50715,10.908,0.010,False,Johnson B,CCD,HMB,1.497,False
1673,RU LUP,000-BBW-753,2459477.50742,10.910,0.010,False,Johnson B,CCD,HMB,1.500,False
1674,RU LUP,000-BBW-753,2459477.50767,9.991,0.007,False,Cousins R,CCD,HMB,1.502,False
1675,RU LUP,000-BBW-753,2459477.50782,9.930,0.007,False,Cousins R,CCD,HMB,1.503,False
1676,RU LUP,000-BBW-753,2459477.50804,9.290,0.010,False,Cousins I,CCD,HMB,1.505,False
1677,RU LUP,000-BBW-753,2459477.50819,9.283,0.011,False,Cousins I,CCD,HMB,1.506,False
1678,RU LUP,000-BBW-753,2459477.50838,10.474,0.008,False,Johnson V,CCD,HMB,1.508,False
1679,RU LUP,000-BBW-753,2459477.50854,10.447,0.008,False,Johnson V,CCD,HMB,1.509,False
1680,RU LUP,000-BBW-753,2459486.42361,10.9,,False,Visual,Visual,DCMA,,
1681,RU LUP,000-BBW-753,2459488.42986,10.9,,False,Visual,Visual,DCMA,,
1682,RU Lup,000-BBW-753,2459640.63889,11.0,,False,Visual,Visual,PLA,,
1683,RU Lup,000-BBW-753,2459641.62847,10.9,,False,Visual,Visual,PLA,,
1684,RU Lup,000-BBW-753,2459642.61111,10.8,,False,Visual,Visual,PLA,,
1685,RU Lup,000-BBW-753,2459644.61111,11.0,,False,Visual,Visual,PLA,,
1686,RU Lup,000-BBW-753,2459645.63542,10.6,,False,Visual,Visual,PLA,,
1687,RU Lup,000-BBW-753,2459646.62153,10.7,,False,Visual,Visual,PLA,,
1688,RU Lup,000-BBW-753,2459647.62847,9.9,,False,Visual,Visual,PLA,,
1689,RU Lup,000-BBW-753,2459649.60069,10.8,,False,Visual,Visual,PLA,,
1690,RU Lup,000-BBW-753,2459651.625,10.4,,False,Visual,Visual,PLA,,
1691,RU LUP,000-BBW-753,2459663.61875,10.9,,False,Visual,Visual,DCMA,,
1692,RU LUP,000-BBW-753,2459664.60347,10.5,,False,Visual,Visual,DCMA,,
1693,RU LUP,000-BBW-753,2459674.64583,11.0,,False,Visual,Visual,DCMA,,
1694,RU LUP,000-BBW-753,2459680.56319,10.8,,False,Visual,Visual,DCMA,,
1695,RU LUP,000-BBW-753,2459687.15356,11.051,0.019,False,Johnson V,CCD,YBA,1.215,False
1696,RU Lup,000-BBW-753,2459695.50347,10.8,,False,Visual,Visual,PLA,,
1697,RU LUP,000-BBW-753,2459697.59444,11.0,,False,Visual,Visual,DCMA,,
1698,RU LUP,000-BBW-753,2459698.03431,10.496,0.012,False,Cousins R,CCD,YBA,1.969,False
1699,RU LUP,000-BBW-753,2459701.57292,10.5,,False,Visual,Visual,DCMA,,
1700,RU Lup,000-BBW-753,2459706.54514,10.3,,False,Visual,Visual,PLA,,
1701,RU Lup,000-BBW-753,2459724.48264,10.7,,False,Visual,Visual,PLA,,
1702,RU LUP,000-BBW-753,2459729.24209,10.782,0.069,False,Johnson V,CCD,YBA,1.114,False
1703,RU LUP,000-BBW-753,2459733.45486,10.8,,False,Visual,Visual,DCMA,,
1704,RU LUP,000-BBW-753,2459735.47083,10.5,,False,Visual,Visual,DCMA,,
1705,RU LUP,000-BBW-753,2459736.51597,10.6,,False,Visual,Visual,DCMA,,
1706,RU LUP,000-BBW-753,2459746.97958,10.624,0.023,False,Johnson V,CCD,YBA,1.260,False
1707,RU Lup,000-BBW-753,2459748.43403,10.3,,False,Visual,Visual,PLA,,
1708,RU LUP,000-BBW-753,2459751.43125,10.3,,False,Visual,Visual,DCMA,,
1709,RU Lup,000-BBW-753,2459751.50208,10.4,,False,Visual,Visual,RFP,,
1710,RU Lup,000-BBW-753,2459752.4375,10.5,,False,Visual,Visual,PLA,,
1711,RU LUP,000-BBW-753,2459752.47361,10.5,,False,Visual,Visual,DCMA,,
1712,RU Lup,000-BBW-753,2459753.43403,10.8,,False,Visual,Visual,PLA,,
1713,RU LUP,000-BBW-753,2459753.52778,10.7,,False,Visual,Visual,DCMA,,
