#,target,auid,jd,mag,uncertainty,fainterthan,band,type,observer,airmass,transformed
1,RU LUP,000-BBW-753,2451552.1278,11.1,,False,Visual,Visual,JA,,
2,RU LUP,000-BBW-753,2451554.1271,11.2,,False,Visual,Visual,JA,,
3,RU LUP,000-BBW-753,2451556.1306,11.2,,False,Visual,Visual,JA,,
4,RU LUP,000-BBW-753,2451557.1222,10.7,,False,Visual,Visual,JA,,
5,RU LUP,000-BBW-753,2451558.1403,10.7,,False,Visual,Visual,JA,,
6,RU LUP,000-BBW-753,2451560.1535,10.5,,False,Visual,Visual,JA,,
7,RU LUP,000-BBW-753,2451561.1271,10.6,,False,Visual,Visual,JA,,
8,RU LUP,000-BBW-753,2451562.1396,10.7,,False,Visual,Visual,JA,,
9,RU LUP,000-BBW-753,2451563.1326,11.0,,False,Visual,Visual,JA,,
10,RU LUP,000-BBW-753,2451569.1465,10.9,,False,Visual,Visual,JA,,
11,RU LUP,000-BBW-753,2451571.1368,10.8,,False,Visual,Visual,JA,,
12,RU LUP,000-BBW-753,2451574.1146,10.9,,False,Visual,Visual,JA,,
13,RU LUP,000-BBW-753,2451575.1361,10.8,,False,Visual,Visual,JA,,
14,RU LUP,000-BBW-753,2451578.1465,10.9,,False,Visual,Visual,JA,,
15,RU LUP,000-BBW-753,2451579.1549,10.8,,False,Visual,Visual,JA,,
16,RU LUP,000-BBW-753,2451581.1410,11.1,,False,Visual,Visual,JA,,
17,RU LUP,000-BBW-753,2451583.1444,11.1,,False,Visual,Visual,JA,,
18,RU LUP,000-BBW-753,2451591.1431,10.8,,False,Visual,Visual,JA,,
19,RU LUP,000-BBW-753,2451592.1576,11.0,,False,Visual,Visual,JA,,
20,RU LUP,000-BBW-753,2451595.1181,10.9,,False,Visual,Visual,JA,,
21,RU LUP,000-BBW-753,2451596.1715,11.2,,False,Visual,Visual,JA,,
22,RU LUP,000-BBW-753,2451598.2042,11.4,,False,Visual,Visual,JA,,
23,RU LUP,000-BBW-753,2451599.1653,11.7,,False,Visual,Visual,JA,,
24,RU LUP,000-BBW-753,2451603.1514,11.6,,False,Visual,Visual,JA,,
25,RU LUP,000-BBW-753,2451604.1486,11.6,,False,Visual,Visual,JA,,
26,RU LUP,000-BBW-753,2451605.1521,11.3,,False,Visual,Visual,JA,,
27,RU LUP,000-BBW-753,2451606.2063,11.3,,False,Visual,Visual,JA,,
28,RU LUP,000-BBW-753,2451607.1535,11.0,,False,Visual,Visual,JA,,
29,RU LUP,000-BBW-753,2451609.1542,11.6,,False,Visual,Visual,JA,,
30,RU LUP,000-BBW-753,2451610.1500,11.6,,False,Visual,Visual,JA,,
31,RU LUP,000-BBW-753,2451612.1181,11.0,,False,Visual,Visual,JA,,
32,RU LUP,000-BBW-753,2451614.1729,11.3,,False,Visual,Visual,JA,,
33,RU LUP,000-BBW-753,2451618.1479,11.0,,False,Visual,Visual,JA,,
34,RU LUP,000-BBW-753,2451619.1514,10.9,,False,Visual,Visual,JA,,
35,RU LUP,000-BBW-753,2451621.1493,11.6,,False,Visual,Visual,JA,,
36,RU LUP,000-BBW-753,2451626.1764,11.0,,True,Visual,Visual,JA,,
37,RU LUP,000-BBW-753,2451653.1090,11.9,,False,Visual,Visual,PEX,,
38,RU LUP,000-BBW-753,2451659.0799,11.5,,False,Visual,Visual,PEX,,
39,RU LUP,000-BBW-753,2451660.9549,11.1,,False,Visual,Visual,JA,,
40,RU LUP,000-BBW-753,2451661.9889,11.3,,False,Visual,Visual,JA,,
41,RU LUP,000-BBW-753,2451663.9542,11.6,,False,Visual,Visual,JA,,
42,RU LUP,000-BBW-753,2451665.9188,11.1,,False,Visual,Visual,JA,,
43,RU LUP,000-BBW-753,2451666.9271,11.3,,False,Visual,Visual,JA,,
44,RU Lup,000-BBW-753,2451669.3306,11.1,,False,Visual,Visual,PEX,,
45,RU LUP,000-BBW-753,2451669.9813,11.2,,False,Visual,Visual,JA,,
46,RU Lup,000-BBW-753,2451671.3250,11.6,,False,Visual,Visual,PEX,,
47,RU Lup,000-BBW-753,2451673.3139,11.2,,False,Visual,Visual,PEX,,
48,RU LUP,000-BBW-753,2451673.8194,11.1,,False,Visual,Visual,JA,,
49,RU LUP,000-BBW-753,2451679.2167,11.1,,False,Visual,Visual,JA,,
50,RU LUP,000-BBW-753,2451687.9076,11.3,,False,Visual,Visual,JA,,
51,RU LUP,000-BBW-753,2451688.9069,11.4,,False,Visual,Visual,JA,,
52,RU LUP,000-BBW-753,2451690.9285,11.1,,False,Visual,Visual,JA,,
53,RU LUP,000-BBW-753,2451700.2021,10.6,,False,Visual,Visual,JA,,
54,RU LUP,000-BBW-753,2451702.8201,11.0,,False,Visual,Visual,JA,,
55,RU LUP,000-BBW-753,2451703.8590,10.9,,False,Visual,Visual,JA,,
56,RU LUP,000-BBW-753,2451704.8563,11.4,,False,Visual,Visual,JA,,
57,RU LUP,000-BBW-753,2451708.8785,10.9,,False,Visual,Visual,JA,,
58,RU LUP,000-BBW-753,2451714.8007,10.9,,False,Visual,Visual,JA,,
59,RU LUP,000-BBW-753,2451725.9090,11.1,,False,Visual,Visual,JA,,
60,RU LUP,000-BBW-753,2451726.8521,10.9,,False,Visual,Visual,JA,,
61,RU LUP,000-BBW-753,2451729.8792,10.9,,False,Visual,Visual,JA,,
62,RU LUP,000-BBW-753,2451730.8785,11.0,,False,Visual,Visual,JA,,
63,RU LUP,000-BBW-753,2451731.8271,10.7,,False,Visual,Visual,JA,,
64,RU LUP,000-BBW-753,2451732.8299,10.9,,False,Visual,Visual,JA,,
65,RU LUP,000-BBW-753,2451733.8285,10.9,,False,Visual,Visual,JA,,
66,RU LUP,000-BBW-753,2451734.8681,10.9,,False,Visual,Visual,JA,,
67,RU LUP,000-BBW-753,2451735.8271,10.9,,False,Visual,Visual,JA,,
68,RU LUP,000-BBW-753,2451742.0549,11.0,,False,Visual,Visual,JA,,
69,RU LUP,000-BBW-753,2451748.8340,11.0,,False,Visual,Visual,JA,,
70,RU LUP,000-BBW-753,2451749.9278,10.9,,False,Visual,Visual,JA,,
71,RU LUP,000-BBW-753,2451753.9292,11.1,,False,Visual,Visual,JA,,
72,RU LUP,000-BBW-753,2451755.0,10.3,,False,Visual,Visual,CR,,
73,RU LUP,000-BBW-753,2451755.9285,10.9,,False,Visual,Visual,JA,,
74,RU LUP,000-BBW-753,2451757.9083,11.1,,False,Visual,Visual,JA,,
75,RU LUP,000-BBW-753,2451758.9319,11.0,,False,Visual,Visual,JA,,
76,RU LUP,000-BBW-753,2451760.9375,11.0,,False,Visual,Visual,JA,,
77,RU LUP,000-BBW-753,2451761.9361,11.0,,False,Visual,Visual,JA,,
78,RU LUP,000-BBW-753,2451762.8944,10.8,,False,Visual,Visual,JA,,
79,RU LUP,000-BBW-753,2451764.9160,11.1,,False,Visual,Visual,JA,,
80,RU LUP,000-BBW-753,2451769.9243,10.9,,False,Visual,Visual,JA,,
81,RU LUP,000-BBW-753,2451779.8819,11.0,,False,Visual,Visual,JA,,
82,RU LUP,000-BBW-753,2451788.8382,11.0,,False,Visual,Visual,JA,,
83,RU LUP,000-BBW-753,2451792.8313,11.1,,False,Visual,Visual,JA,,
84,RU Lup,000-BBW-753,2451798.0396,11.0,,False,Visual,Visual,PEX,,
85,RU LUP,000-BBW-753,2451800.8965,11.0,,False,Visual,Visual,JA,,
86,RU LUP,000-BBW-753,2451803.8632,10.7,,False,Visual,Visual,JA,,
87,RU LUP,000-BBW-753,2451804.8875,10.8,,False,Visual,Visual,JA,,
88,RU Lup,000-BBW-753,2451805.0104,11.0,,False,Visual,Visual,PEX,,
89,RU Lup,000-BBW-753,2451806.0125,10.9,,False,Visual,Visual,PEX,,
90,RU LUP,000-BBW-753,2451807.8917,11.0,,False,Visual,Visual,JA,,
91,RU Lup,000-BBW-753,2451808.0236,11.0,,False,Visual,Visual,PEX,,
92,RU Lup,000-BBW-753,2451809.0229,11.0,,False,Visual,Visual,PEX,,
93,RU LUP,000-BBW-753,2451809.8653,11.0,,False,Visual,Visual,JA,,
94,RU Lup,000-BBW-753,2451812.0208,11.1,,False,Visual,Visual,PEX,,
95,RU Lup,000-BBW-753,2451813.0403,11.1,,False,Visual,Visual,PEX,,
96,RU LUP,000-BBW-753,2451814.8681,10.9,,False,Visual,Visual,JA,,
97,RU LUP,000-BBW-753,2451817.8611,11.0,,False,Visual,Visual,JA,,
98,RU LUP,000-BBW-753,2451818.0208,11.2,,False,Visual,Visual,PEX,,
99,RU LUP,000-BBW-753,2451820.0083,11.0,,False,Visual,Visual,PEX,,
100,RU LUP,000-BBW-753,2451821.8722,11.0,,False,Visual,Visual,JA,,
101,RU LUP,000-BBW-753,2451826.8639,10.7,,False,Visual,Visual,JA,,
102,RU LUP,000-BBW-753,2451834.8472,9.8,,False,Visual,Visual,JA,,
103,RU LUP,000-BBW-753,2451837.8460,10.7,,False,Visual,Visual,JA,,
104,RU LUP,000-BBW-753,2451905.1313,10.9,,False,Visual,Visual,JA,,
105,RU LUP,000-BBW-753,2451910.1229,10.8,,False,Visual,Visual,JA,,
106,RU LUP,000-BBW-753,2451913.1410,11.1,,False,Visual,Visual,JA,,
107,RU LUP,000-BBW-753,2451922.1458,10.9,,False,Visual,Visual,JA,,
108,RU LUP,000-BBW-753,2451926.1229,10.9,,False,Visual,Visual,JA,,
109,RU LUP,000-BBW-753,2451934.1431,10.9,,False,Visual,Visual,JA,,
110,RU LUP,000-BBW-753,2451936.1271,10.9,,False,Visual,Visual,JA,,
111,RU LUP,000-BBW-753,2451939.1153,11.1,,False,Visual,Visual,JA,,
112,RU LUP,000-BBW-753,2451941.1743,11.3,,False,Visual,Visual,JA,,
113,RU LUP,000-BBW-753,2451942.1278,11.1,,False,Visual,Visual,JA,,
114,RU LUP,000-BBW-753,2451944.1778,11.3,,False,Visual,Visual,JA,,
115,RU LUP,000-BBW-753,2451948.1458,10.9,,False,Visual,Visual,JA,,
116,RU LUP,000-BBW-753,2451950.1861,11.2,,False,Visual,Visual,JA,,
117,RU LUP,000-BBW-753,2451954.1319,10.9,,False,Visual,Visual,JA,,
118,RU LUP,000-BBW-753,2451958.1660,11.6,,False,Visual,Visual,JA,,
119,RU LUP,000-BBW-753,2451960.1826,11.4,,False,Visual,Visual,JA,,
120,RU LUP,000-BBW-753,2451964.1535,11.6,,False,Visual,Visual,JA,,
121,RU LUP,000-BBW-753,2451967.1694,10.9,,False,Visual,Visual,JA,,
122,RU LUP,000-BBW-753,2451973.1778,11.2,,False,Visual,Visual,JA,,
123,RU LUP,000-BBW-753,2451975.1251,11.0,,False,Visual,Visual,JA,,
124,RU LUP,000-BBW-753,2451985.9708,10.8,,False,Visual,Visual,JA,,
125,RU LUP,000-BBW-753,2451987.9285,10.9,,False,Visual,Visual,JA,,
126,RU LUP,000-BBW-753,2451989.9799,10.8,,False,Visual,Visual,JA,,
127,RU LUP,000-BBW-753,2451992.9444,10.8,,False,Visual,Visual,JA,,
128,RU LUP,000-BBW-753,2451995.9590,10.9,,False,Visual,Visual,JA,,
129,RU LUP,000-BBW-753,2452001.1924,10.9,,False,Visual,Visual,JA,,
130,RU LUP,000-BBW-753,2452004.2319,11.1,,False,Visual,Visual,JA,,
131,RU LUP,000-BBW-753,2452017.2458,11.1,,False,Visual,Visual,JA,,
132,RU LUP,000-BBW-753,2452019.1521,11.1,,False,Visual,Visual,JA,,
133,RU LUP,000-BBW-753,2452024.8882,10.9,,False,Visual,Visual,JA,,
134,RU LUP,000-BBW-753,2452035.2042,11.0,,False,Visual,Visual,JA,,
135,RU LUP,000-BBW-753,2452042.9444,10.7,,False,Visual,Visual,JA,,
136,RU LUP,000-BBW-753,2452043.9264,10.9,,False,Visual,Visual,JA,,
137,RU LUP,000-BBW-753,2452045.9278,10.7,,False,Visual,Visual,JA,,
138,RU LUP,000-BBW-753,2452046.9229,10.9,,False,Visual,Visual,JA,,
139,RU LUP,000-BBW-753,2452048.9458,11.1,,False,Visual,Visual,JA,,
140,RU LUP,000-BBW-753,2452052.9146,11.4,,False,Visual,Visual,JA,,
141,RU LUP,000-BBW-753,2452055.8097,11.3,,False,Visual,Visual,JA,,
142,RU LUP,000-BBW-753,2452057.9431,11.1,,False,Visual,Visual,JA,,
143,RU LUP,000-BBW-753,2452059.9125,11.1,,False,Visual,Visual,JA,,
144,RU LUP,000-BBW-753,2452060.8736,10.9,,False,Visual,Visual,JA,,
145,RU LUP,000-BBW-753,2452061.8479,11.0,,False,Visual,Visual,JA,,
146,RU LUP,000-BBW-753,2452070.8083,11.1,,False,Visual,Visual,JA,,
147,RU LUP,000-BBW-753,2452080.0,10.0,,False,Visual,Visual,CR,,
148,RU LUP,000-BBW-753,2452081.8576,11.0,,False,Visual,Visual,JA,,
149,RU LUP,000-BBW-753,2452086.8340,11.1,,False,Visual,Visual,JA,,
150,RU LUP,000-BBW-753,2452089.8729,11.0,,False,Visual,Visual,JA,,
151,RU LUP,000-BBW-753,2452097.7833,11.5,,False,Visual,Visual,JA,,
152,RU LUP,000-BBW-753,2452099.8368,11.2,,False,Visual,Visual,JA,,
153,RU LUP,000-BBW-753,2452102.9590,11.4,,False,Visual,Visual,JA,,
154,RU LUP,000-BBW-753,2452105.9646,10.9,,False,Visual,Visual,JA,,
155,RU LUP,000-BBW-753,2452113.9375,11.5,,False,Visual,Visual,JA,,
156,RU LUP,000-BBW-753,2452115.9347,11.3,,False,Visual,Visual,JA,,
157,RU LUP,000-BBW-753,2452117.9667,11.6,,False,Visual,Visual,JA,,
158,RU LUP,000-BBW-753,2452129.8743,11.3,,False,Visual,Visual,JA,,
159,RU LUP,000-BBW-753,2452130.9,10.2,,False,Visual,Visual,CR,,
160,RU LUP,000-BBW-753,2452132.9438,11.1,,False,Visual,Visual,JA,,
161,RU LUP,000-BBW-753,2452133.9118,11.3,,False,Visual,Visual,JA,,
162,RU LUP,000-BBW-753,2452135.9507,11.1,,False,Visual,Visual,JA,,
163,RU LUP,000-BBW-753,2452137.9014,11.1,,False,Visual,Visual,JA,,
164,RU LUP,000-BBW-753,2452143.8486,10.9,,False,Visual,Visual,JA,,
165,RU LUP,000-BBW-753,2452146.8771,11.1,,False,Visual,Visual,JA,,
166,RU LUP,000-BBW-753,2452152.8903,11.4,,False,Visual,Visual,JA,,
167,RU LUP,000-BBW-753,2452163.8938,11.1,,False,Visual,Visual,JA,,
168,RU LUP,000-BBW-753,2452168.8875,11.1,,False,Visual,Visual,JA,,
169,RU LUP,000-BBW-753,2452169.8833,10.8,,False,Visual,Visual,JA,,
170,RU LUP,000-BBW-753,2452172.8951,10.8,,False,Visual,Visual,JA,,
171,RU LUP,000-BBW-753,2452173.8826,11.0,,False,Visual,Visual,JA,,
172,RU LUP,000-BBW-753,2452179.8556,10.8,,False,Visual,Visual,JA,,
173,RU LUP,000-BBW-753,2452193.8618,11.1,,False,Visual,Visual,JA,,
174,RU LUP,000-BBW-753,2452200.8639,11.0,,False,Visual,Visual,JA,,
175,RU LUP,000-BBW-753,2452280.1319,10.9,,False,Visual,Visual,JA,,
176,RU LUP,000-BBW-753,2452286.1458,10.9,,False,Visual,Visual,JA,,
177,RU LUP,000-BBW-753,2452290.1285,10.9,,False,Visual,Visual,JA,,
178,RU LUP,000-BBW-753,2452293.1222,11.0,,False,Visual,Visual,JA,,
179,RU LUP,000-BBW-753,2452296.1347,10.8,,False,Visual,Visual,JA,,
180,RU LUP,000-BBW-753,2452299.1632,10.6,,False,Visual,Visual,JA,,
181,RU LUP,000-BBW-753,2452301.1438,10.7,,False,Visual,Visual,JA,,
182,RU LUP,000-BBW-753,2452302.1278,10.9,,False,Visual,Visual,JA,,
183,RU LUP,000-BBW-753,2452307.1576,10.8,,False,Visual,Visual,JA,,
184,RU LUP,000-BBW-753,2452308.1271,11.1,,False,Visual,Visual,JA,,
185,RU LUP,000-BBW-753,2452312.1167,10.9,,False,Visual,Visual,JA,,
186,RU LUP,000-BBW-753,2452314.1806,11.4,,False,Visual,Visual,JA,,
187,RU LUP,000-BBW-753,2452319.0972,10.9,,False,Visual,Visual,JA,,
188,RU LUP,000-BBW-753,2452320.1063,10.7,,False,Visual,Visual,JA,,
189,RU LUP,000-BBW-753,2452321.1257,10.8,,False,Visual,Visual,JA,,
190,RU LUP,000-BBW-753,2452323.1278,10.9,,False,Visual,Visual,JA,,
191,RU LUP,000-BBW-753,2452324.1132,10.9,,False,Visual,Visual,JA,,
192,RU LUP,000-BBW-753,2452327.1639,10.9,,False,Visual,Visual,JA,,
193,RU LUP,000-BBW-753,2452329.0944,10.8,,False,Visual,Visual,JA,,
194,RU LUP,000-BBW-753,2452330.1521,10.9,,False,Visual,Visual,JA,,
195,RU LUP,000-BBW-753,2452331.1299,11.4,,False,Visual,Visual,JA,,
196,RU LUP,000-BBW-753,2452332.1944,11.1,,False,Visual,Visual,JA,,
197,RU LUP,000-BBW-753,2452345.1597,10.9,,False,Visual,Visual,JA,,
198,RU LUP,000-BBW-753,2452349.1674,10.7,,False,Visual,Visual,JA,,
199,RU LUP,000-BBW-753,2452352.1285,10.7,,False,Visual,Visual,JA,,
200,RU LUP,000-BBW-753,2452356.1319,10.9,,False,Visual,Visual,JA,,
201,RU LUP,000-BBW-753,2452357.9965,10.7,,False,Visual,Visual,JA,,
202,RU LUP,000-BBW-753,2452360.209,10.9,,False,Visual,Visual,JA,,
203,RU LUP,000-BBW-753,2452366.9042,10.8,,False,Visual,Visual,JA,,
204,RU LUP,000-BBW-753,2452368.9306,10.4,,False,Visual,Visual,JA,,
205,RU LUP,000-BBW-753,2452371.9563,11.0,,False,Visual,Visual,JA,,
206,RU LUP,000-BBW-753,2452372.9424,11.1,,False,Visual,Visual,JA,,
207,RU LUP,000-BBW-753,2452378.2292,11.0,,False,Visual,Visual,JA,,
208,RU LUP,000-BBW-753,2452378.9653,10.8,,False,Visual,Visual,JA,,
209,RU LUP,000-BBW-753,2452382.9424,10.9,,False,Visual,Visual,JA,,
210,RU LUP,000-BBW-753,2452395.8625,10.9,,False,Visual,Visual,JA,,
211,RU LUP,000-BBW-753,2452397.8931,10.8,,False,Visual,Visual,JA,,
212,RU LUP,000-BBW-753,2452401.9208,10.9,,False,Visual,Visual,JA,,
213,RU LUP,000-BBW-753,2452407.9521,11.3,,False,Visual,Visual,JA,,
214,RU LUP,000-BBW-753,2452412.9132,10.8,,False,Visual,Visual,JA,,
215,RU LUP,000-BBW-753,2452416.9153,10.7,,False,Visual,Visual,JA,,
216,RU LUP,000-BBW-753,2452424.8681,11.4,,False,Visual,Visual,JA,,
217,RU LUP,000-BBW-753,2452425.9118,11.1,,False,Visual,Visual,JA,,
218,RU LUP,000-BBW-753,2452426.9188,11.1,,False,Visual,Visual,JA,,
219,RU LUP,000-BBW-753,2452428.8792,10.8,,False,Visual,Visual,JA,,
220,RU LUP,000-BBW-753,2452429.8972,10.8,,False,Visual,Visual,JA,,
221,RU LUP,000-BBW-753,2452431.8424,10.9,,False,Visual,Visual,JA,,
222,RU LUP,000-BBW-753,2452435.85,10.9,,False,Visual,Visual,JA,,
223,RU LUP,000-BBW-753,2452436.8743,11.3,,False,Visual,Visual,JA,,
224,RU LUP,000-BBW-753,2452466.8,9.0,,False,Visual,Visual,PTI,,
225,RU LUP,000-BBW-753,2452492.8625,11.1,,False,Visual,Visual,JA,,
226,RU LUP,000-BBW-753,2452495.9792,11.1,,False,Visual,Visual,JA,,
227,RU LUP,000-BBW-753,2452496.9618,11.2,,False,Visual,Visual,JA,,
228,RU LUP,000-BBW-753,2452500.8521,10.8,,False,Visual,Visual,JA,,
229,RU LUP,000-BBW-753,2452502.9444,10.7,,False,Visual,Visual,JA,,
230,RU LUP,000-BBW-753,2452505.8819,11.1,,False,Visual,Visual,JA,,
231,RU LUP,000-BBW-753,2452511.8243,11.1,,False,Visual,Visual,JA,,
232,RU LUP,000-BBW-753,2452512.8993,11.1,,False,Visual,Visual,JA,,
233,RU LUP,000-BBW-753,2452513.8313,11.0,,False,Visual,Visual,JA,,
234,RU LUP,000-BBW-753,2452523.9222,11.1,,False,Visual,Visual,JA,,
235,RU LUP,000-BBW-753,2452526.8667,11.3,,False,Visual,Visual,JA,,
236,RU LUP,000-BBW-753,2452531.8361,11.1,,False,Visual,Visual,JA,,
237,RU LUP,000-BBW-753,2452533.8347,11.5,,False,Visual,Visual,JA,,
238,RU LUP,000-BBW-753,2452542.8563,11.0,,False,Visual,Visual,JA,,
239,RU LUP,000-BBW-753,2452544.8889,11.1,,False,Visual,Visual,JA,,
240,RU LUP,000-BBW-753,2452548.8736,11.5,,False,Visual,Visual,JA,,
241,RU LUP,000-BBW-753,2452552.8514,11.5,,False,Visual,Visual,JA,,
242,RU LUP,000-BBW-753,2452555.8611,11.1,,False,Visual,Visual,JA,,
243,RU LUP,000-BBW-753,2452572.8611,11.7,,False,Visual,Visual,JA,,
244,RU LUP,000-BBW-753,2452635.1264,11.0,,False,Visual,Visual,JA,,
245,RU LUP,000-BBW-753,2452639.1271,11.0,,False,Visual,Visual,JA,,
246,RU LUP,000-BBW-753,2452654.1097,11.2,,False,Visual,Visual,JA,,
247,RU LUP,000-BBW-753,2452656.1243,11.4,,False,Visual,Visual,JA,,
248,RU LUP,000-BBW-753,2452662.1257,11.3,,False,Visual,Visual,JA,,
249,RU LUP,000-BBW-753,2452665.1563,11.5,,False,Visual,Visual,JA,,
250,RU LUP,000-BBW-753,2452668.1708,10.9,,False,Visual,Visual,JA,,
251,RU LUP,000-BBW-753,2452669.1028,11.0,,False,Visual,Visual,JA,,
252,RU LUP,000-BBW-753,2452674.1465,11.5,,False,Visual,Visual,JA,,
253,RU LUP,000-BBW-753,2452677.141,11.6,,False,Visual,Visual,JA,,
254,RU LUP,000-BBW-753,2452679.1444,11.6,,False,Visual,Visual,JA,,
255,RU LUP,000-BBW-753,2452683.1271,11.2,,False,Visual,Visual,JA,,
256,RU LUP,000-BBW-753,2452693.1715,11.4,,False,Visual,Visual,JA,,
257,RU LUP,000-BBW-753,2452695.1556,11.4,,False,Visual,Visual,JA,,
258,RU LUP,000-BBW-753,2452703.1181,11.0,,False,Visual,Visual,JA,,
259,RU LUP,000-BBW-753,2452707.1146,11.3,,False,Visual,Visual,JA,,
260,RU LUP,000-BBW-753,2452710.1715,11.5,,False,Visual,Visual,JA,,
261,RU LUP,000-BBW-753,2452713.1271,11.4,,False,Visual,Visual,JA,,
262,RU LUP,000-BBW-753,2452722.9347,10.8,,False,Visual,Visual,JA,,
263,RU LUP,000-BBW-753,2452731.9847,11.0,,False,Visual,Visual,JA,,
264,RU LUP,000-BBW-753,2452743.2375,11.0,,False,Visual,Visual,JA,,
265,RU LUP,000-BBW-753,2452751.9049,11.0,,False,Visual,Visual,JA,,
266,RU LUP,000-BBW-753,2452755.9500,11.0,,False,Visual,Visual,JA,,
267,RU LUP,000-BBW-753,2452764.9597,11.1,,False,Visual,Visual,JA,,
268,RU LUP,000-BBW-753,2452768.8806,11.1,,False,Visual,Visual,JA,,
269,RU LUP,000-BBW-753,2452770.8188,11.1,,False,Visual,Visual,JA,,
270,RU LUP,000-BBW-753,2452785.1326,11.0,,False,Visual,Visual,JA,,
271,RU LUP,000-BBW-753,2452786.8285,11.1,,False,Visual,Visual,JA,,
272,RU LUP,000-BBW-753,2452795.1569,10.8,,False,Visual,Visual,JA,,
273,RU LUP,000-BBW-753,2452801.8507,11.7,,False,Visual,Visual,JA,,
274,RU LUP,000-BBW-753,2452808.8486,11.3,,False,Visual,Visual,JA,,
275,RU LUP,000-BBW-753,2452810.8833,10.8,,False,Visual,Visual,JA,,
276,RU LUP,000-BBW-753,2452815.8813,11.1,,False,Visual,Visual,JA,,
277,RU LUP,000-BBW-753,2452821.9979,10.8,,False,Visual,Visual,JA,,
278,RU LUP,000-BBW-753,2452838.8194,10.9,,False,Visual,Visual,JA,,
279,RU LUP,000-BBW-753,2452842.8021,11.3,,False,Visual,Visual,JA,,
280,RU LUP,000-BBW-753,2452844.9326,11.0,,False,Visual,Visual,JA,,
281,RU LUP,000-BBW-753,2452845.9396,11.0,,False,Visual,Visual,JA,,
282,RU LUP,000-BBW-753,2452851.7826,10.9,,False,Visual,Visual,JA,,
283,RU LUP,000-BBW-753,2452886.8924,10.9,,False,Visual,Visual,JA,,
284,RU LUP,000-BBW-753,2452901.9,10.3,,False,Visual,Visual,CR,,
285,RU LUP,000-BBW-753,2452903.9014,11.1,,False,Visual,Visual,JA,,
286,RU LUP,000-BBW-753,2452907.8875,11.5,,False,Visual,Visual,JA,,
287,RU LUP,000-BBW-753,2452914.1715,11.1,,False,Visual,Visual,JA,,
288,RU LUP,000-BBW-753,2452918.8458,11.2,,False,Visual,Visual,JA,,
289,RU LUP,000-BBW-753,2452926.8799,11.1,,False,Visual,Visual,JA,,
290,RU LUP,000-BBW-753,2452928.8646,11.0,,False,Visual,Visual,JA,,
291,RU LUP,000-BBW-753,2452931.8729,11.1,,False,Visual,Visual,JA,,
292,RU LUP,000-BBW-753,2452933.8493,11.0,,False,Visual,Visual,JA,,
293,RU LUP,000-BBW-753,2453014.1285,11.0,,False,Visual,Visual,JA,,
294,RU LUP,000-BBW-753,2453020.1222,11.0,,False,Visual,Visual,JA,,
295,RU LUP,000-BBW-753,2453026.1153,11.0,,False,Visual,Visual,JA,,
296,RU LUP,000-BBW-753,2453057.175,10.9,,False,Visual,Visual,JA,,
297,RU LUP,000-BBW-753,2453066.1278,11.9,,False,Visual,Visual,JA,,
298,RU LUP,000-BBW-753,2453078.9889,11.0,,False,Visual,Visual,JA,,
299,RU LUP,000-BBW-753,2453085.9653,10.9,,False,Visual,Visual,JA,,
300,RU LUP,000-BBW-753,2453089.9688,10.9,,False,Visual,Visual,JA,,
301,RU LUP,000-BBW-753,2453093.2292,11.8,,False,Visual,Visual,JA,,
302,RU LUP,000-BBW-753,2453097.941,11.1,,False,Visual,Visual,JA,,
303,RU LUP,000-BBW-753,2453105.9458,10.6,,False,Visual,Visual,JA,,
304,RU LUP,000-BBW-753,2453107.2347,11.1,,False,Visual,Visual,JA,,
305,RU LUP,000-BBW-753,2453110.2403,10.8,,False,Visual,Visual,JA,,
306,RU LUP,000-BBW-753,2453116.934,10.8,,False,Visual,Visual,JA,,
307,RU LUP,000-BBW-753,2453119.1965,11.0,,False,Visual,Visual,JA,,
308,RU LUP,000-BBW-753,2453123.9382,10.8,,False,Visual,Visual,JA,,
309,RU LUP,000-BBW-753,2453134.9076,10.8,,False,Visual,Visual,JA,,
310,RU LUP,000-BBW-753,2453142.2014,11.1,,False,Visual,Visual,JA,,
311,RU LUP,000-BBW-753,2453145.8597,10.8,,False,Visual,Visual,JA,,
312,RU LUP,000-BBW-753,2453148.1896,11.0,,False,Visual,Visual,JA,,
313,RU LUP,000-BBW-753,2453151.8278,10.8,,False,Visual,Visual,JA,,
314,RU LUP,000-BBW-753,2453155.8188,10.8,,False,Visual,Visual,JA,,
315,RU LUP,000-BBW-753,2453164.8069,10.9,,False,Visual,Visual,JA,,
316,RU LUP,000-BBW-753,2453165.9125,10.6,,False,Visual,Visual,JA,,
317,RU LUP,000-BBW-753,2453167.1986,11.0,,False,Visual,Visual,JA,,
318,RU LUP,000-BBW-753,2453169.10,10.6,,False,Visual,Visual,KIL,,
319,RU LUP,000-BBW-753,2453170.90,10.0,,False,Visual,Visual,KIL,,
320,RU LUP,000-BBW-753,2453171.90,10.0,,False,Visual,Visual,KIL,,
321,RU LUP,000-BBW-753,2453175.90,10.0,,False,Visual,Visual,KIL,,
322,RU LUP,000-BBW-753,2453176.8361,10.6,,False,Visual,Visual,JA,,
323,RU LUP,000-BBW-753,2453180.2028,11.1,,False,Visual,Visual,JA,,
324,RU LUP,000-BBW-753,2453182.10,10.1,,False,Visual,Visual,KIL,,
