Host CoM,Host HalfM* radius,Host ID,Host KappaCorot,Host M*,Host M* Iron,Host M* Metal,Host Mgas,Host Mhyd,Host Mtot,Host R200,Host i,Host vel,Sat CoM,Sat HalfM* radius,Sat ID,Sat M*,Sat M* Iron,Sat M* Metal,Sat Mgas,Sat Mhyd,Sat Mtot,Sat i,Sat vel,Volume
"[299.6158447265625, 389.0783996582031, 253.30416870117188]",0.0,2040,0.0,0.0,0.0,0.0,229731.390625,0.37070411443710327,63763108.0,7.870737299920927,2039,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[302.6045227050781, 387.46441650390625, 260.6991882324219]",0.0,2041,0.0,0.0,0.0,0.0,689194.125,0.832701563835144,63617496.0,8.147296129466243,2040,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[299.6888427734375, 392.75946044921875, 255.10154724121094]",0.0,2042,0.0,0.0,0.0,0.0,0.0,0.0,63230840.0,8.22136094961013,2041,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[302.35009765625, 383.34625244140625, 252.57778930664062]",0.0,2043,0.0,0.0,0.0,0.0,0.0,0.0,62625756.0,7.930797200280734,2042,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[302.0392761230469, 389.9436340332031, 257.8238220214844]",0.0,2044,0.0,0.0,0.0,0.0,459462.78125,0.8318861126899719,63690304.0,8.159528430001112,2043,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[309.2946472167969, 388.46331787109375, 260.89776611328125]",0.0,2045,0.0,0.0,0.0,0.0,0.0,0.0,56272424.0,7.788121369006295,2044,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[304.0189208984375, 389.999267578125, 257.78125]",0.0,2046,0.0,0.0,0.0,0.0,229731.390625,0.3475897014141083,63460568.0,7.64847303456191,2045,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[306.6568298339844, 388.63427734375, 263.109375]",0.0,2047,0.0,0.0,0.0,0.0,459462.78125,0.9604076743125916,63690304.0,8.13462252825352,2046,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[306.4149475097656, 382.5232238769531, 258.79736328125]",0.0,2048,0.0,0.0,0.0,0.0,0.0,0.0,62928300.0,8.063151110014823,2047,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[306.5242919921875, 382.5138244628906, 258.894775390625]",0.0,2049,0.0,0.0,0.0,0.0,0.0,0.0,63533380.0,7.695161297100098,2048,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[307.6282653808594, 384.2547912597656, 258.2760009765625]",0.0,2050,0.0,0.0,0.0,0.0,689194.125,0.9957388639450073,63314956.0,7.993638858690222,2049,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[300.4124450683594, 384.8873291015625, 251.17005920410156]",0.0,2051,0.0,0.0,0.0,0.0,0.0,0.0,49011468.0,7.102199590281346,2050,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[303.6871337890625, 390.8117980957031, 253.24205017089844]",0.0,2052,0.0,0.0,0.0,0.0,0.0,0.0,63533380.0,8.26787686475754,2051,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[309.2396545410156, 384.9972229003906, 259.8269958496094]",0.0,2053,0.0,0.0,0.0,0.0,229731.390625,0.21363802254199982,63460568.0,7.722442115010249,2052,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[302.4642639160156, 392.74774169921875, 253.46896362304688]",0.0,2054,0.0,0.0,0.0,0.0,459462.78125,1.4643906354904175,62782684.0,8.161977099906863,2053,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[310.4496765136719, 386.98681640625, 259.0790100097656]",0.0,2055,0.0,0.0,0.0,0.0,229731.390625,0.43508175015449524,63158032.0,7.836203926038851,2054,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[302.4823303222656, 393.77154541015625, 259.60968017578125]",0.0,2056,0.0,0.0,0.0,0.0,0.0,0.0,63230840.0,7.879700084455819,2055,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[306.2643127441406, 392.22601318359375, 262.6292724609375]",0.0,2057,0.0,0.0,0.0,0.0,459462.78125,0.9574102163314819,50076008.0,7.249289420081833,2056,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[[306.2762451171875, 392.22747802734375, 262.62591552734375]]",[0.0],[15587],[0.0],[0.0],[0.0],[0.0],[0.0],[12404138.0],[15586],"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",05
"[301.42144775390625, 391.6086730957031, 257.1962890625]",0.0,2058,0.0,0.0,0.0,0.0,229731.390625,0.3455287516117096,63158032.0,7.892660345511844,2057,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[301.4255065917969, 391.9998779296875, 256.24517822265625]",0.0,2059,0.0,0.0,0.0,0.0,229731.390625,0.4581347107887268,62855492.0,7.987083595888969,2058,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[299.7560119628906, 391.1603698730469, 258.8214111328125]",0.0,2060,0.0,0.0,0.0,0.0,0.0,0.0,62928300.0,7.227024715556392,2059,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[303.8688049316406, 385.0655212402344, 253.70741271972656]",0.0,2061,0.0,0.0,0.0,0.0,229731.390625,0.5471540093421936,63158032.0,8.178183741660328,2060,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[303.95001220703125, 391.0726623535156, 254.23468017578125]",0.0,2062,0.0,0.0,0.0,0.0,0.0,0.0,62625756.0,8.06252926147711,2061,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[305.5659484863281, 389.0220947265625, 259.7157287597656]",0.0,2063,0.0,0.0,0.0,0.0,0.0,0.0,62625756.0,7.94557616320452,2062,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[304.31903076171875, 391.6620788574219, 261.4387512207031]",0.0,2064,0.0,0.0,0.0,0.0,459462.78125,0.7904013395309448,63085224.0,7.967195792885787,2063,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[298.4775390625, 385.4594421386719, 263.0273132324219]",0.0,2065,0.0,0.0,0.0,0.0,459462.78125,0.5093339681625366,62782684.0,8.17073876357576,2064,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[301.4997253417969, 380.41357421875, 259.31597900390625]",0.0,2066,0.0,0.0,0.0,0.0,459462.78125,1.1465810537338257,62480140.0,7.997769341126429,2065,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[298.129638671875, 384.919921875, 256.67449951171875]",0.0,2067,0.0,0.0,0.0,0.0,689194.125,0.495095819234848,62709880.0,8.117216249169854,2066,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[302.9720764160156, 384.5310974121094, 251.37722778320312]",0.0,2068,0.0,0.0,0.0,0.0,459462.78125,0.5928871631622314,62782684.0,7.974455902644955,2067,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[306.771728515625, 386.82928466796875, 254.90390014648438]",0.0,2069,0.0,0.0,0.0,0.0,459462.78125,0.6821652054786682,62782684.0,8.082108501644287,2068,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[307.1983337402344, 388.13018798828125, 256.5462646484375]",0.0,2070,0.0,0.0,0.0,0.0,0.0,0.0,62625756.0,8.14046226360126,2069,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[308.44732666015625, 386.6852111816406, 257.6811828613281]",0.0,2071,0.0,0.0,0.0,0.0,459462.78125,0.8711878061294556,62782684.0,7.972279510842485,2070,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[308.8001403808594, 387.0721435546875, 258.791259765625]",0.0,2072,0.0,0.0,0.0,0.0,0.0,0.0,40842892.0,6.489249259700754,2071,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[[308.8002014160156, 387.0650329589844, 258.78155517578125]]",[0.0],[15588],[0.0],[0.0],[0.0],[0.0],[0.0],[16337160.0],[15587],"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",05
"[308.89605712890625, 387.4393615722656, 263.92645263671875]",0.0,2073,0.0,0.0,0.0,0.0,229731.390625,0.29636910557746887,31391342.0,7.396671129238348,2072,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[303.86199951171875, 391.23272705078125, 254.40435791015625]",0.0,2074,0.0,0.0,0.0,0.0,0.0,0.0,51129248.0,7.6921729908170375,2073,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[[303.8644714355469, 391.2248840332031, 254.41104125976562]]",[0.0],[15589],[0.0],[0.0],[0.0],[0.0],[0.0],[10891439.0],[15588],"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",05
"[302.0057373046875, 382.4585266113281, 253.26254272460938]",0.0,2075,0.0,0.0,0.0,0.0,0.0,0.0,907619.8125,2.656100329115284,2074,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[297.5437927246094, 392.3985900878906, 256.5960388183594]",0.0,2076,0.0,0.0,0.0,0.0,459462.78125,0.36626482009887695,58547128.0,7.436462802414753,2075,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[299.9450988769531, 388.8063049316406, 253.4061279296875]",0.0,2077,0.0,0.0,0.0,0.0,0.0,0.0,62323220.0,7.762163623290611,2076,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[305.04913330078125, 388.45111083984375, 256.542724609375]",0.0,2078,0.0,0.0,0.0,0.0,689194.125,1.542167067527771,62407332.0,8.152508787275863,2077,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[309.0277404785156, 382.5781555175781, 261.4443359375]",0.0,2079,0.0,0.0,0.0,0.0,0.0,0.0,23598112.0,5.383840755105801,2078,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[300.6083984375, 391.105712890625, 260.17877197265625]",0.0,2080,0.0,0.0,0.0,0.0,0.0,0.0,62020680.0,7.99545111117641,2079,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[300.1057434082031, 393.4585876464844, 261.8089904785156]",0.0,2081,0.0,0.0,0.0,0.0,0.0,0.0,59600360.0,7.7092513543202035,2080,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[308.0403137207031, 388.38787841796875, 264.316162109375]",0.0,2082,0.0,0.0,0.0,0.0,0.0,0.0,62020680.0,7.911685163477469,2081,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[305.6474304199219, 392.2679443359375, 260.6377868652344]",0.0,2083,0.0,0.0,0.0,0.0,459462.78125,3.0153756141662598,61875064.0,7.727976016048888,2082,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[305.4316101074219, 389.241943359375, 264.4917907714844]",0.0,2084,0.0,0.0,0.0,0.0,229731.390625,0.4178370237350464,62250412.0,7.996261900174842,2083,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[297.1673889160156, 390.7774963378906, 252.83441162109375]",0.0,2085,0.0,0.0,0.0,0.0,0.0,0.0,49011468.0,7.619464890363673,2084,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[306.470703125, 382.5290222167969, 258.8236083984375]",0.0,2086,0.0,0.0,0.0,0.0,229731.390625,0.5652410984039307,62250412.0,7.864363254829754,2085,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[302.1540222167969, 380.4781799316406, 260.8260803222656]",0.0,2087,0.0,0.0,0.0,0.0,689194.125,0.904040515422821,62104792.0,8.068181133437543,2086,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[306.8639831542969, 382.8766174316406, 259.0758972167969]",0.0,2088,0.0,0.0,0.0,0.0,229731.390625,0.4791712164878845,51964060.0,7.095314195462428,2087,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[[306.8610534667969, 382.873291015625, 259.0650939941406]]",[0.0],[15590],[0.0],[0.0],[0.0],[0.0],[0.0],[9378737.0],[15589],"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",05
"[300.2421569824219, 390.9363098144531, 259.3744201660156]",0.0,2089,0.0,0.0,0.0,0.0,229731.390625,0.40046122670173645,62250412.0,7.530367804125915,2088,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[302.20257568359375, 383.35125732421875, 252.83103942871094]",0.0,2090,0.0,0.0,0.0,0.0,0.0,0.0,62323220.0,7.659168965961467,2089,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[306.35223388671875, 391.8880920410156, 261.2247009277344]",0.0,2091,0.0,0.0,0.0,0.0,0.0,0.0,61718140.0,8.125997702384518,2090,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[307.7773742675781, 388.68511962890625, 259.7806396484375]",0.0,2092,0.0,0.0,0.0,0.0,0.0,0.0,62020680.0,7.905596776585438,2091,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[297.9757080078125, 384.27288818359375, 263.4384460449219]",0.0,2093,0.0,0.0,0.0,0.0,459462.78125,0.6144249439239502,61572524.0,7.600287325107716,2092,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[308.93438720703125, 383.7787780761719, 258.73004150390625]",0.0,2094,0.0,0.0,0.0,0.0,229731.390625,0.2261531949043274,61947872.0,7.894760849346675,2093,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[308.9012756347656, 386.9689025878906, 256.57684326171875]",0.0,2095,0.0,0.0,0.0,0.0,689194.125,1.244002342224121,61802252.0,8.144030680886136,2094,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[304.79937744140625, 383.6397705078125, 261.70526123046875]",0.0,2096,0.0,0.0,0.0,0.0,689194.125,0.6898175477981567,61802252.0,8.062292477415008,2095,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[302.90838623046875, 388.5420837402344, 253.13198852539062]",0.0,2097,0.0,0.0,0.0,0.0,689194.125,1.502133846282959,61802252.0,7.892352129954324,2096,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[308.10498046875, 386.96832275390625, 264.092041015625]",0.0,2098,0.0,0.0,0.0,0.0,0.0,0.0,62020680.0,8.005275079459517,2097,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[309.13311767578125, 388.3788146972656, 260.7472229003906]",0.0,2099,0.0,0.0,0.0,0.0,0.0,0.0,58692744.0,7.92174682235056,2098,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[301.5047912597656, 391.8631591796875, 256.07843017578125]",0.0,2100,0.0,0.0,0.0,0.0,459462.78125,0.7842150330543518,61875064.0,7.620089614846021,2099,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[300.7148742675781, 380.60467529296875, 258.3652038574219]",0.0,2101,0.0,0.0,0.0,0.0,0.0,0.0,36607328.0,7.661459881626293,2100,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[298.13677978515625, 391.1145935058594, 254.75485229492188]",0.0,2102,0.0,0.0,0.0,0.0,229731.390625,0.4740312099456787,61947872.0,8.110814572001935,2101,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[305.0888671875, 381.440673828125, 257.51220703125]",0.0,2103,0.0,0.0,0.0,0.0,459462.78125,1.002985954284668,61875064.0,8.09477374577398,2102,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[304.1867370605469, 380.8045654296875, 258.66204833984375]",0.0,2104,0.0,0.0,0.0,0.0,229731.390625,0.6193689107894897,61947872.0,7.293821880237582,2103,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[299.09912109375, 392.64788818359375, 254.26641845703125]",0.0,2105,0.0,0.0,0.0,0.0,229731.390625,0.3154090642929077,61040256.0,7.636003621962549,2104,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[306.2054748535156, 384.611328125, 252.5909881591797]",0.0,2106,0.0,0.0,0.0,0.0,459462.78125,0.4565832018852234,61875064.0,7.839382592687293,2105,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[307.670654296875, 383.53607177734375, 256.2871398925781]",0.0,2107,0.0,0.0,0.0,0.0,689194.125,0.9310210347175598,61499712.0,8.00951228218238,2106,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[307.9425048828125, 385.9038391113281, 252.56983947753906]",0.0,2108,0.0,0.0,0.0,0.0,229731.390625,0.5223914980888367,61645336.0,8.093339408685994,2107,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[300.85205078125, 392.44610595703125, 253.85374450683594]",0.0,2109,0.0,0.0,0.0,0.0,229731.390625,0.26535820960998535,61645336.0,7.644796430376888,2108,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[296.54217529296875, 388.6866149902344, 258.45062255859375]",0.0,2110,0.0,0.0,0.0,0.0,229731.390625,0.4735028147697449,61040256.0,7.881618243738706,2109,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[301.9288330078125, 383.68829345703125, 250.96432495117188]",0.0,2111,0.0,0.0,0.0,0.0,229731.390625,0.5639333128929138,60435176.0,7.877669034769715,2110,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[301.05987548828125, 394.30609130859375, 257.59051513671875]",0.0,2112,0.0,0.0,0.0,0.0,0.0,0.0,42355592.0,7.600384916657034,2111,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[[301.0617370605469, 394.30828857421875, 257.5881042480469]]",[0.0],[15591],[0.0],[0.0],[0.0],[0.0],[0.0],[16034619.0],[15590],"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",05
"[302.2336730957031, 389.2810363769531, 252.72393798828125]",0.0,2113,0.0,0.0,0.0,0.0,0.0,0.0,61415600.0,7.815939771137922,2112,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[305.2818603515625, 384.3757019042969, 262.225341796875]",0.0,2114,0.0,0.0,0.0,0.0,0.0,0.0,61415600.0,7.901141016269339,2113,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[307.74908447265625, 387.88800048828125, 263.3003845214844]",0.0,2115,0.0,0.0,0.0,0.0,0.0,0.0,52944484.0,7.882096642757531,2114,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[[307.74224853515625, 387.88861083984375, 263.30224609375]]",[0.0],[15592],[0.0],[0.0],[0.0],[0.0],[0.0],[6958418.0],[15591],"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",05
"[299.3611755371094, 387.06353759765625, 251.5162353515625]",0.0,2116,0.0,0.0,0.0,0.0,229731.390625,0.4286113977432251,61342796.0,7.908642042974175,2115,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[301.67340087890625, 391.3865661621094, 260.5662536621094]",0.0,2117,0.0,0.0,0.0,0.0,229731.390625,0.27367863059043884,61645336.0,7.816541376975136,2116,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[308.0263366699219, 391.1407775878906, 262.2178039550781]",0.0,2118,0.0,0.0,0.0,0.0,0.0,0.0,61415600.0,8.191811373070799,2117,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[305.6592712402344, 383.28729248046875, 257.7012634277344]",0.0,2119,0.0,0.0,0.0,0.0,689194.125,1.277437686920166,61499712.0,8.098899560024652,2118,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[301.6678466796875, 380.677734375, 260.97930908203125]",0.0,2120,0.0,0.0,0.0,0.0,229731.390625,0.4154621362686157,61342796.0,7.875351506755147,2119,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[302.18408203125, 384.75946044921875, 253.0875701904297]",0.0,2121,0.0,0.0,0.0,0.0,0.0,0.0,61113060.0,7.614274055548098,2120,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[306.49200439453125, 388.0616455078125, 258.416748046875]",0.0,2122,0.0,0.0,0.0,0.0,229731.390625,0.46886754035949707,61342796.0,7.669798329642315,2121,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[298.8752746582031, 393.5225524902344, 260.3639221191406]",0.0,2123,0.0,0.0,0.0,0.0,0.0,0.0,30556528.0,5.112108452647089,2122,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[306.6150817871094, 381.5797119140625, 259.10919189453125]",0.0,2124,0.0,0.0,0.0,0.0,229731.390625,0.21548710763454437,61342796.0,7.691700555757669,2123,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[301.3486022949219, 389.12274169921875, 260.82421875]",0.0,2125,0.0,0.0,0.0,0.0,0.0,0.0,61113060.0,7.969912950581651,2124,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[306.4332580566406, 391.1742248535156, 264.4594421386719]",0.0,2126,0.0,0.0,0.0,0.0,0.0,0.0,22690494.0,6.944271524805739,2125,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[298.7327575683594, 385.78631591796875, 263.1721496582031]",0.0,2127,0.0,0.0,0.0,0.0,0.0,0.0,60810524.0,7.552695304272646,2126,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[306.7752380371094, 384.5824890136719, 257.8333435058594]",0.0,2128,0.0,0.0,0.0,0.0,459462.78125,0.9657766819000244,60664904.0,7.776982152499471,2127,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[300.0421142578125, 385.998046875, 262.9203186035156]",0.0,2129,0.0,0.0,0.0,0.0,229731.390625,0.37705931067466736,61040256.0,7.6163011556400475,2128,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[308.862060546875, 390.36517333984375, 257.04833984375]",0.0,2130,0.0,0.0,0.0,0.0,229731.390625,0.39790740609169006,61040256.0,7.801113409439725,2129,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[298.51739501953125, 392.4928283691406, 261.3282470703125]",0.0,2131,0.0,0.0,0.0,0.0,459462.78125,0.39078062772750854,60967444.0,7.859629866709977,2130,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[307.8457946777344, 386.9278564453125, 258.99505615234375]",0.0,2132,0.0,0.0,0.0,0.0,0.0,0.0,60810524.0,7.849829169199671,2131,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[302.9202880859375, 389.8167724609375, 253.86459350585938]",0.0,2133,0.0,0.0,0.0,0.0,229731.390625,0.3505585193634033,51661520.0,7.441364319843833,2132,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[[302.9181823730469, 389.8166809082031, 253.84970092773438]]",[0.0],[15593],[0.0],[0.0],[0.0],[0.0],[0.0],[9076198.0],[15592],"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",05
"[300.78253173828125, 393.0576171875, 262.527099609375]",0.0,2134,0.0,0.0,0.0,0.0,229731.390625,0.32909059524536133,59225012.0,7.289486307076082,2133,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[309.5172119140625, 388.2129211425781, 260.5542297363281]",0.0,2135,0.0,0.0,0.0,0.0,0.0,0.0,61113060.0,7.923233712772076,2134,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
