Volume,Host i,Host ID,Host R200,Host CoM,Host Mtot,Host M*,Sat i,Sat ID,Sat CoM,Sat Mtot,Sat M*
5,0,1,65.77474008177555,[309.2071  388.40298 260.8924 ],32406612000.0,198003060.0,"[14733 14734 14735 14736 14737 14738 14739 14740 14741 14742 14743 14744
 14745 14746 14747 14748 14749 14750 14751 14752 14753 14754 14755]","[14732 14733 14734 14735 14736 14737 14738 14739 14740 14741 14742 14743
 14744 14745 14746 14747 14748 14749 14750 14751 14752 14753 14754]","[[309.20428 388.3719  260.84457]
 [309.22574 388.38318 260.85895]
 [309.21246 388.35602 260.88495]
 [309.22375 388.37323 260.91098]
 [309.1736  388.4116  260.8554 ]
 [309.22525 388.39816 260.91336]
 [309.2571  388.34198 260.92377]
 [309.27487 388.41296 260.86005]
 [309.20267 388.34314 260.84836]
 [309.26007 388.42596 260.87366]
 [309.18198 388.41034 260.8775 ]
 [309.22696 388.36646 260.91553]
 [309.16412 388.42398 260.83636]
 [309.2161  388.39554 260.87265]
 [309.18372 388.36368 260.8254 ]
 [309.19452 388.4033  260.9559 ]
 [309.1948  388.43817 260.955  ]
 [309.20947 388.40378 260.9151 ]
 [309.16034 388.46106 260.90317]
 [309.16196 388.4346  260.9451 ]
 [309.23926 388.35193 260.8373 ]
 [309.18814 388.3822  260.87335]
 [309.24442 388.36694 260.88443]]","[1.9786110e+08 6.5953700e+07 5.5969884e+07 2.9447134e+07 2.8741288e+07
 2.0875254e+07 2.3295572e+07 2.2387954e+07 1.9967636e+07 1.9060020e+07
 1.6034619e+07 9.9464660e+06 1.3311759e+07 9.0761980e+06 9.6812780e+06
 9.3787370e+06 8.7736580e+06 7.2609585e+06 6.6558785e+06 6.6558785e+06
 6.0507990e+06 6.0507990e+06 6.0507990e+06]","[     0.        0.        0.   403298.94      0.        0.        0.
      0.        0.        0.        0.   265187.12      0.        0.
      0.        0.        0.        0.        0.        0.        0.
      0.        0.  ]"
5,1,2,44.608702193793555,[304.4827  381.2769  257.54907],10808271000.0,7522739.0,"[14756 14757 14758 14759 14760 14761 14762 14763 14764 14765 14766 14767
 14768]","[14755 14756 14757 14758 14759 14760 14761 14762 14763 14764 14765 14766
 14767]","[[304.4871  381.31586 257.5614 ]
 [304.50833 381.3033  257.50186]
 [304.4635  381.3065  257.53818]
 [304.4606  381.31955 257.54785]
 [304.48593 381.27036 257.55914]
 [304.4802  381.31488 257.52155]
 [304.48553 381.29633 257.53146]
 [304.4805  381.29764 257.56897]
 [304.4961  381.27075 257.5297 ]
 [304.52313 381.28738 257.54825]
 [304.48315 381.3467  257.49142]
 [304.5239  381.2829  257.56375]
 [304.48486 381.36032 257.5247 ]]","[8.8341664e+07 2.3295572e+07 2.2085416e+07 2.1782876e+07 2.0270176e+07
 1.0891439e+07 1.0286359e+07 1.0286359e+07 8.4711180e+06 8.4711180e+06
 6.0507990e+06 2.8149302e+08 1.2235772e+09]","[     0.        0.        0.        0.        0.        0.        0.
      0.        0.        0.        0.   130905.48 408366.84]"
5,2,3,44.630896692003844,[310.5361  387.5055  260.85355],9736822000.0,32862876.0,[14769 14770 14771 14772 14773 14774 14775 14776 14777],[14768 14769 14770 14771 14772 14773 14774 14775 14776],"[[310.50928 387.51935 260.80746]
 [310.52722 387.51495 260.83926]
 [310.57205 387.50357 260.86813]
 [310.52676 387.44678 260.8425 ]
 [310.53735 387.5401  260.88318]
 [310.4875  387.47736 260.8525 ]
 [310.5952  387.48483 260.8587 ]
 [310.58313 387.49457 260.86453]
 [310.54807 387.5397  260.84668]]","[50524164.  25715892.  23598112.  16942238.  12101598.   9378737.
  8773658.   8168578.   7866038.5]",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
5,3,4,42.69596021459272,[301.95544 383.35715 252.99411],9248468000.0,17624666.0,[14778 14779 14780 14781 14782 14783 14784 14785 14786 14787 14788 14789],[14777 14778 14779 14780 14781 14782 14783 14784 14785 14786 14787 14788],"[[301.97696 383.35046 253.05492]
 [301.96252 383.38794 252.9914 ]
 [302.01132 383.36847 253.02551]
 [301.98145 383.39755 252.97388]
 [301.96164 383.38095 252.98755]
 [301.92386 383.3821  253.02225]
 [301.96994 383.32755 253.0477 ]
 [301.95233 383.29865 252.99498]
 [301.93488 383.34903 252.97176]
 [301.97955 383.3799  253.00291]
 [301.95975 383.35815 253.03673]
 [302.01306 383.3695  253.01865]]","[93182300.  88039120.  42658132.  22690494.  15732079.  11193980.
  6655878.5  6958418.  10588899.  10286359.   7563498.5  7260958.5]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
5,4,5,39.800741754820855,[305.61105 384.692   255.89667],7657088500.0,2020573.5,[14790 14791 14792 14793 14794 14795 14796 14797 14798 14799 14800],[14789 14790 14791 14792 14793 14794 14795 14796 14797 14798 14799],"[[305.62283 384.68857 255.8496 ]
 [305.6035  384.64035 255.90294]
 [305.6447  384.66727 255.9069 ]
 [305.61887 384.71378 255.93646]
 [305.6025  384.651   255.9033 ]
 [305.5897  384.7269  255.8908 ]
 [305.6189  384.69232 255.90329]
 [305.6584  384.6706  255.90312]
 [305.5576  384.6754  255.89085]
 [305.59525 384.70148 255.8614 ]
 [305.67212 384.67847 255.91322]]","[4.6893688e+07 3.2069230e+07 2.1177794e+07 1.2404138e+07 9.3787370e+06
 8.1685780e+06 7.2609585e+06 8.4711180e+06 7.8660385e+06 6.0507990e+06
 3.8173261e+08]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
5,5,6,40.07479238605475,[303.98376 380.96228 257.3614 ],5770978000.0,660143.4,[14801 14802 14803 14804 14805 14806 14807 14808 14809 14810 15759],[14800 14801 14802 14803 14804 14805 14806 14807 14808 14809 15758],"[[303.97787 380.96317 257.3972 ]
 [303.9809  380.96164 257.35806]
 [303.9379  380.9996  257.34903]
 [303.98596 380.98267 257.36978]
 [303.93127 380.97348 257.37747]
 [303.98206 380.97168 257.36243]
 [303.99268 380.96515 257.36755]
 [304.01086 380.96445 257.36127]
 [304.0165  380.93347 257.3634 ]
 [303.96872 380.9561  257.34872]
 [303.96884 380.95667 257.35   ]]","[5.4759724e+07 2.9648910e+07 4.1447972e+07 4.0842892e+07 2.4808274e+07
 2.3295572e+07 7.8660385e+06 1.3614300e+07 7.8660385e+06 6.7744429e+08
 6.7410536e+07]","[     0.        0.        0.        0.        0.        0.        0.
      0.        0.        0.   131140.05]"
5,6,7,37.498079703212575,[304.76508 381.31042 258.1683 ],6140531000.0,5215678.0,[14811 14812 14813 14814 14815 14816],[14810 14811 14812 14813 14814 14815],"[[304.7419  381.33014 258.15533]
 [304.78677 381.29462 258.1909 ]
 [304.72263 381.30814 258.19263]
 [304.73273 381.33157 258.19507]
 [304.7758  381.33652 258.11774]
 [304.7787  381.2962  258.1758 ]]",[42053052. 17244778.  9378737. 63230840. 75332440. 78357840.],[0. 0. 0. 0. 0. 0.]
5,7,8,36.54055398166291,[307.65002 391.4233  261.8405 ],5832782300.0,2432863.8,[14817 14818 14819 14820 14821 14822 14823 14824 14825],[14816 14817 14818 14819 14820 14821 14822 14823 14824],"[[307.63135 391.37878 261.8619 ]
 [307.63873 391.41675 261.8357 ]
 [307.656   391.4483  261.81253]
 [307.62604 391.4593  261.83228]
 [307.6517  391.4188  261.85297]
 [307.62964 391.42618 261.84784]
 [307.63416 391.44714 261.83127]
 [307.62335 391.40115 261.8273 ]
 [307.6335  391.46506 261.80823]]","[42355590. 23295572. 20572714. 17849858. 16942238. 13311759. 12706678.
 11496520.  9681278.]",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
5,8,9,35.879552506606565,[308.48267 390.69037 262.299  ],5408290300.0,3232069.2,[14826 14827 14828 14829 14830 14831],[14825 14826 14827 14828 14829 14830],"[[308.4985  390.68536 262.26984]
 [308.4772  390.73135 262.33673]
 [308.46884 390.6626  262.31073]
 [308.4789  390.7185  262.29645]
 [308.4463  390.67126 262.24673]
 [308.47696 390.72284 262.29294]]",[ 9378737.   7563498.5  6958418.   6655878.5 54759724.  83501020. ],[0. 0. 0. 0. 0. 0.]
5,9,10,35.34587429810628,[304.18204 381.15164 257.4471 ],5036604000.0,1738807.2,[14832 14833 14834 14835 14836 14837 14838 14839],[14831 14832 14833 14834 14835 14836 14837 14838],"[[304.17154 381.15717 257.4487 ]
 [304.1925  381.17267 257.44937]
 [304.1837  381.15897 257.43753]
 [304.20865 381.15848 257.423  ]
 [304.18732 381.13885 257.47122]
 [304.1905  381.1525  257.4379 ]
 [304.15024 381.14316 257.48584]
 [304.23132 381.1335  257.4368 ]]","[67466390. 31766690. 17244778. 13916840.  9681278.  8471118.  9076198.
 33581924.]",[0. 0. 0. 0. 0. 0. 0. 0.]
