837677640.06829, 60991.41118
837677640.06829, 149899.85967
1257614428.40100, 151348.47347
1666170561.81766, 270016.55913
2424462017.08233, 642727.65756
3314072392.86160, 1657768.75428
5133425218.82451, 4288506.63009
6801100391.13717, 5987004.21423
10869237914.05751, 18252355.15976
14857498714.61047, 27672388.17613
19078445529.12012, 60519467.43098
20954001387.18897, 87623842.17598
