"[14,1]_1214.227","[14,1]_1214.283","[14,1]_1214.397","[14,2]_1214.211","[14,2]_1214.325","[14,2]_1214.495","[14,3]_1214.213","[14,3]_1214.383","[14,3]_1214.61","[14,4]_1214.232","[14,4]_1214.459","[14,4]_1214.743","[14,5]_1214.273","[14,5]_1214.556","[14,5]_1214.896","[14,6]_1214.332","[14,6]_1214.672","[14,6]_1215.07","[14,7]_1214.41","[14,7]_1214.807","[14,7]_1215.261","[14,8]_1214.509","[14,8]_1214.963","[14,8]_1215.474","[14,9]_1214.628","[14,9]_1215.139","[14,9]_1215.706","[14,10]_1214.767","[14,10]_1215.334","[14,10]_1215.958","[14,11]_1214.923","[14,11]_1215.547","[14,11]_1216.229","[14,12]_1215.102","[14,12]_1215.783","[14,12]_1216.521","[14,13]_1215.298","[14,13]_1216.036","[14,13]_1216.832","[14,14]_1215.514","[14,14]_1216.309","[14,14]_1217.162","[14,15]_1215.75","[14,15]_1216.602","[14,15]_1217.512","[14,16]_1216.006","[14,16]_1216.915","[14,16]_1217.882","[14,17]_1216.281","[14,17]_1217.247","[14,17]_1218.271","[14,18]_1216.575","[14,18]_1217.598","[14,18]_1218.68","[14,19]_1216.89","[14,19]_1217.97","[14,20]_1217.229","[14,20]_1218.367","[14,21]_1217.583","[14,21]_1218.778","[14,22]_1217.963","[14,23]_1218.35","[14,24]_1218.768"
0.01251413,0.036610121,0.058024154,0.036610121,0.058024154,0.075331438,0.058024154,0.075331438,0.087587448,0.075331438,0.087587448,0.094405352,0.087587448,0.094405352,0.095948312,0.094405352,0.095948312,0.092846026,0.095948312,0.092846026,0.086057748,0.092846026,0.086057748,0.076711046,0.086057748,0.076711046,0.065945453,0.076711046,0.065945453,0.054784394,0.065945453,0.054784394,0.044049323,0.054784394,0.044049323,0.034319819,0.044049323,0.034319819,0.025934536,0.034319819,0.025934536,0.019022362,0.025934536,0.019022362,0.013550899,0.019022362,0.013550899,0.009380147,0.013550899,0.009380147,0.0063121,0.009380147,0.0063121,0.004130645,0.0063121,0.004130645,0.004130645,0.002629521,0.002629521,0.001628799,0.001628799,0.000981959,0.000576295
0.011971936,0.035062244,0.055692534,0.035062244,0.055692534,0.072541877,0.055692534,0.072541877,0.084713668,0.072541877,0.084713668,0.0918083,0.084713668,0.0918083,0.093922777,0.0918083,0.093922777,0.091583998,0.093922777,0.091583998,0.085633413,0.091583998,0.085633413,0.077087213,0.085633413,0.077087213,0.066996862,0.077087213,0.066996862,0.056330738,0.066996862,0.056330738,0.04589025,0.056330738,0.04589025,0.036265375,0.04589025,0.036265375,0.0278269,0.036265375,0.0278269,0.020747361,0.0278269,0.020747361,0.015040118,0.020747361,0.015040118,0.010605957,0.015040118,0.010605957,0.007278522,0.010605957,0.007278522,0.004862818,0.007278522,0.004862818,0.004862818,0.003163872,0.003163872,0.002005178,0.002005178,0.001238205,0.000745124
0.011474746,0.033639818,0.053540373,0.033639818,0.053540373,0.069948576,0.053540373,0.069948576,0.082013321,0.069948576,0.082013321,0.089328236,0.082013321,0.089328236,0.091936643,0.089328236,0.091936643,0.090278247,0.091936643,0.090278247,0.085091731,0.090278247,0.085091731,0.07729327,0.085091731,0.07729327,0.067852137,0.07729327,0.067852137,0.05768177,0.067852137,0.05768177,0.047558897,0.05768177,0.047558897,0.038076383,0.047558897,0.038076383,0.029628812,0.038076383,0.029628812,0.02242496,0.029628812,0.02242496,0.016518581,0.02242496,0.016518581,0.011848326,0.016518581,0.011848326,0.008278824,0.011848326,0.008278824,0.00563721,0.008278824,0.00563721,0.00563721,0.003741778,0.003741778,0.002421735,0.002421735,0.001528665,0.000941294
0.011017177,0.032328184,0.051547771,0.032328184,0.051547771,0.067531842,0.051547771,0.067531842,0.079472281,0.067531842,0.079472281,0.086960469,0.079472281,0.086960469,0.08999612,0.086960469,0.08999612,0.088944767,0.08999612,0.088944767,0.084455274,0.088944767,0.084455274,0.077354061,0.084455274,0.077354061,0.068534101,0.077354061,0.068534101,0.058854965,0.068534101,0.058854965,0.049065594,0.058854965,0.049065594,0.039755843,0.049065594,0.039755843,0.031337082,0.039755843,0.031337082,0.024047716,0.031337082,0.024047716,0.017976756,0.024047716,0.017976756,0.013097559,0.017976756,0.013097559,0.00930454,0.013097559,0.00930454,0.006447349,0.00930454,0.006447349,0.006447349,0.004358963,0.004358963,0.002876188,0.002876188,0.001852615,0.001165137
0.01059467,0.031114875,0.049697653,0.031114875,0.049697653,0.065274479,0.049697653,0.065274479,0.077077718,0.065274479,0.077077718,0.084699899,0.077077718,0.084699899,0.088105306,0.084699899,0.088105306,0.0875962,0.088105306,0.0875962,0.083742797,0.0875962,0.083742797,0.077290966,0.083742797,0.077290966,0.069063131,0.077290966,0.069063131,0.059866715,0.069063131,0.059866715,0.05042093,0.059866715,0.05042093,0.041308056,0.05042093,0.041308056,0.032950399,0.041308056,0.032950399,0.025610168,0.032950399,0.025610168,0.019406818,0.025610168,0.019406818,0.014345164,0.019406818,0.014345164,0.010347838,0.014345164,0.010347838,0.007286898,0.010347838,0.007286898,0.007286898,0.005010931,0.005010931,0.003365836,0.003365836,0.002208857,0.001416551
0.010203341,0.029989226,0.047975284,0.029989226,0.047975284,0.063161403,0.047975284,0.063161403,0.074817995,0.063161403,0.074817995,0.082541256,0.074817995,0.082541256,0.086266716,0.082541256,0.086266716,0.086242523,0.086266716,0.086242523,0.082969891,0.086242523,0.082969891,0.077122383,0.082969891,0.077122383,0.06945736,0.077122383,0.06945736,0.060732235,0.06945736,0.060732235,0.051635442,0.060732235,0.051635442,0.042738202,0.051635442,0.042738202,0.034468918,0.042738202,0.034468918,0.027108518,0.034468918,0.027108518,0.020802462,0.027108518,0.020802462,0.015583802,0.020802462,0.015583802,0.011401587,0.015583802,0.011401587,0.008149785,0.011401587,0.008149785,0.008149785,0.005693108,0.005693108,0.003887684,0.003887684,0.002595804,0.001695047
0.009839855,0.028942055,0.046367882,0.028942055,0.046367882,0.061179345,0.046367882,0.061179345,0.072682556,0.061179345,0.072682556,0.080479257,0.072682556,0.080479257,0.084481677,0.080479257,0.084481677,0.084891583,0.084481677,0.084891583,0.082149529,0.084891583,0.082149529,0.076864134,0.082149529,0.076864134,0.069732874,0.076864134,0.069732874,0.061465537,0.069732874,0.061465537,0.052719398,0.061465537,0.052719398,0.044052014,0.052719398,0.044052014,0.035893917,0.044052014,0.035893917,0.028540342,0.035893917,0.028540342,0.022158721,0.028540342,0.022158721,0.016807227,0.022158721,0.016807227,0.012459384,0.016807227,0.012459384,0.009030292,0.012459384,0.009030292,0.009030292,0.006400957,0.006400957,0.004438555,0.004438555,0.003011568,0.001999804
0.009501338,0.027965417,0.044864305,0.027965417,0.044864305,0.059316581,0.044864305,0.059316581,0.070661833,0.059316581,0.070661833,0.078508711,0.070661833,0.078508711,0.082750631,0.078508711,0.082750631,0.083549522,0.082750631,0.083549522,0.081292508,0.083549522,0.081292508,0.076529834,0.081292508,0.076529834,0.069903924,0.076529834,0.069903924,0.062079455,0.069903924,0.062079455,0.053682659,0.062079455,0.053682659,0.045255535,0.053682659,0.045255535,0.037227511,0.045255535,0.037227511,0.029904341,0.037227511,0.029904341,0.023471788,0.029904341,0.023471788,0.018010192,0.023471788,0.018010192,0.013515552,0.018010192,0.013515552,0.009923112,0.013515552,0.009923112,0.009923112,0.007130067,0.007130067,0.005015179,0.005015179,0.003454037,0.002329722
0.009185294,0.027052399,0.043454797,0.027052399,0.043454797,0.057562722,0.043454797,0.057562722,0.068747139,0.057562722,0.068747139,0.076624589,0.068747139,0.076624589,0.081073364,0.076624589,0.081073364,0.082221114,0.081073364,0.082221114,0.080407819,0.082221114,0.080407819,0.076131201,0.080407819,0.076131201,0.069983119,0.076131201,0.069983119,0.06258569,0.069983119,0.06258569,0.054534587,0.06258569,0.054534587,0.046354929,0.054534587,0.046354929,0.038472429,0.046354929,0.038472429,0.031200122,0.038472429,0.031200122,0.024738854,0.031200122,0.024738854,0.019188358,0.024738854,0.019188358,0.014565113,0.019188358,0.014565113,0.01082338,0.014565113,0.01082338,0.01082338,0.007876219,0.007876219,0.005614275,0.005614275,0.003920947,0.00268348
0.008889551,0.026196958,0.042130779,0.026196958,0.042130779,0.055908529,0.042130779,0.055908529,0.066930588,0.055908529,0.066930588,0.074822062,0.066930588,0.074822062,0.079449178,0.074822062,0.079449178,0.080910037,0.079449178,0.080910037,0.079502945,0.080910037,0.079502945,0.075678322,0.079502945,0.075678322,0.069981603,0.075678322,0.069981603,0.062994874,0.069981603,0.062994874,0.055284,0.062994874,0.055284,0.047356346,0.055284,0.047356346,0.039631832,0.047356346,0.039631832,0.032428019,0.039631832,0.032428019,0.025957953,0.032428019,0.025957953,0.020338195,0.025957953,0.020338195,0.015603752,0.020338195,0.015603752,0.011726686,0.015603752,0.011726686,0.011726686,0.008635428,0.008635428,0.006232606,0.006232606,0.004409943,0.003059583
