Z_Ji_0,Z_Ji_1,Z_Ji_5,Z_Ji_6
,,,
,,,
,,,
,,,
,,,
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
1.25065789128e-09,8.92011376872e-09,1.37444296783e-09,1.46258956331e-10
1.28288110662e-09,9.15317543904e-09,1.41716391337e-09,1.51105305193e-10
1.3158298148e-09,9.39156882992e-09,1.46107349855e-09,1.56096422584e-10
1.34951782929e-09,9.63539740904e-09,1.50620071232e-09,1.61236137006e-10
1.38395917371e-09,9.88476625722e-09,1.5525751437e-09,1.66528364214e-10
1.41916808405e-09,1.01397820863e-08,1.60022699166e-09,1.71977108855e-10
1.45515901093e-09,1.04005532574e-08,1.64918707529e-09,1.7758646613e-10
1.49194662194e-09,1.06671897989e-08,1.69948684391e-09,1.8336062348e-10
1.52954580384e-09,1.09398034247e-08,1.75115838744e-09,1.89303862297e-10
1.56797166492e-09,1.12185075529e-08,1.80423444684e-09,1.95420559654e-10
1.60723953729e-09,1.15034173236e-08,1.85874842461e-09,2.01715190064e-10
1.64736497918e-09,1.17946496182e-08,1.91473439554e-09,2.0819232726e-10
1.68836377728e-09,1.20923230775e-08,1.97222711742e-09,2.14856646001e-10
1.73025194908e-09,1.23965581204e-08,2.03126204204e-09,2.21712923905e-10
1.77304574521e-09,1.27074769632e-08,2.09187532615e-09,2.28766043299e-10
1.81676165178e-09,1.30252036378e-08,2.1541038427e-09,2.360209931e-10
1.86141639277e-09,1.33498640111e-08,2.21798519203e-09,2.43482870724e-10
1.90702693239e-09,1.36815858041e-08,2.28355771336e-09,2.51156884009e-10
1.95361047745e-09,1.40204986105e-08,2.35086049627e-09,2.59048353179e-10
2.00118447978e-09,1.43667339167e-08,2.41993339236e-09,2.67162712818e-10
2.04976663859e-09,1.47204251203e-08,2.49081702703e-09,2.7550551388e-10
2.09937490292e-09,1.50817075502e-08,2.5635528114e-09,2.84082425723e-10
2.15002747403e-09,1.54507184854e-08,2.63818295431e-09,2.92899238168e-10
2.20174280782e-09,1.5827597175e-08,2.71475047448e-09,3.01961863583e-10
2.25453961728e-09,1.62124848576e-08,2.79329921282e-09,3.11276338997e-10
2.30843687492e-09,1.66055247809e-08,2.87387384477e-09,3.20848828237e-10
2.36345381524e-09,1.70068622217e-08,2.95651989292e-09,3.30685624098e-10
2.41960993714e-09,1.74166445055e-08,3.04128373961e-09,3.40793150529e-10
2.47692500643e-09,1.78350210265e-08,3.12821263972e-09,3.51177964862e-10
2.53541905828e-09,1.82621432677e-08,3.21735473363e-09,3.6184676005e-10
2.59511239969e-09,1.86981648207e-08,3.30875906023e-09,3.7280636695e-10
2.656025612e-09,1.91432414058e-08,3.40247557011e-09,3.84063756623e-10
2.71817955337e-09,1.95975308924e-08,3.49855513886e-09,3.95626042663e-10
2.78159536126e-09,2.00611933193e-08,3.59704958049e-09,4.07500483558e-10
2.84629445497e-09,2.05343909145e-08,3.69801166103e-09,4.19694485078e-10
2.91229853813e-09,2.10172881161e-08,3.8014951122e-09,4.32215602688e-10
2.97962960123e-09,2.15100515927e-08,3.90755464524e-09,4.45071543995e-10
3.04830992412e-09,2.20128502634e-08,4.01624596486e-09,4.58270171218e-10
3.11836207858e-09,2.2525855319e-08,4.12762578335e-09,4.7181950369e-10
3.18980893083e-09,2.30492402421e-08,4.24175183476e-09,4.85727720394e-10
3.26267364408e-09,2.35831808283e-08,4.3586828893e-09,5.00003162516e-10
3.33697968105e-09,2.41278552062e-08,4.47847876779e-09,5.14654336037e-10
3.41275080659e-09,2.46834438591e-08,4.60120035627e-09,5.29689914354e-10
3.49001109017e-09,2.52501296449e-08,4.72690962077e-09,5.45118740927e-10
3.56878490847e-09,2.58280978178e-08,4.85566962219e-09,5.60949831955e-10
3.64909694795e-09,2.64175360488e-08,4.9875445313e-09,5.77192379089e-10
3.73097220743e-09,2.70186344467e-08,5.12259964388e-09,5.93855752167e-10
3.81443600065e-09,2.76315855792e-08,5.26090139601e-09,6.10949501983e-10
3.89951395886e-09,2.82565844944e-08,5.4025173795e-09,6.28483363087e-10
3.98623203339e-09,2.88938287411e-08,5.5475163574e-09,6.46467256615e-10
4.07461649828e-09,2.95435183907e-08,5.69596827971e-09,6.64911293148e-10
4.16469395282e-09,3.02058560583e-08,5.84794429917e-09,6.83825775603e-10
4.25649132421e-09,3.08810469236e-08,6.00351678723e-09,7.03221202156e-10
4.35003587008e-09,3.15692987527e-08,6.16275935011e-09,7.23108269194e-10
4.44535518117e-09,3.22708219191e-08,6.32574684504e-09,7.43497874301e-10
4.54247718391e-09,3.29858294253e-08,6.49255539658e-09,7.6440111927e-10
4.64143014299e-09,3.3714536924e-08,6.66326241312e-09,7.85829313154e-10
4.74224266405e-09,3.44571627399e-08,6.8379466035e-09,8.07793975342e-10
4.84494369622e-09,3.52139278909e-08,7.01668799377e-09,8.30306838671e-10
4.9495625348e-09,3.59850561097e-08,7.19956794405e-09,8.53379852565e-10
5.05612882383e-09,3.67707738656e-08,7.38666916555e-09,8.77025186212e-10
5.16467255873e-09,3.75713103856e-08,7.57807573777e-09,9.01255231769e-10
5.27522408896e-09,3.83868976766e-08,7.77387312575e-09,9.26082607602e-10
5.38781412057e-09,3.92177705466e-08,7.97414819747e-09,9.51520161551e-10
5.5024737189e-09,4.00641666266e-08,8.17898924148e-09,9.77580974239e-10
5.61923431115e-09,4.09263263922e-08,8.38848598453e-09,1.0042783624e-09
5.73812768907e-09,4.18044931854e-08,8.6027296094e-09,1.03162588227e-09
5.85918601154e-09,4.26989132362e-08,8.8218127729e-09,1.05963733293e-09
5.98244180721e-09,4.36098356847e-08,9.04582962392e-09,1.08832675982e-09
6.10792797715e-09,4.45375126023e-08,9.27487582166e-09,1.11770845815e-09
6.23567779748e-09,4.54821990142e-08,9.50904855402e-09,1.1477969764e-09
6.365724922e-09,4.64441529207e-08,9.74844655607e-09,1.17860711987e-09
6.49810338478e-09,4.74236353192e-08,9.99317012868e-09,1.21015395425e-09
6.63284760288e-09,4.8420910226e-08,1.02433211573e-08,1.24245280921e-09
6.76999237891e-09,4.94362446982e-08,1.04990031307e-08,1.27551928201e-09
6.90957290367e-09,5.04699088556e-08,1.07603211604e-08,1.30936924121e-09
7.05162475882e-09,5.15221759026e-08,1.10273819993e-08,1.34401883033e-09
7.19618391947e-09,5.25933221498e-08,1.13002940613e-08,1.3794844716e-09
7.34328675683e-09,5.36836270362e-08,1.15791674407e-08,1.41578286974e-09
7.49297004084e-09,5.47933731511e-08,1.18641139317e-08,1.45293101572e-09
7.64527094276e-09,5.59228462555e-08,1.2155247048e-08,1.49094619062e-09
7.80022703785e-09,5.70723353048e-08,1.24526820426e-08,1.5298459695e-09
7.95787630796e-09,5.824213247e-08,1.27565359282e-08,1.5696482253e-09
8.11825714415e-09,5.94325331598e-08,1.30669274967e-08,1.61037113276e-09
8.28140834931e-09,6.06438360426e-08,1.33839773395e-08,1.65203317241e-09
8.4473691408e-09,6.18763430683e-08,1.37078078681e-08,1.69465313454e-09
8.61617915302e-09,6.31303594903e-08,1.40385433346e-08,1.73825012329e-09
8.78787844007e-09,6.4406193887e-08,1.43763098518e-08,1.78284356068e-09
8.96250747832e-09,6.57041581841e-08,1.47212354146e-08,1.8284531907e-09
9.14010716903e-09,6.7024567676e-08,1.50734499202e-08,1.87509908352e-09
9.32071884095e-09,6.83677410481e-08,1.54330851895e-08,1.9228016396e-09
9.50438425293e-09,6.97340003985e-08,1.58002749882e-08,1.97158159391e-09
9.69114559648e-09,7.11236712592e-08,1.61751550479e-08,2.02146002021e-09
9.8810454984e-09,7.2537082619e-08,1.65578630873e-08,2.07245833527e-09
1.00741270234e-08,7.39745669441e-08,1.69485388341e-08,2.12459830324e-09
1.02704336765e-08,7.54364602008e-08,1.73473240464e-08,2.17790203994e-09
1.04700094058e-08,7.69231018766e-08,1.77543625342e-08,2.23239201729e-09
1.06728986051e-08,7.84348350022e-08,1.81698001818e-08,2.2880910677e-09
1.08791461163e-08,7.9972006173e-08,1.85937849694e-08,2.34502238852e-09
1.10887972319e-08,8.1534965571e-08,1.90264669952e-08,2.40320954653e-09
1.13018976978e-08,8.31240669862e-08,1.94679984978e-08,2.46267648245e-09
1.15184937158e-08,8.47396678382e-08,1.99185338785e-08,2.52344751552e-09
1.17386319459e-08,8.63821291979e-08,2.03782297239e-08,2.58554734804e-09
1.19623595092e-08,8.8051815809e-08,2.08472448281e-08,2.64900107005e-09
1.21897239903e-08,8.97490961093e-08,2.13257402159e-08,2.71383416394e-09
1.24207734395e-08,9.14743422525e-08,2.18138791655e-08,2.78007250915e-09
1.26555563759e-08,9.32279301293e-08,2.23118272313e-08,2.84774238694e-09
1.28941217895e-08,9.5010239389e-08,2.28197522671e-08,2.91687048508e-09
1.31365191439e-08,9.68216534608e-08,2.33378244492e-08,2.98748390271e-09
1.33827983787e-08,9.8662559575e-08,2.38662163e-08,3.05961015511e-09
1.36330099122e-08,1.00533348784e-07,2.44051027111e-08,3.13327717864e-09
1.38872046434e-08,1.02434415985e-07,2.49546609671e-08,3.20851333554e-09
1.41454339551e-08,1.04366159939e-07,2.5515070769e-08,3.28534741895e-09
1.44077497161e-08,1.06328983293e-07,2.60865142583e-08,3.36380865785e-09
1.46742042835e-08,1.08323292601e-07,2.66691760407e-08,3.44392672204e-09
1.49448505053e-08,1.10349498346e-07,2.72632432099e-08,3.52573172719e-09
1.52197417231e-08,1.12408014959e-07,2.78689053724e-08,3.60925423994e-09
1.5498931774e-08,1.14499260841e-07,2.8486354671e-08,3.69452528293e-09
1.57824749936e-08,1.16623658385e-07,2.91157858094e-08,3.78157634004e-09
1.6070426218e-08,1.18781633994e-07,2.97573960769e-08,3.87043936148e-09
1.63628407865e-08,1.20973618104e-07,3.04113853726e-08,3.96114676903e-09
1.66597745439e-08,1.23200045204e-07,3.10779562303e-08,4.05373146127e-09
1.69612838427e-08,1.25461353858e-07,3.17573138433e-08,4.1482268189e-09
1.72674255459e-08,1.27757986723e-07,3.2449666089e-08,4.24466670997e-09
1.75782570292e-08,1.3009039057e-07,3.31552235542e-08,4.34308549529e-09
1.7893836183e-08,1.32459016307e-07,3.38741995601e-08,4.44351803379e-09
1.82142214155e-08,1.34864318996e-07,3.46068101876e-08,4.5459996879e-09
1.85394716544e-08,1.37306757877e-07,3.53532743023e-08,4.65056632903e-09
1.88696463494e-08,1.39786796384e-07,3.61138135802e-08,4.75725434305e-09
1.9204805475e-08,1.42304902168e-07,3.68886525331e-08,4.86610063577e-09
1.95450095321e-08,1.44861547117e-07,3.76780185344e-08,4.97714263852e-09
1.98903195506e-08,1.47457207375e-07,3.84821418445e-08,5.09041831369e-09
2.02407970921e-08,1.50092363362e-07,3.93012556367e-08,5.20596616039e-09
2.05965042515e-08,1.52767499795e-07,4.01355960233e-08,5.32382522004e-09
2.09575036597e-08,1.55483105707e-07,4.09854020815e-08,5.44403508209e-09
2.13238584858e-08,1.58239674465e-07,4.18509158793e-08,5.56663588973e-09
2.16956324393e-08,1.61037703795e-07,4.27323825021e-08,5.6916683456e-09
2.20728897724e-08,1.63877695795e-07,4.36300500786e-08,5.81917371759e-09
2.24556952822e-08,1.66760156957e-07,4.45441698073e-08,5.94919384465e-09
2.28441143128e-08,1.69685598189e-07,4.54749959833e-08,6.08177114264e-09
2.32382127577e-08,1.72654534831e-07,4.64227860243e-08,6.21694861018e-09
2.36380570621e-08,1.75667486676e-07,4.73878004978e-08,6.35476983455e-09
2.40437142244e-08,1.78724977987e-07,4.83703031473e-08,6.49527899769e-09
2.44552517995e-08,1.81827537518e-07,4.93705609197e-08,6.63852088209e-09
2.48727378998e-08,1.84975698533e-07,5.03888439918e-08,6.78454087686e-09
2.5296241198e-08,1.88169998824e-07,5.14254257976e-08,6.9333849837e-09
2.57258309293e-08,1.91410980731e-07,5.24805830549e-08,7.08509982304e-09
2.61615768931e-08,1.94699191156e-07,5.35545957933e-08,7.23973264007e-09
2.66035494553e-08,1.9803518159e-07,5.46477473805e-08,7.39733131092e-09
2.70518195505e-08,2.01419508123e-07,5.57603245505e-08,7.55794434879e-09
2.75064586839e-08,2.04852731469e-07,5.68926174304e-08,7.72162091015e-09
2.79675389336e-08,2.08335416978e-07,5.8044919568e-08,7.88841080095e-09
2.84351329522e-08,2.11868134661e-07,5.92175279599e-08,8.05836448292e-09
2.89093139694e-08,2.15451459201e-07,6.04107430784e-08,8.23153307979e-09
2.93901557936e-08,2.19085969977e-07,6.16248688995e-08,8.40796838364e-09
2.98777328141e-08,2.22772251079e-07,6.28602129312e-08,8.58772286127e-09
3.0372120003e-08,2.26510891325e-07,6.41170862404e-08,8.7708496605e-09
3.08733929173e-08,2.30302484281e-07,6.53958034817e-08,8.95740261666e-09
3.13816277005e-08,2.34147628276e-07,6.66966829251e-08,9.14743625895e-09
3.18969010853e-08,2.38046926421e-07,6.80200464838e-08,9.34100581698e-09
3.24192903946e-08,2.42000986626e-07,6.9366219743e-08,9.5381672272e-09
3.29488735441e-08,2.46010421618e-07,7.07355319875e-08,9.73897713945e-09
3.34857290439e-08,2.50075848956e-07,7.21283162302e-08,9.94349292351e-09
3.40299360007e-08,2.54197891049e-07,7.35449092405e-08,1.01517726757e-08
3.45815741189e-08,2.58377175174e-07,7.49856515728e-08,1.03638752254e-08
3.51407237036e-08,2.62614333492e-07,7.64508875947e-08,1.0579860142e-08
3.57074656614e-08,2.66910003063e-07,7.79409655159e-08,1.07997877409e-08
3.62818815027e-08,2.71264825864e-07,7.94562374162e-08,1.10237190911e-08
3.68640533437e-08,2.75679448806e-07,8.09970592748e-08,1.12517160211e-08
3.74540639076e-08,2.80154523748e-07,8.25637909987e-08,1.14838411263e-08
3.8051996527e-08,2.84690707518e-07,8.41567964515e-08,1.17201577752e-08
3.86579351451e-08,2.89288661921e-07,8.57764434821e-08,1.19607301167e-08
3.9271964318e-08,2.93949053762e-07,8.74231039538e-08,1.22056230867e-08
3.9894169216e-08,2.98672554858e-07,8.90971537729e-08,1.2454902415e-08
4.05246356253e-08,3.03459842057e-07,9.0798972918e-08,1.27086346321e-08
4.11634499501e-08,3.08311597248e-07,9.25289454688e-08,1.29668870762e-08
4.18106992138e-08,3.13228507382e-07,9.42874596354e-08,1.32297279002e-08
4.24664710611e-08,3.18211264483e-07,9.6074907787e-08,1.34972260785e-08
4.3130853759e-08,3.23260565668e-07,9.78916864815e-08,1.37694514142e-08
4.38039361992e-08,3.28377113155e-07,9.97381964943e-08,1.4046474546e-08
4.44858078992e-08,3.33561614284e-07,1.01614842848e-07,1.43283669552e-08
4.51765590039e-08,3.38814781529e-07,1.03522034841e-07,1.46152009728e-08
4.58762802874e-08,3.44137332513e-07,1.05460186078e-07,1.49070497866e-08
4.65850631545e-08,3.49529990021e-07,1.07429714497e-07,1.52039874484e-08
4.73029996419e-08,3.54993482019e-07,1.09431042403e-07,1.55060888811e-08
4.80301824202e-08,3.6052854166e-07,1.11464596492e-07,1.58134298857e-08
4.87667047951e-08,3.66135907308e-07,1.13530807884e-07,1.61260871488e-08
4.95126607089e-08,3.71816322542e-07,1.15630112152e-07,1.64441382494e-08
5.02681447421e-08,3.77570536177e-07,1.17762949352e-07,1.67676616667e-08
5.10332521146e-08,3.83399302274e-07,1.19929764049e-07,1.70967367869e-08
5.18080786875e-08,3.89303380155e-07,1.22131005352e-07,1.74314439104e-08
5.25927209641e-08,3.95283534416e-07,1.24367126941e-07,1.77718642597e-08
5.33872760914e-08,4.01340534938e-07,1.26638587093e-07,1.81180799862e-08
5.41918418616e-08,4.07475156903e-07,1.2894584872e-07,1.84701741776e-08
5.50065167134e-08,4.13688180805e-07,1.31289379391e-07,1.88282308656e-08
5.58313997333e-08,4.19980392465e-07,1.33669651364e-07,1.91923350329e-08
5.66665906569e-08,4.2635258304e-07,1.36087141618e-07,1.95625726208e-08
5.751218987e-08,4.32805549038e-07,1.3854233188e-07,1.99390305369e-08
5.83682984104e-08,4.3934009233e-07,1.41035708656e-07,2.03217966619e-08
5.92350179685e-08,4.4595702016e-07,1.43567763261e-07,2.07109598578e-08
6.0112450889e-08,4.5265714516e-07,1.46138991848e-07,2.11066099748e-08
6.1000700172e-08,4.59441285361e-07,1.48749895437e-07,2.15088378592e-08
6.1899869474e-08,4.66310264202e-07,1.51400979947e-07,2.19177353609e-08
6.28100631093e-08,4.73264910544e-07,1.54092756224e-07,2.23333953407e-08
6.3731386051e-08,4.80306058683e-07,1.56825740073e-07,2.27559116782e-08
6.46639439324e-08,4.87434548356e-07,1.59600452283e-07,2.31853792793e-08
6.56078430477e-08,4.94651224757e-07,1.62417418663e-07,2.36218940836e-08
6.65631903533e-08,5.01956938545e-07,1.65277170069e-07,2.40655530722e-08
6.75300934691e-08,5.09352545856e-07,1.68180242431e-07,2.45164542754e-08
6.85086606791e-08,5.16838908312e-07,1.71127176788e-07,2.49746967805e-08
6.94990009327e-08,5.24416893034e-07,1.74118519315e-07,2.54403807389e-08
7.05012238457e-08,5.3208737265e-07,1.77154821352e-07,2.59136073746e-08
7.15154397014e-08,5.39851225305e-07,1.80236639436e-07,2.63944789912e-08
7.25417594513e-08,5.47709334674e-07,1.8336453533e-07,2.68830989801e-08
7.3580294716e-08,5.55662589967e-07,1.86539076051e-07,2.73795718282e-08
7.46311577867e-08,5.63711885942e-07,1.89760833904e-07,2.78840031254e-08
7.56944616255e-08,5.71858122913e-07,1.93030386506e-07,2.83964995725e-08
7.67703198664e-08,5.8010220676e-07,1.96348316821e-07,2.89171689892e-08
7.78588468165e-08,5.88445048938e-07,1.99715213187e-07,2.94461203218e-08
7.89601574565e-08,5.96887566485e-07,2.03131669347e-07,2.99834636508e-08
8.00743674417e-08,6.05430682032e-07,2.06598284477e-07,3.05293101991e-08
8.12015931027e-08,6.14075323809e-07,2.10115663218e-07,3.10837723395e-08
8.23419514463e-08,6.22822425659e-07,2.13684415703e-07,3.16469636029e-08
8.34955601561e-08,6.31672927039e-07,2.1730515759e-07,3.22189986859e-08
8.46625375934e-08,6.40627773035e-07,2.20978510087e-07,3.27999934591e-08
8.58430027978e-08,6.49687914363e-07,2.24705099987e-07,3.33900649743e-08
8.70370754881e-08,6.58854307383e-07,2.28485559693e-07,3.39893314731e-08
8.82448760628e-08,6.68127914103e-07,2.32320527252e-07,3.45979123947e-08
8.94665256005e-08,6.77509702188e-07,2.36210646378e-07,3.52159283834e-08
9.07021458613e-08,6.87000644967e-07,2.4015656649e-07,3.58435012971e-08
9.19518592866e-08,6.96601721436e-07,2.44158942733e-07,3.6480754215e-08
9.32157890001e-08,7.06313916274e-07,2.48218436013e-07,3.71278114455e-08
9.44940588085e-08,7.16138219839e-07,2.52335713025e-07,3.77847985344e-08
9.57867932015e-08,7.26075628185e-07,2.56511446283e-07,3.84518422728e-08
9.7094117353e-08,7.36127143058e-07,2.60746314145e-07,3.91290707051e-08
9.84161571211e-08,7.46293771911e-07,2.6504100085e-07,3.98166131369e-08
9.97530390489e-08,7.56576527905e-07,2.69396196539e-07,4.05146001431e-08
1.01104890365e-07,7.66976429916e-07,2.7381259729e-07,4.12231635763e-08
1.02471838983e-07,7.77494502541e-07,2.78290905145e-07,4.1942436574e-08
1.03854013503e-07,7.88131776104e-07,2.8283182814e-07,4.26725535674e-08
1.05251543214e-07,7.98889286661e-07,2.87436080331e-07,4.34136502894e-08
1.06664558087e-07,8.09768076003e-07,2.92104381829e-07,4.4165863782e-08
1.08093188786e-07,8.20769191666e-07,2.96837458821e-07,4.49293324053e-08
1.09537566657e-07,8.31893686928e-07,3.01636043606e-07,4.57041958446e-08
1.1099782374e-07,8.43142620824e-07,3.0650087462e-07,4.64905951194e-08
1.12474092758e-07,8.54517058139e-07,3.11432696468e-07,4.7288672591e-08
1.13966507126e-07,8.66018069423e-07,3.16432259946e-07,4.80985719703e-08
1.15475200945e-07,8.77646730986e-07,3.21500322078e-07,4.89204383268e-08
1.17000309008e-07,8.8940412491e-07,3.26637646139e-07,4.97544180956e-08
1.18541966795e-07,9.01291339045e-07,3.31845001687e-07,5.06006590865e-08
1.20100310476e-07,9.13309467018e-07,3.37123164587e-07,5.14593104913e-08
1.2167547691e-07,9.25459608235e-07,3.42472917045e-07,5.23305228926e-08
1.23267603648e-07,9.37742867883e-07,3.47895047632e-07,5.32144482715e-08
1.24876828928e-07,9.50160356935e-07,3.53390351314e-07,5.41112400155e-08
1.26503291678e-07,9.62713192151e-07,3.58959629481e-07,5.50210529274e-08
1.28147131519e-07,9.75402496081e-07,3.64603689974e-07,5.59440432326e-08
1.29808488759e-07,9.88229397069e-07,3.70323347112e-07,5.68803685877e-08
1.31487504396e-07,1.00119502925e-06,3.76119421722e-07,5.78301880886e-08
1.33184320121e-07,1.01430053257e-06,3.81992741167e-07,5.87936622783e-08
1.34899078311e-07,1.02754705275e-06,3.87944139372e-07,5.97709531553e-08
1.36631922037e-07,1.04093574134e-06,3.93974456854e-07,6.0762224182e-08
1.38382995056e-07,1.05446775567e-06,4.00084540747e-07,6.1767640292e-08
1.40152441819e-07,1.06814425889e-06,4.06275244833e-07,6.2787367899e-08
1.41940407462e-07,1.08196641994e-06,4.12547429565e-07,6.38215749048e-08
1.43747037815e-07,1.09593541358e-06,4.18901962099e-07,6.48704307069e-08
1.45572479395e-07,1.11005242037e-06,4.25339716321e-07,6.59341062073e-08
1.47416879409e-07,1.12431862668e-06,4.31861572868e-07,6.70127738202e-08
1.49280385754e-07,1.13873522469e-06,4.38468419166e-07,6.81066074804e-08
1.51163147013e-07,1.15330341238e-06,4.45161149445e-07,6.92157826509e-08
1.5306531246e-07,1.16802439356e-06,4.51940664776e-07,7.03404763317e-08
1.54987032058e-07,1.18289937782e-06,4.58807873093e-07,7.14808670674e-08
1.56928456457e-07,1.19792958058e-06,4.65763689221e-07,7.26371349556e-08
1.58889736993e-07,1.21311622306e-06,4.72809034901e-07,7.38094616549e-08
1.60871025694e-07,1.2284605323e-06,4.79944838819e-07,7.49980303926e-08
1.62872475271e-07,1.24396374111e-06,4.87172036633e-07,7.62030259737e-08
1.64894239123e-07,1.25962708816e-06,4.94491570996e-07,7.74246347882e-08
1.66936471336e-07,1.27545181788e-06,5.01904391585e-07,7.86630448193e-08
1.68999326683e-07,1.29143918053e-06,5.09411455127e-07,7.99184456517e-08
1.71082960619e-07,1.30759043215e-06,5.17013725424e-07,8.11910284798e-08
1.73187529288e-07,1.3239068346e-06,5.24712173382e-07,8.24809861152e-08
1.75313189517e-07,1.34038965554e-06,5.32507777031e-07,8.37885129953e-08
1.77460098816e-07,1.35704016841e-06,5.40401521558e-07,8.5113805191e-08
1.79628415379e-07,1.37385965246e-06,5.48394399328e-07,8.64570604148e-08
1.81818298086e-07,1.39084939271e-06,5.56487409908e-07,8.78184780292e-08
1.84029906496e-07,1.40801067999e-06,5.64681560101e-07,8.91982590541e-08
1.86263400851e-07,1.42534481092e-06,5.72977863959e-07,9.05966061752e-08
1.88518942074e-07,1.44285308789e-06,5.81377342821e-07,9.20137237521e-08
1.90796691771e-07,1.46053681907e-06,5.89881025327e-07,9.34498178259e-08
1.93096812224e-07,1.47839731841e-06,5.98489947451e-07,9.49050961276e-08
1.95419466398e-07,1.49643590566e-06,6.07205152522e-07,9.63797680856e-08
1.97764817935e-07,1.51465390629e-06,6.1602769125e-07,9.78740448342e-08
2.00133031155e-07,1.53305265158e-06,6.24958621749e-07,9.93881392212e-08
2.02524271056e-07,1.55163347855e-06,6.33999009565e-07,1.00922265816e-07
2.04938703311e-07,1.57039772999e-06,6.43149927697e-07,1.02476640917e-07
2.0737649427e-07,1.58934675443e-06,6.52412456622e-07,1.0405148256e-07
2.09837810958e-07,1.60848190618e-06,6.61787684321e-07,1.05647010527e-07
2.12322821074e-07,1.62780454525e-06,6.71276706301e-07,1.07263446353e-07
2.14831692989e-07,1.64731603742e-06,6.8088062562e-07,1.08901013332e-07
2.17364595748e-07,1.66701775421e-06,6.90600552911e-07,1.10559936529e-07
2.19921699066e-07,1.68691107284e-06,7.00437606404e-07,1.12240442785e-07
2.2250317333e-07,1.70699737629e-06,7.1039291195e-07,1.13942760727e-07
2.25109189596e-07,1.72727805324e-06,7.20467603048e-07,1.15667120771e-07
2.2773991959e-07,1.74775449807e-06,7.30662820862e-07,1.17413755135e-07
2.30395535703e-07,1.7684281109e-06,7.40979714248e-07,1.19182897847e-07
2.33076210996e-07,1.78930029752e-06,7.51419439778e-07,1.20974784748e-07
2.35782119193e-07,1.81037246944e-06,7.6198316176e-07,1.22789653502e-07
2.38513434685e-07,1.83164604383e-06,7.72672052261e-07,1.24627743607e-07
2.41270332526e-07,1.85312244357e-06,7.83487291132e-07,1.26489296398e-07
2.44052988431e-07,1.87480309719e-06,7.94430066028e-07,1.28374555057e-07
2.46861578779e-07,1.89668943892e-06,8.0550157243e-07,1.30283764619e-07
2.49696280609e-07,1.91878290861e-06,8.16703013672e-07,1.32217171984e-07
2.52557271617e-07,1.9410849518e-06,8.28035600954e-07,1.34175025919e-07
2.55444730161e-07,1.96359701966e-06,8.39500553372e-07,1.36157577068e-07
2.58358835254e-07,1.98632056899e-06,8.51099097938e-07,1.38165077963e-07
2.61299766563e-07,2.00925706223e-06,8.62832469596e-07,1.40197783025e-07
2.64267704413e-07,2.03240796744e-06,8.74701911252e-07,1.42255948577e-07
2.6726282978e-07,2.05577475831e-06,8.86708673788e-07,1.44339832847e-07
2.70285324293e-07,2.0793589141e-06,8.98854016087e-07,1.46449695982e-07
2.73335370232e-07,2.10316191971e-06,9.11139205053e-07,1.48585800048e-07
2.76413150528e-07,2.1271852656e-06,9.23565515632e-07,1.50748409043e-07
2.79518848756e-07,2.15143044781e-06,9.36134230831e-07,1.52937788901e-07
2.82652649142e-07,2.17589896797e-06,9.48846641741e-07,1.55154207504e-07
2.85814736557e-07,2.20059233326e-06,9.61704047555e-07,1.57397934682e-07
2.89005296514e-07,2.2255120564e-06,9.74707755591e-07,1.59669242227e-07
2.92224515171e-07,2.25065965568e-06,9.87859081307e-07,1.619684039e-07
2.95472579327e-07,2.2760366549e-06,1.00115934833e-06,1.64295695433e-07
2.9874967642e-07,2.30164458339e-06,1.01460988846e-06,1.66651394541e-07
3.02055994528e-07,2.32748497601e-06,1.02821204171e-06,1.69035780929e-07
3.05391722365e-07,2.35355937309e-06,1.0419671563e-06,1.71449136297e-07
3.08757049281e-07,2.37986932047e-06,1.05587658872e-06,1.73891744351e-07
3.1215216526e-07,2.40641636949e-06,1.06994170368e-06,1.76363890804e-07
3.1557726092e-07,2.43320207694e-06,1.0841638742e-06,1.7886586339e-07
3.19032527507e-07,2.46022800506e-06,1.09854448158e-06,1.81397951867e-07
3.22518156899e-07,2.48749572157e-06,1.11308491545e-06,1.83960448026e-07
3.26034341601e-07,2.5150067996e-06,1.12778657375e-06,1.86553645696e-07
3.29581274745e-07,2.54276281773e-06,1.14265086281e-06,1.89177840754e-07
3.33159150087e-07,2.57076535994e-06,1.15767919729e-06,1.91833331131e-07
3.36768162005e-07,2.59901601563e-06,1.17287300026e-06,1.94520416817e-07
3.40408505502e-07,2.62751637957e-06,1.18823370321e-06,1.9723939987e-07
3.44080376196e-07,2.65626805193e-06,1.20376274601e-06,1.99990584423e-07
3.47783970326e-07,2.68527263823e-06,1.21946157701e-06,2.02774276692e-07
3.51519484748e-07,2.71453174937e-06,1.23533165301e-06,2.05590784977e-07
3.5528711693e-07,2.74404700157e-06,1.25137443926e-06,2.08440419679e-07
