ry_int,ry_out,lambda
7.00E-15,6.97E-15,1206.957403
7.00E-15,6.97E-15,1206.967373
7.00E-15,6.97E-15,1206.977343
7.00E-15,6.97E-15,1206.987313
7.00E-15,6.97E-15,1206.997283
7.00E-15,6.97E-15,1207.007253
7.00E-15,6.97E-15,1207.017223
7.00E-15,6.97E-15,1207.027193
7.00E-15,6.97E-15,1207.037163
7.00E-15,6.97E-15,1207.047133
7.00E-15,6.97E-15,1207.057103
7.00E-15,6.97E-15,1207.067073
7.00E-15,6.97E-15,1207.077043
7.00E-15,6.97E-15,1207.087013
7.00E-15,6.97E-15,1207.096983
7.00E-15,6.97E-15,1207.106953
7.00E-15,6.97E-15,1207.116923
7.00E-15,6.97E-15,1207.126893
7.00E-15,6.97E-15,1207.136863
7.00E-15,6.97E-15,1207.146833
7.00E-15,6.97E-15,1207.156803
7.00E-15,6.97E-15,1207.166773
7.00E-15,6.97E-15,1207.176743
7.00E-15,6.97E-15,1207.186713
7.00E-15,6.97E-15,1207.196683
7.00E-15,6.97E-15,1207.206653
7.00E-15,6.97E-15,1207.216623
7.00E-15,6.97E-15,1207.226593
7.00E-15,6.97E-15,1207.236563
7.00E-15,6.97E-15,1207.246533
7.00E-15,6.97E-15,1207.256503
7.00E-15,6.97E-15,1207.266473
7.00E-15,6.97E-15,1207.276443
7.00E-15,6.97E-15,1207.286413
7.00E-15,6.97E-15,1207.296383
7.00E-15,6.97E-15,1207.306353
7.00E-15,6.97E-15,1207.316323
7.00E-15,6.97E-15,1207.326293
7.00E-15,6.97E-15,1207.336263
7.00E-15,6.97E-15,1207.346233
7.00E-15,6.97E-15,1207.356203
7.00E-15,6.97E-15,1207.366173
7.00E-15,6.97E-15,1207.376143
7.00E-15,6.97E-15,1207.386113
7.00E-15,6.97E-15,1207.396083
7.00E-15,6.97E-15,1207.406053
7.00E-15,6.97E-15,1207.416023
7.00E-15,6.97E-15,1207.425993
7.00E-15,6.97E-15,1207.435963
7.00E-15,6.97E-15,1207.445933
7.00E-15,6.97E-15,1207.455903
7.00E-15,6.97E-15,1207.465873
7.00E-15,6.97E-15,1207.475843
7.00E-15,6.97E-15,1207.485813
7.00E-15,6.97E-15,1207.495783
7.00E-15,6.97E-15,1207.505753
7.00E-15,6.97E-15,1207.515723
7.00E-15,6.97E-15,1207.525693
7.00E-15,6.97E-15,1207.535663
7.00E-15,6.97E-15,1207.545633
7.00E-15,6.97E-15,1207.555603
7.00E-15,6.97E-15,1207.565573
7.00E-15,6.97E-15,1207.575543
7.00E-15,6.97E-15,1207.585513
7.00E-15,6.97E-15,1207.595483
7.00E-15,6.97E-15,1207.605453
7.00E-15,6.97E-15,1207.615423
7.00E-15,6.97E-15,1207.625393
7.00E-15,6.97E-15,1207.635363
7.00E-15,6.97E-15,1207.645333
7.00E-15,6.97E-15,1207.655303
7.00E-15,6.97E-15,1207.665273
7.00E-15,6.97E-15,1207.675243
7.00E-15,6.97E-15,1207.685213
7.00E-15,6.97E-15,1207.695183
7.00E-15,6.97E-15,1207.705153
7.00E-15,6.97E-15,1207.715123
7.00E-15,6.97E-15,1207.725093
7.00E-15,6.97E-15,1207.735063
7.00E-15,6.97E-15,1207.745033
7.00E-15,6.97E-15,1207.755003
7.00E-15,6.97E-15,1207.764973
7.00E-15,6.97E-15,1207.774943
7.00E-15,6.97E-15,1207.784913
7.00E-15,6.97E-15,1207.794883
7.00E-15,6.97E-15,1207.804853
7.00E-15,6.97E-15,1207.814823
7.00E-15,6.97E-15,1207.824793
7.00E-15,6.97E-15,1207.834763
7.00E-15,6.97E-15,1207.844733
7.00E-15,6.97E-15,1207.854703
7.00E-15,6.97E-15,1207.864673
7.00E-15,6.97E-15,1207.874643
7.00E-15,6.97E-15,1207.884613
7.00E-15,6.97E-15,1207.894583
7.00E-15,6.97E-15,1207.904553
7.00E-15,6.97E-15,1207.914523
7.00E-15,6.97E-15,1207.924493
7.00E-15,6.97E-15,1207.934463
7.00E-15,6.97E-15,1207.944433
7.00E-15,6.97E-15,1207.954403
7.00E-15,6.97E-15,1207.964373
7.00E-15,6.97E-15,1207.974343
7.00E-15,6.97E-15,1207.984313
7.00E-15,6.97E-15,1207.994283
7.00E-15,6.97E-15,1208.004253
7.00E-15,6.97E-15,1208.014223
7.00E-15,6.97E-15,1208.024193
7.00E-15,6.96E-15,1208.034163
7.00E-15,6.96E-15,1208.044133
7.00E-15,6.96E-15,1208.054103
7.00E-15,6.96E-15,1208.064073
7.00E-15,6.96E-15,1208.074043
7.00E-15,6.96E-15,1208.084013
7.00E-15,6.96E-15,1208.093983
7.00E-15,6.96E-15,1208.103953
7.00E-15,6.96E-15,1208.113923
7.00E-15,6.96E-15,1208.123893
7.00E-15,6.96E-15,1208.133863
7.00E-15,6.96E-15,1208.143833
7.00E-15,6.96E-15,1208.153803
7.00E-15,6.96E-15,1208.163773
7.00E-15,6.96E-15,1208.173743
7.00E-15,6.96E-15,1208.183713
7.00E-15,6.96E-15,1208.193683
7.00E-15,6.96E-15,1208.203653
7.00E-15,6.96E-15,1208.213623
7.00E-15,6.96E-15,1208.223593
7.00E-15,6.96E-15,1208.233563
7.00E-15,6.96E-15,1208.243533
7.00E-15,6.96E-15,1208.253503
7.00E-15,6.96E-15,1208.263473
7.00E-15,6.96E-15,1208.273443
7.00E-15,6.96E-15,1208.283413
7.00E-15,6.96E-15,1208.293383
7.00E-15,6.96E-15,1208.303353
7.00E-15,6.96E-15,1208.313323
7.00E-15,6.96E-15,1208.323293
7.00E-15,6.96E-15,1208.333263
7.00E-15,6.96E-15,1208.343233
7.00E-15,6.96E-15,1208.353203
7.00E-15,6.96E-15,1208.363173
7.00E-15,6.96E-15,1208.373143
7.00E-15,6.96E-15,1208.383113
7.00E-15,6.96E-15,1208.393083
7.00E-15,6.96E-15,1208.403053
7.00E-15,6.96E-15,1208.413023
7.00E-15,6.96E-15,1208.422993
7.00E-15,6.96E-15,1208.432963
7.00E-15,6.96E-15,1208.442933
7.00E-15,6.96E-15,1208.452903
7.00E-15,6.96E-15,1208.462873
7.00E-15,6.96E-15,1208.472843
7.00E-15,6.96E-15,1208.482813
7.00E-15,6.96E-15,1208.492783
7.00E-15,6.96E-15,1208.502753
7.00E-15,6.96E-15,1208.512723
7.00E-15,6.96E-15,1208.522693
7.00E-15,6.96E-15,1208.532663
7.00E-15,6.96E-15,1208.542633
7.00E-15,6.96E-15,1208.552603
7.00E-15,6.96E-15,1208.562573
7.00E-15,6.96E-15,1208.572543
7.00E-15,6.96E-15,1208.582513
7.00E-15,6.96E-15,1208.592483
7.00E-15,6.96E-15,1208.602453
7.00E-15,6.96E-15,1208.612423
7.00E-15,6.96E-15,1208.622393
7.00E-15,6.96E-15,1208.632363
7.00E-15,6.96E-15,1208.642333
7.00E-15,6.96E-15,1208.652303
7.00E-15,6.96E-15,1208.662273
7.00E-15,6.96E-15,1208.672243
7.00E-15,6.96E-15,1208.682213
7.00E-15,6.96E-15,1208.692183
7.00E-15,6.96E-15,1208.702153
7.00E-15,6.96E-15,1208.712123
7.00E-15,6.96E-15,1208.722093
7.00E-15,6.96E-15,1208.732063
7.00E-15,6.96E-15,1208.742033
7.00E-15,6.96E-15,1208.752003
7.00E-15,6.96E-15,1208.761973
7.00E-15,6.96E-15,1208.771943
7.00E-15,6.96E-15,1208.781913
7.00E-15,6.96E-15,1208.791883
7.00E-15,6.96E-15,1208.801853
7.00E-15,6.96E-15,1208.811823
7.00E-15,6.96E-15,1208.821793
7.00E-15,6.96E-15,1208.831763
7.00E-15,6.96E-15,1208.841733
7.00E-15,6.96E-15,1208.851703
7.00E-15,6.96E-15,1208.861673
7.00E-15,6.96E-15,1208.871643
7.00E-15,6.96E-15,1208.881613
7.00E-15,6.95E-15,1208.891583
7.00E-15,6.95E-15,1208.901553
7.00E-15,6.95E-15,1208.911523
7.00E-15,6.95E-15,1208.921493
7.00E-15,6.95E-15,1208.931463
7.00E-15,6.95E-15,1208.941433
7.00E-15,6.95E-15,1208.951403
7.00E-15,6.95E-15,1208.961373
7.00E-15,6.95E-15,1208.971343
7.00E-15,6.95E-15,1208.981313
7.00E-15,6.95E-15,1208.991283
7.00E-15,6.95E-15,1209.001253
7.00E-15,6.95E-15,1209.011223
7.00E-15,6.95E-15,1209.021193
7.00E-15,6.95E-15,1209.031163
7.00E-15,6.95E-15,1209.041133
7.00E-15,6.95E-15,1209.051103
7.00E-15,6.95E-15,1209.061073
7.00E-15,6.95E-15,1209.071043
7.00E-15,6.95E-15,1209.081013
7.00E-15,6.95E-15,1209.090983
7.00E-15,6.95E-15,1209.100953
7.00E-15,6.95E-15,1209.110923
7.00E-15,6.95E-15,1209.120893
7.00E-15,6.95E-15,1209.130863
7.00E-15,6.95E-15,1209.140833
7.00E-15,6.95E-15,1209.150803
7.00E-15,6.95E-15,1209.160773
7.00E-15,6.95E-15,1209.170743
7.00E-15,6.95E-15,1209.180713
7.00E-15,6.95E-15,1209.190683
7.00E-15,6.95E-15,1209.200653
7.00E-15,6.95E-15,1209.210623
7.00E-15,6.95E-15,1209.220593
7.00E-15,6.95E-15,1209.230563
7.00E-15,6.95E-15,1209.240533
7.00E-15,6.95E-15,1209.250503
7.00E-15,6.95E-15,1209.260473
7.00E-15,6.95E-15,1209.270443
7.00E-15,6.95E-15,1209.280413
7.00E-15,6.95E-15,1209.290383
7.00E-15,6.95E-15,1209.300353
7.00E-15,6.95E-15,1209.310323
7.00E-15,6.95E-15,1209.320293
7.00E-15,6.95E-15,1209.330263
7.00E-15,6.95E-15,1209.340233
7.00E-15,6.95E-15,1209.350203
7.00E-15,6.95E-15,1209.360173
7.00E-15,6.95E-15,1209.370143
7.00E-15,6.95E-15,1209.380113
7.00E-15,6.95E-15,1209.390083
7.00E-15,6.95E-15,1209.400053
7.00E-15,6.95E-15,1209.410023
7.00E-15,6.95E-15,1209.419993
7.00E-15,6.95E-15,1209.429963
7.00E-15,6.95E-15,1209.439933
7.00E-15,6.95E-15,1209.449903
7.00E-15,6.95E-15,1209.459873
7.00E-15,6.95E-15,1209.469843
7.00E-15,6.95E-15,1209.479813
7.00E-15,6.95E-15,1209.489783
7.00E-15,6.95E-15,1209.499753
7.00E-15,6.95E-15,1209.509723
7.00E-15,6.95E-15,1209.519693
7.00E-15,6.95E-15,1209.529663
7.00E-15,6.95E-15,1209.539633
7.00E-15,6.95E-15,1209.549603
7.00E-15,6.95E-15,1209.559573
7.01E-15,6.95E-15,1209.569543
7.01E-15,6.95E-15,1209.579513
7.01E-15,6.95E-15,1209.589483
7.01E-15,6.95E-15,1209.599453
7.01E-15,6.95E-15,1209.609423
7.01E-15,6.95E-15,1209.619393
7.01E-15,6.95E-15,1209.629363
7.01E-15,6.95E-15,1209.639333
7.01E-15,6.95E-15,1209.649303
7.01E-15,6.95E-15,1209.659273
7.01E-15,6.95E-15,1209.669243
7.01E-15,6.95E-15,1209.679213
7.01E-15,6.95E-15,1209.689183
7.01E-15,6.95E-15,1209.699153
7.01E-15,6.95E-15,1209.709123
7.01E-15,6.95E-15,1209.719093
7.01E-15,6.95E-15,1209.729063
7.01E-15,6.95E-15,1209.739033
7.01E-15,6.95E-15,1209.749003
7.01E-15,6.95E-15,1209.758973
7.01E-15,6.95E-15,1209.768943
7.01E-15,6.95E-15,1209.778913
7.01E-15,6.95E-15,1209.788883
7.01E-15,6.95E-15,1209.798853
7.02E-15,6.95E-15,1209.808823
7.02E-15,6.95E-15,1209.818793
7.02E-15,6.95E-15,1209.828763
7.02E-15,6.95E-15,1209.838733
7.02E-15,6.96E-15,1209.848703
7.02E-15,6.96E-15,1209.858673
7.02E-15,6.96E-15,1209.868643
7.02E-15,6.96E-15,1209.878613
7.02E-15,6.96E-15,1209.888583
7.02E-15,6.96E-15,1209.898553
7.02E-15,6.96E-15,1209.908523
7.03E-15,6.96E-15,1209.918493
7.03E-15,6.96E-15,1209.928463
7.03E-15,6.96E-15,1209.938433
7.03E-15,6.96E-15,1209.948403
7.03E-15,6.96E-15,1209.958373
7.03E-15,6.97E-15,1209.968343
7.03E-15,6.97E-15,1209.978313
7.03E-15,6.97E-15,1209.988283
7.04E-15,6.97E-15,1209.998253
7.04E-15,6.97E-15,1210.008223
7.04E-15,6.97E-15,1210.018193
7.04E-15,6.97E-15,1210.028163
7.04E-15,6.97E-15,1210.038133
7.04E-15,6.98E-15,1210.048103
7.05E-15,6.98E-15,1210.058073
7.05E-15,6.98E-15,1210.068043
7.05E-15,6.98E-15,1210.078013
7.05E-15,6.98E-15,1210.087983
7.05E-15,6.99E-15,1210.097953
7.06E-15,6.99E-15,1210.107923
7.06E-15,6.99E-15,1210.117893
7.06E-15,6.99E-15,1210.127863
7.06E-15,6.99E-15,1210.137833
7.07E-15,7.00E-15,1210.147803
7.07E-15,7.00E-15,1210.157773
7.07E-15,7.00E-15,1210.167743
7.08E-15,7.01E-15,1210.177713
7.08E-15,7.01E-15,1210.187683
7.08E-15,7.01E-15,1210.197653
7.09E-15,7.01E-15,1210.207623
7.09E-15,7.02E-15,1210.217593
7.09E-15,7.02E-15,1210.227563
7.10E-15,7.03E-15,1210.237533
7.10E-15,7.03E-15,1210.247503
7.11E-15,7.03E-15,1210.257473
7.11E-15,7.04E-15,1210.267443
7.12E-15,7.04E-15,1210.277413
7.12E-15,7.05E-15,1210.287383
7.13E-15,7.05E-15,1210.297353
7.13E-15,7.06E-15,1210.307323
7.14E-15,7.06E-15,1210.317293
7.14E-15,7.07E-15,1210.327263
7.15E-15,7.07E-15,1210.337233
7.16E-15,7.08E-15,1210.347203
7.16E-15,7.09E-15,1210.357173
7.17E-15,7.09E-15,1210.367143
7.18E-15,7.10E-15,1210.377113
7.18E-15,7.11E-15,1210.387083
7.19E-15,7.11E-15,1210.397053
7.20E-15,7.12E-15,1210.407023
7.21E-15,7.13E-15,1210.416993
7.22E-15,7.14E-15,1210.426963
7.23E-15,7.15E-15,1210.436933
7.24E-15,7.15E-15,1210.446903
7.25E-15,7.16E-15,1210.456873
7.26E-15,7.17E-15,1210.466843
7.27E-15,7.18E-15,1210.476813
7.28E-15,7.19E-15,1210.486783
7.29E-15,7.21E-15,1210.496753
7.30E-15,7.22E-15,1210.506723
7.31E-15,7.23E-15,1210.516693
7.33E-15,7.24E-15,1210.526663
7.34E-15,7.25E-15,1210.536633
7.35E-15,7.27E-15,1210.546603
7.37E-15,7.28E-15,1210.556573
7.38E-15,7.30E-15,1210.566543
7.40E-15,7.31E-15,1210.576513
7.41E-15,7.33E-15,1210.586483
7.43E-15,7.34E-15,1210.596453
7.45E-15,7.36E-15,1210.606423
7.47E-15,7.38E-15,1210.616393
7.49E-15,7.40E-15,1210.626363
7.51E-15,7.41E-15,1210.636333
7.53E-15,7.43E-15,1210.646303
7.55E-15,7.45E-15,1210.656273
7.57E-15,7.48E-15,1210.666243
7.59E-15,7.50E-15,1210.676213
7.62E-15,7.52E-15,1210.686183
7.64E-15,7.55E-15,1210.696153
7.66E-15,7.57E-15,1210.706123
7.69E-15,7.60E-15,1210.716093
7.72E-15,7.62E-15,1210.726063
7.75E-15,7.65E-15,1210.736033
7.78E-15,7.68E-15,1210.746003
7.81E-15,7.71E-15,1210.755973
7.84E-15,7.74E-15,1210.765943
7.87E-15,7.77E-15,1210.775913
7.91E-15,7.81E-15,1210.785883
7.94E-15,7.84E-15,1210.795853
7.98E-15,7.88E-15,1210.805823
8.02E-15,7.91E-15,1210.815793
8.06E-15,7.95E-15,1210.825763
8.10E-15,7.99E-15,1210.835733
8.14E-15,8.03E-15,1210.845703
8.18E-15,8.08E-15,1210.855673
8.23E-15,8.12E-15,1210.865643
8.28E-15,8.17E-15,1210.875613
8.33E-15,8.22E-15,1210.885583
8.38E-15,8.27E-15,1210.895553
8.43E-15,8.32E-15,1210.905523
8.49E-15,8.37E-15,1210.915493
8.54E-15,8.43E-15,1210.925463
8.60E-15,8.49E-15,1210.935433
8.66E-15,8.55E-15,1210.945403
8.73E-15,8.61E-15,1210.955373
8.79E-15,8.67E-15,1210.965343
8.86E-15,8.74E-15,1210.975313
8.93E-15,8.81E-15,1210.985283
9.00E-15,8.88E-15,1210.995253
9.08E-15,8.95E-15,1211.005223
9.16E-15,9.03E-15,1211.015193
9.24E-15,9.11E-15,1211.025163
9.32E-15,9.19E-15,1211.035133
9.41E-15,9.28E-15,1211.045103
9.50E-15,9.37E-15,1211.055073
9.59E-15,9.46E-15,1211.065043
9.69E-15,9.55E-15,1211.075013
9.79E-15,9.65E-15,1211.084983
9.89E-15,9.75E-15,1211.094953
1.00E-14,9.86E-15,1211.104923
1.01E-14,9.97E-15,1211.114893
1.02E-14,1.01E-14,1211.124863
1.03E-14,1.02E-14,1211.134833
1.05E-14,1.03E-14,1211.144803
1.06E-14,1.04E-14,1211.154773
1.07E-14,1.06E-14,1211.164743
1.09E-14,1.07E-14,1211.174713
1.10E-14,1.08E-14,1211.184683
1.11E-14,1.10E-14,1211.194653
1.13E-14,1.11E-14,1211.204623
1.15E-14,1.13E-14,1211.214593
1.16E-14,1.14E-14,1211.224563
1.18E-14,1.16E-14,1211.234533
1.20E-14,1.18E-14,1211.244503
1.21E-14,1.19E-14,1211.254473
1.23E-14,1.21E-14,1211.264443
1.25E-14,1.23E-14,1211.274413
1.27E-14,1.25E-14,1211.284383
1.29E-14,1.27E-14,1211.294353
1.31E-14,1.29E-14,1211.304323
1.33E-14,1.31E-14,1211.314293
1.36E-14,1.33E-14,1211.324263
1.38E-14,1.36E-14,1211.334233
1.40E-14,1.38E-14,1211.344203
1.43E-14,1.41E-14,1211.354173
1.45E-14,1.43E-14,1211.364143
1.48E-14,1.46E-14,1211.374113
1.51E-14,1.48E-14,1211.384083
1.54E-14,1.51E-14,1211.394053
1.56E-14,1.54E-14,1211.404023
1.59E-14,1.57E-14,1211.413993
1.63E-14,1.60E-14,1211.423963
1.66E-14,1.63E-14,1211.433933
1.69E-14,1.66E-14,1211.443903
1.73E-14,1.70E-14,1211.453873
1.76E-14,1.73E-14,1211.463843
1.80E-14,1.77E-14,1211.473813
1.83E-14,1.80E-14,1211.483783
1.87E-14,1.84E-14,1211.493753
1.91E-14,1.88E-14,1211.503723
1.96E-14,1.92E-14,1211.513693
2.00E-14,1.96E-14,1211.523663
2.04E-14,2.01E-14,1211.533633
2.09E-14,2.05E-14,1211.543603
2.13E-14,2.10E-14,1211.553573
2.18E-14,2.15E-14,1211.563543
2.23E-14,2.19E-14,1211.573513
2.28E-14,2.24E-14,1211.583483
2.34E-14,2.30E-14,1211.593453
2.39E-14,2.35E-14,1211.603423
2.45E-14,2.41E-14,1211.613393
2.51E-14,2.46E-14,1211.623363
2.57E-14,2.52E-14,1211.633333
2.63E-14,2.58E-14,1211.643303
2.69E-14,2.64E-14,1211.653273
2.76E-14,2.71E-14,1211.663243
2.83E-14,2.77E-14,1211.673213
2.90E-14,2.84E-14,1211.683183
2.97E-14,2.91E-14,1211.693153
3.04E-14,2.99E-14,1211.703123
3.12E-14,3.06E-14,1211.713093
3.20E-14,3.14E-14,1211.723063
3.28E-14,3.22E-14,1211.733033
3.36E-14,3.30E-14,1211.743003
3.45E-14,3.38E-14,1211.752973
3.54E-14,3.47E-14,1211.762943
3.63E-14,3.56E-14,1211.772913
3.72E-14,3.65E-14,1211.782883
3.82E-14,3.74E-14,1211.792853
3.92E-14,3.84E-14,1211.802823
4.02E-14,3.94E-14,1211.812793
4.13E-14,4.04E-14,1211.822763
4.23E-14,4.15E-14,1211.832733
4.35E-14,4.26E-14,1211.842703
4.46E-14,4.37E-14,1211.852673
4.58E-14,4.49E-14,1211.862643
4.70E-14,4.61E-14,1211.872613
4.83E-14,4.73E-14,1211.882583
4.96E-14,4.85E-14,1211.892553
5.09E-14,4.98E-14,1211.902523
5.23E-14,5.12E-14,1211.912493
5.37E-14,5.25E-14,1211.922463
5.51E-14,5.39E-14,1211.932433
5.66E-14,5.54E-14,1211.942403
5.81E-14,5.69E-14,1211.952373
5.97E-14,5.84E-14,1211.962343
6.13E-14,6.00E-14,1211.972313
6.30E-14,6.16E-14,1211.982283
6.47E-14,6.33E-14,1211.992253
6.64E-14,6.50E-14,1212.002223
6.83E-14,6.67E-14,1212.012193
7.01E-14,6.85E-14,1212.022163
7.20E-14,7.04E-14,1212.032133
7.40E-14,7.23E-14,1212.042103
7.60E-14,7.43E-14,1212.052073
7.81E-14,7.63E-14,1212.062043
8.02E-14,7.83E-14,1212.072013
8.24E-14,8.05E-14,1212.081983
8.46E-14,8.26E-14,1212.091953
8.69E-14,8.49E-14,1212.101923
8.93E-14,8.72E-14,1212.111893
9.17E-14,8.95E-14,1212.121863
9.42E-14,9.19E-14,1212.131833
9.68E-14,9.44E-14,1212.141803
9.94E-14,9.70E-14,1212.151773
1.02E-13,9.96E-14,1212.161743
1.05E-13,1.02E-13,1212.171713
1.08E-13,1.05E-13,1212.181683
1.11E-13,1.08E-13,1212.191653
1.14E-13,1.11E-13,1212.201623
1.17E-13,1.14E-13,1212.211593
1.20E-13,1.17E-13,1212.221563
1.23E-13,1.20E-13,1212.231533
1.26E-13,1.23E-13,1212.241503
1.30E-13,1.26E-13,1212.251473
1.33E-13,1.30E-13,1212.261443
1.37E-13,1.33E-13,1212.271413
1.41E-13,1.37E-13,1212.281383
1.44E-13,1.41E-13,1212.291353
1.48E-13,1.44E-13,1212.301323
1.52E-13,1.48E-13,1212.311293
1.56E-13,1.52E-13,1212.321263
1.60E-13,1.56E-13,1212.331233
1.65E-13,1.60E-13,1212.341203
1.69E-13,1.64E-13,1212.351173
1.74E-13,1.69E-13,1212.361143
1.78E-13,1.73E-13,1212.371113
1.83E-13,1.78E-13,1212.381083
1.88E-13,1.82E-13,1212.391053
1.93E-13,1.87E-13,1212.401023
1.98E-13,1.92E-13,1212.410993
2.03E-13,1.97E-13,1212.420963
2.08E-13,2.02E-13,1212.430933
2.14E-13,2.07E-13,1212.440903
2.19E-13,2.13E-13,1212.450873
2.25E-13,2.18E-13,1212.460843
2.31E-13,2.24E-13,1212.470813
2.37E-13,2.30E-13,1212.480783
2.43E-13,2.35E-13,1212.490753
2.49E-13,2.41E-13,1212.500723
2.56E-13,2.48E-13,1212.510693
2.62E-13,2.54E-13,1212.520663
2.69E-13,2.60E-13,1212.530633
2.76E-13,2.67E-13,1212.540603
2.83E-13,2.74E-13,1212.550573
2.90E-13,2.81E-13,1212.560543
2.98E-13,2.88E-13,1212.570513
3.05E-13,2.95E-13,1212.580483
3.13E-13,3.02E-13,1212.590453
3.21E-13,3.10E-13,1212.600423
3.29E-13,3.17E-13,1212.610393
3.37E-13,3.25E-13,1212.620363
3.46E-13,3.33E-13,1212.630333
3.54E-13,3.42E-13,1212.640303
3.63E-13,3.50E-13,1212.650273
3.72E-13,3.59E-13,1212.660243
3.81E-13,3.67E-13,1212.670213
3.91E-13,3.76E-13,1212.680183
4.00E-13,3.86E-13,1212.690153
4.10E-13,3.95E-13,1212.700123
4.20E-13,4.04E-13,1212.710093
4.31E-13,4.14E-13,1212.720063
4.41E-13,4.24E-13,1212.730033
4.52E-13,4.34E-13,1212.740003
4.63E-13,4.45E-13,1212.749973
4.74E-13,4.55E-13,1212.759943
4.85E-13,4.66E-13,1212.769913
4.97E-13,4.77E-13,1212.779883
5.09E-13,4.88E-13,1212.789853
5.21E-13,5.00E-13,1212.799823
5.34E-13,5.12E-13,1212.809793
5.46E-13,5.24E-13,1212.819763
5.59E-13,5.36E-13,1212.829733
5.72E-13,5.48E-13,1212.839703
5.86E-13,5.61E-13,1212.849673
6.00E-13,5.74E-13,1212.859643
6.14E-13,5.87E-13,1212.869613
6.28E-13,6.01E-13,1212.879583
6.43E-13,6.14E-13,1212.889553
6.58E-13,6.28E-13,1212.899523
6.73E-13,6.42E-13,1212.909493
6.88E-13,6.57E-13,1212.919463
7.04E-13,6.72E-13,1212.929433
7.20E-13,6.87E-13,1212.939403
7.37E-13,7.02E-13,1212.949373
7.53E-13,7.18E-13,1212.959343
7.70E-13,7.34E-13,1212.969313
7.88E-13,7.50E-13,1212.979283
8.06E-13,7.67E-13,1212.989253
8.24E-13,7.83E-13,1212.999223
8.42E-13,8.00E-13,1213.009193
8.61E-13,8.18E-13,1213.019163
8.80E-13,8.36E-13,1213.029133
8.99E-13,8.54E-13,1213.039103
9.19E-13,8.72E-13,1213.049073
9.39E-13,8.91E-13,1213.059043
9.60E-13,9.10E-13,1213.069013
9.81E-13,9.29E-13,1213.078983
1.00E-12,9.49E-13,1213.088953
1.02E-12,9.69E-13,1213.098923
1.05E-12,9.89E-13,1213.108893
1.07E-12,1.01E-12,1213.118863
1.09E-12,1.03E-12,1213.128833
1.11E-12,1.05E-12,1213.138803
1.14E-12,1.07E-12,1213.148773
1.16E-12,1.10E-12,1213.158743
1.19E-12,1.12E-12,1213.168713
1.21E-12,1.14E-12,1213.178683
1.24E-12,1.16E-12,1213.188653
1.26E-12,1.19E-12,1213.198623
1.29E-12,1.21E-12,1213.208593
1.32E-12,1.24E-12,1213.218563
1.34E-12,1.26E-12,1213.228533
1.37E-12,1.29E-12,1213.238503
1.40E-12,1.31E-12,1213.248473
1.43E-12,1.34E-12,1213.258443
1.46E-12,1.36E-12,1213.268413
1.49E-12,1.39E-12,1213.278383
1.52E-12,1.42E-12,1213.288353
1.55E-12,1.45E-12,1213.298323
1.58E-12,1.47E-12,1213.308293
1.61E-12,1.50E-12,1213.318263
1.64E-12,1.53E-12,1213.328233
1.67E-12,1.56E-12,1213.338203
1.71E-12,1.59E-12,1213.348173
1.74E-12,1.62E-12,1213.358143
1.77E-12,1.65E-12,1213.368113
1.81E-12,1.68E-12,1213.378083
1.84E-12,1.71E-12,1213.388053
1.88E-12,1.74E-12,1213.398023
1.92E-12,1.77E-12,1213.407993
1.95E-12,1.81E-12,1213.417963
1.99E-12,1.84E-12,1213.427933
2.03E-12,1.87E-12,1213.437903
2.07E-12,1.91E-12,1213.447873
2.10E-12,1.94E-12,1213.457843
2.14E-12,1.97E-12,1213.467813
2.18E-12,2.01E-12,1213.477783
2.22E-12,2.04E-12,1213.487753
2.27E-12,2.08E-12,1213.497723
2.31E-12,2.12E-12,1213.507693
2.35E-12,2.15E-12,1213.517663
2.39E-12,2.19E-12,1213.527633
2.44E-12,2.23E-12,1213.537603
2.48E-12,2.26E-12,1213.547573
2.52E-12,2.30E-12,1213.557543
2.57E-12,2.34E-12,1213.567513
2.62E-12,2.38E-12,1213.577483
2.66E-12,2.42E-12,1213.587453
2.71E-12,2.46E-12,1213.597423
2.76E-12,2.50E-12,1213.607393
2.81E-12,2.54E-12,1213.617363
2.85E-12,2.58E-12,1213.627333
2.90E-12,2.62E-12,1213.637303
2.95E-12,2.66E-12,1213.647273
3.00E-12,2.70E-12,1213.657243
3.06E-12,2.75E-12,1213.667213
3.11E-12,2.79E-12,1213.677183
3.16E-12,2.83E-12,1213.687153
3.21E-12,2.88E-12,1213.697123
3.27E-12,2.92E-12,1213.707093
3.32E-12,2.96E-12,1213.717063
3.38E-12,3.01E-12,1213.727033
3.43E-12,3.05E-12,1213.737003
3.49E-12,3.10E-12,1213.746973
3.55E-12,3.14E-12,1213.756943
3.60E-12,3.19E-12,1213.766913
3.66E-12,3.24E-12,1213.776883
3.72E-12,3.28E-12,1213.786853
3.78E-12,3.33E-12,1213.796823
3.84E-12,3.38E-12,1213.806793
3.90E-12,3.42E-12,1213.816763
3.96E-12,3.47E-12,1213.826733
4.03E-12,3.52E-12,1213.836703
4.09E-12,3.56E-12,1213.846673
4.15E-12,3.61E-12,1213.856643
4.22E-12,3.66E-12,1213.866613
4.28E-12,3.71E-12,1213.876583
4.35E-12,3.76E-12,1213.886553
4.41E-12,3.81E-12,1213.896523
4.48E-12,3.85E-12,1213.906493
4.55E-12,3.90E-12,1213.916463
