ry_int,ry_out,lambda
4.61E-12,3.95E-12,1213.926433
4.68E-12,4.00E-12,1213.936403
4.75E-12,4.05E-12,1213.946373
4.82E-12,4.10E-12,1213.956343
4.89E-12,4.15E-12,1213.966313
4.96E-12,4.20E-12,1213.976283
5.03E-12,4.24E-12,1213.986253
5.11E-12,4.29E-12,1213.996223
5.18E-12,4.34E-12,1214.006193
5.25E-12,4.39E-12,1214.016163
5.33E-12,4.44E-12,1214.026133
5.40E-12,4.49E-12,1214.036103
5.48E-12,4.53E-12,1214.046073
5.55E-12,4.58E-12,1214.056043
5.63E-12,4.63E-12,1214.066013
5.71E-12,4.68E-12,1214.075983
5.78E-12,4.72E-12,1214.085953
5.86E-12,4.77E-12,1214.095923
5.94E-12,4.82E-12,1214.105893
6.02E-12,4.86E-12,1214.115863
6.10E-12,4.91E-12,1214.125833
6.18E-12,4.95E-12,1214.135803
6.26E-12,4.99E-12,1214.145773
6.34E-12,5.04E-12,1214.155743
6.43E-12,5.08E-12,1214.165713
6.51E-12,5.12E-12,1214.175683
6.59E-12,5.16E-12,1214.185653
6.67E-12,5.20E-12,1214.195623
6.76E-12,5.24E-12,1214.205593
6.84E-12,5.28E-12,1214.215563
6.93E-12,5.32E-12,1214.225533
7.01E-12,5.36E-12,1214.235503
7.10E-12,5.39E-12,1214.245473
7.19E-12,5.43E-12,1214.255443
7.27E-12,5.46E-12,1214.265413
7.36E-12,5.49E-12,1214.275383
7.45E-12,5.52E-12,1214.285353
7.53E-12,5.55E-12,1214.295323
7.62E-12,5.58E-12,1214.305293
7.71E-12,5.61E-12,1214.315263
7.80E-12,5.63E-12,1214.325233
7.89E-12,5.66E-12,1214.335203
7.98E-12,5.68E-12,1214.345173
8.07E-12,5.70E-12,1214.355143
8.16E-12,5.71E-12,1214.365113
8.25E-12,5.73E-12,1214.375083
8.34E-12,5.74E-12,1214.385053
8.44E-12,5.75E-12,1214.395023
8.53E-12,5.76E-12,1214.404993
8.62E-12,5.77E-12,1214.414963
8.71E-12,5.77E-12,1214.424933
8.80E-12,5.78E-12,1214.434903
8.90E-12,5.77E-12,1214.444873
8.99E-12,5.77E-12,1214.454843
9.08E-12,5.76E-12,1214.464813
9.18E-12,5.75E-12,1214.474783
9.27E-12,5.74E-12,1214.484753
9.37E-12,5.73E-12,1214.494723
9.46E-12,5.71E-12,1214.504693
9.55E-12,5.68E-12,1214.514663
9.65E-12,5.66E-12,1214.524633
9.74E-12,5.63E-12,1214.534603
9.84E-12,5.59E-12,1214.544573
9.93E-12,5.56E-12,1214.554543
1.00E-11,5.51E-12,1214.564513
1.01E-11,5.47E-12,1214.574483
1.02E-11,5.42E-12,1214.584453
1.03E-11,5.36E-12,1214.594423
1.04E-11,5.31E-12,1214.604393
1.05E-11,5.24E-12,1214.614363
1.06E-11,5.17E-12,1214.624333
1.07E-11,5.10E-12,1214.634303
1.08E-11,5.03E-12,1214.644273
1.09E-11,4.94E-12,1214.654243
1.10E-11,4.86E-12,1214.664213
1.11E-11,4.77E-12,1214.674183
1.12E-11,4.67E-12,1214.684153
1.13E-11,4.57E-12,1214.694123
1.13E-11,4.47E-12,1214.704093
1.14E-11,4.36E-12,1214.714063
1.15E-11,4.24E-12,1214.724033
1.16E-11,4.12E-12,1214.734003
1.17E-11,4.00E-12,1214.743973
1.18E-11,3.87E-12,1214.753943
1.19E-11,3.74E-12,1214.763913
1.20E-11,3.61E-12,1214.773883
1.21E-11,3.48E-12,1214.783853
1.22E-11,3.34E-12,1214.793823
1.23E-11,3.20E-12,1214.803793
1.24E-11,3.05E-12,1214.813763
1.25E-11,2.91E-12,1214.823733
1.25E-11,2.77E-12,1214.833703
1.26E-11,2.62E-12,1214.843673
1.27E-11,2.48E-12,1214.853643
1.28E-11,2.34E-12,1214.863613
1.29E-11,2.20E-12,1214.873583
1.30E-11,2.06E-12,1214.883553
1.31E-11,1.92E-12,1214.893523
1.32E-11,1.79E-12,1214.903493
1.32E-11,1.67E-12,1214.913463
1.33E-11,1.55E-12,1214.923433
1.34E-11,1.43E-12,1214.933403
1.35E-11,1.32E-12,1214.943373
1.36E-11,1.21E-12,1214.953343
1.37E-11,1.11E-12,1214.963313
1.38E-11,1.02E-12,1214.973283
1.38E-11,9.29E-13,1214.983253
1.39E-11,8.46E-13,1214.993223
1.40E-11,7.69E-13,1215.003193
1.41E-11,6.97E-13,1215.013163
1.42E-11,6.30E-13,1215.023133
1.42E-11,5.69E-13,1215.033103
1.43E-11,5.11E-13,1215.043073
1.44E-11,4.58E-13,1215.053043
1.45E-11,4.09E-13,1215.063013
1.45E-11,3.63E-13,1215.072983
1.46E-11,3.20E-13,1215.082953
1.47E-11,2.80E-13,1215.092923
1.48E-11,2.43E-13,1215.102893
1.48E-11,2.09E-13,1215.112863
1.49E-11,1.77E-13,1215.122833
1.50E-11,1.48E-13,1215.132803
1.50E-11,1.22E-13,1215.142773
1.51E-11,9.84E-14,1215.152743
1.52E-11,7.81E-14,1215.162713
1.52E-11,6.07E-14,1215.172683
1.53E-11,4.61E-14,1215.182653
1.54E-11,3.39E-14,1215.192623
1.54E-11,2.41E-14,1215.202593
1.55E-11,1.67E-14,1215.212563
1.55E-11,1.07E-14,1215.222533
1.56E-11,5.82E-15,1215.232503
1.57E-11,1.90E-15,1215.242473
1.57E-11,7.77E-17,1215.252443
1.58E-11,5.45E-22,1215.262413
1.58E-11,1.24E-41,1215.272383
1.59E-11,0,1215.282353
1.59E-11,0,1215.292323
1.60E-11,0,1215.302293
1.60E-11,6.86E-32,1215.312263
1.61E-11,1.10E-22,1215.322233
1.61E-11,7.24E-20,1215.332203
1.62E-11,1.35E-18,1215.342173
1.62E-11,9.32E-18,1215.352143
1.63E-11,4.25E-17,1215.362113
1.63E-11,1.52E-16,1215.372083
1.64E-11,4.63E-16,1215.382053
1.64E-11,1.22E-15,1215.392023
1.64E-11,2.86E-15,1215.401993
1.65E-11,6.08E-15,1215.411963
1.65E-11,1.20E-14,1215.421933
1.65E-11,2.19E-14,1215.431903
1.66E-11,3.74E-14,1215.441873
1.66E-11,6.06E-14,1215.451843
1.66E-11,9.35E-14,1215.461813
1.67E-11,1.38E-13,1215.471783
1.67E-11,1.96E-13,1215.481753
1.67E-11,2.70E-13,1215.491723
1.67E-11,3.61E-13,1215.501693
1.68E-11,4.70E-13,1215.511663
1.68E-11,5.99E-13,1215.521633
1.68E-11,7.48E-13,1215.531603
1.68E-11,9.18E-13,1215.541573
1.68E-11,1.11E-12,1215.551543
1.69E-11,1.31E-12,1215.561513
1.69E-11,1.53E-12,1215.571483
1.69E-11,1.77E-12,1215.581453
1.69E-11,2.02E-12,1215.591423
1.69E-11,2.27E-12,1215.601393
1.69E-11,2.54E-12,1215.611363
1.69E-11,2.81E-12,1215.621333
1.69E-11,3.08E-12,1215.631303
1.69E-11,3.36E-12,1215.641273
1.69E-11,3.64E-12,1215.651243
1.69E-11,3.91E-12,1215.661213
1.69E-11,4.19E-12,1215.671183
1.69E-11,4.46E-12,1215.681153
1.69E-11,4.73E-12,1215.691123
1.69E-11,5.00E-12,1215.701093
1.69E-11,5.26E-12,1215.711063
1.69E-11,5.52E-12,1215.721033
1.69E-11,5.77E-12,1215.731003
1.69E-11,6.02E-12,1215.740973
1.69E-11,6.26E-12,1215.750943
1.69E-11,6.50E-12,1215.760913
1.69E-11,6.73E-12,1215.770883
1.69E-11,6.95E-12,1215.780853
1.68E-11,7.17E-12,1215.790823
1.68E-11,7.38E-12,1215.800793
1.68E-11,7.58E-12,1215.810763
1.68E-11,7.78E-12,1215.820733
1.68E-11,7.97E-12,1215.830703
1.67E-11,8.15E-12,1215.840673
1.67E-11,8.33E-12,1215.850643
1.67E-11,8.50E-12,1215.860613
1.67E-11,8.67E-12,1215.870583
1.66E-11,8.83E-12,1215.880553
1.66E-11,8.98E-12,1215.890523
1.66E-11,9.13E-12,1215.900493
1.65E-11,9.27E-12,1215.910463
1.65E-11,9.41E-12,1215.920433
1.65E-11,9.54E-12,1215.930403
1.64E-11,9.66E-12,1215.940373
1.64E-11,9.78E-12,1215.950343
1.63E-11,9.89E-12,1215.960313
1.63E-11,1.00E-11,1215.970283
1.63E-11,1.01E-11,1215.980253
1.62E-11,1.02E-11,1215.990223
1.62E-11,1.03E-11,1216.000193
1.61E-11,1.04E-11,1216.010163
1.61E-11,1.05E-11,1216.020133
1.60E-11,1.06E-11,1216.030103
1.60E-11,1.06E-11,1216.040073
1.59E-11,1.07E-11,1216.050043
1.59E-11,1.08E-11,1216.060013
1.58E-11,1.08E-11,1216.069983
1.58E-11,1.09E-11,1216.079953
1.57E-11,1.09E-11,1216.089923
1.57E-11,1.10E-11,1216.099893
1.56E-11,1.10E-11,1216.109863
1.55E-11,1.11E-11,1216.119833
1.55E-11,1.11E-11,1216.129803
1.54E-11,1.12E-11,1216.139773
1.53E-11,1.12E-11,1216.149743
1.53E-11,1.12E-11,1216.159713
1.52E-11,1.12E-11,1216.169683
1.52E-11,1.13E-11,1216.179653
1.51E-11,1.13E-11,1216.189623
1.50E-11,1.13E-11,1216.199593
1.50E-11,1.13E-11,1216.209563
1.49E-11,1.13E-11,1216.219533
1.48E-11,1.13E-11,1216.229503
1.47E-11,1.13E-11,1216.239473
1.47E-11,1.13E-11,1216.249443
1.46E-11,1.13E-11,1216.259413
1.45E-11,1.13E-11,1216.269383
1.44E-11,1.13E-11,1216.279353
1.44E-11,1.13E-11,1216.289323
1.43E-11,1.13E-11,1216.299293
1.42E-11,1.13E-11,1216.309263
1.41E-11,1.13E-11,1216.319233
1.41E-11,1.13E-11,1216.329203
1.40E-11,1.12E-11,1216.339173
1.39E-11,1.12E-11,1216.349143
1.38E-11,1.12E-11,1216.359113
1.37E-11,1.12E-11,1216.369083
1.37E-11,1.11E-11,1216.379053
1.36E-11,1.11E-11,1216.389023
1.35E-11,1.11E-11,1216.398993
1.34E-11,1.11E-11,1216.408963
1.33E-11,1.10E-11,1216.418933
1.32E-11,1.10E-11,1216.428903
1.31E-11,1.09E-11,1216.438873
1.31E-11,1.09E-11,1216.448843
1.30E-11,1.09E-11,1216.458813
1.29E-11,1.08E-11,1216.468783
1.28E-11,1.08E-11,1216.478753
1.27E-11,1.07E-11,1216.488723
1.26E-11,1.07E-11,1216.498693
1.25E-11,1.06E-11,1216.508663
1.24E-11,1.06E-11,1216.518633
1.23E-11,1.05E-11,1216.528603
1.23E-11,1.05E-11,1216.538573
1.22E-11,1.04E-11,1216.548543
1.21E-11,1.04E-11,1216.558513
1.20E-11,1.03E-11,1216.568483
1.19E-11,1.03E-11,1216.578453
1.18E-11,1.02E-11,1216.588423
1.17E-11,1.01E-11,1216.598393
1.16E-11,1.01E-11,1216.608363
1.15E-11,1.00E-11,1216.618333
1.14E-11,9.96E-12,1216.628303
1.13E-11,9.90E-12,1216.638273
1.12E-11,9.84E-12,1216.648243
1.11E-11,9.77E-12,1216.658213
1.10E-11,9.71E-12,1216.668183
1.10E-11,9.64E-12,1216.678153
1.09E-11,9.57E-12,1216.688123
1.08E-11,9.51E-12,1216.698093
1.07E-11,9.44E-12,1216.708063
1.06E-11,9.37E-12,1216.718033
1.05E-11,9.30E-12,1216.728003
1.04E-11,9.23E-12,1216.737973
1.03E-11,9.16E-12,1216.747943
1.02E-11,9.09E-12,1216.757913
1.01E-11,9.02E-12,1216.767883
1.00E-11,8.95E-12,1216.777853
9.91E-12,8.88E-12,1216.787823
9.82E-12,8.81E-12,1216.797793
9.72E-12,8.73E-12,1216.807763
9.63E-12,8.66E-12,1216.817733
9.53E-12,8.59E-12,1216.827703
9.44E-12,8.51E-12,1216.837673
9.34E-12,8.44E-12,1216.847643
9.25E-12,8.36E-12,1216.857613
9.16E-12,8.29E-12,1216.867583
9.06E-12,8.22E-12,1216.877553
8.97E-12,8.14E-12,1216.887523
8.88E-12,8.07E-12,1216.897493
8.78E-12,7.99E-12,1216.907463
8.69E-12,7.91E-12,1216.917433
8.60E-12,7.84E-12,1216.927403
8.51E-12,7.76E-12,1216.937373
8.41E-12,7.69E-12,1216.947343
8.32E-12,7.61E-12,1216.957313
8.23E-12,7.54E-12,1216.967283
8.14E-12,7.46E-12,1216.977253
8.05E-12,7.39E-12,1216.987223
7.96E-12,7.31E-12,1216.997193
7.87E-12,7.23E-12,1217.007163
7.78E-12,7.16E-12,1217.017133
7.69E-12,7.08E-12,1217.027103
7.60E-12,7.01E-12,1217.037073
7.51E-12,6.93E-12,1217.047043
7.43E-12,6.86E-12,1217.057013
7.34E-12,6.78E-12,1217.066983
7.25E-12,6.71E-12,1217.076953
7.17E-12,6.63E-12,1217.086923
7.08E-12,6.56E-12,1217.096893
6.99E-12,6.49E-12,1217.106863
6.91E-12,6.41E-12,1217.116833
6.82E-12,6.34E-12,1217.126803
6.74E-12,6.26E-12,1217.136773
6.65E-12,6.19E-12,1217.146743
6.57E-12,6.12E-12,1217.156713
6.49E-12,6.05E-12,1217.166683
6.41E-12,5.97E-12,1217.176653
6.32E-12,5.90E-12,1217.186623
6.24E-12,5.83E-12,1217.196593
6.16E-12,5.76E-12,1217.206563
6.08E-12,5.69E-12,1217.216533
6.00E-12,5.62E-12,1217.226503
5.92E-12,5.55E-12,1217.236473
5.84E-12,5.48E-12,1217.246443
5.77E-12,5.41E-12,1217.256413
5.69E-12,5.34E-12,1217.266383
5.61E-12,5.27E-12,1217.276353
5.54E-12,5.20E-12,1217.286323
5.46E-12,5.13E-12,1217.296293
5.39E-12,5.07E-12,1217.306263
5.31E-12,5.00E-12,1217.316233
5.24E-12,4.93E-12,1217.326203
5.16E-12,4.87E-12,1217.336173
5.09E-12,4.80E-12,1217.346143
5.02E-12,4.73E-12,1217.356113
4.95E-12,4.67E-12,1217.366083
4.88E-12,4.61E-12,1217.376053
4.81E-12,4.54E-12,1217.386023
4.74E-12,4.48E-12,1217.395993
4.67E-12,4.41E-12,1217.405963
4.60E-12,4.35E-12,1217.415933
4.53E-12,4.29E-12,1217.425903
4.46E-12,4.23E-12,1217.435873
4.40E-12,4.17E-12,1217.445843
4.33E-12,4.11E-12,1217.455813
4.27E-12,4.05E-12,1217.465783
4.20E-12,3.99E-12,1217.475753
4.14E-12,3.93E-12,1217.485723
4.07E-12,3.87E-12,1217.495693
4.01E-12,3.81E-12,1217.505663
3.95E-12,3.76E-12,1217.515633
3.89E-12,3.70E-12,1217.525603
3.83E-12,3.64E-12,1217.535573
3.77E-12,3.59E-12,1217.545543
3.71E-12,3.53E-12,1217.555513
3.65E-12,3.48E-12,1217.565483
3.59E-12,3.42E-12,1217.575453
3.53E-12,3.37E-12,1217.585423
3.48E-12,3.32E-12,1217.595393
3.42E-12,3.27E-12,1217.605363
3.36E-12,3.21E-12,1217.615333
3.31E-12,3.16E-12,1217.625303
3.26E-12,3.11E-12,1217.635273
3.20E-12,3.06E-12,1217.645243
3.15E-12,3.01E-12,1217.655213
3.10E-12,2.96E-12,1217.665183
3.04E-12,2.91E-12,1217.675153
2.99E-12,2.87E-12,1217.685123
2.94E-12,2.82E-12,1217.695093
2.89E-12,2.77E-12,1217.705063
2.84E-12,2.73E-12,1217.715033
2.79E-12,2.68E-12,1217.725003
2.75E-12,2.63E-12,1217.734973
2.70E-12,2.59E-12,1217.744943
2.65E-12,2.55E-12,1217.754913
2.61E-12,2.50E-12,1217.764883
2.56E-12,2.46E-12,1217.774853
2.51E-12,2.42E-12,1217.784823
2.47E-12,2.37E-12,1217.794793
2.43E-12,2.33E-12,1217.804763
2.38E-12,2.29E-12,1217.814733
2.34E-12,2.25E-12,1217.824703
2.30E-12,2.21E-12,1217.834673
2.26E-12,2.17E-12,1217.844643
2.22E-12,2.13E-12,1217.854613
2.17E-12,2.10E-12,1217.864583
2.14E-12,2.06E-12,1217.874553
2.10E-12,2.02E-12,1217.884523
2.06E-12,1.98E-12,1217.894493
2.02E-12,1.95E-12,1217.904463
1.98E-12,1.91E-12,1217.914433
1.94E-12,1.88E-12,1217.924403
1.91E-12,1.84E-12,1217.934373
1.87E-12,1.81E-12,1217.944343
1.84E-12,1.77E-12,1217.954313
1.80E-12,1.74E-12,1217.964283
1.77E-12,1.71E-12,1217.974253
1.73E-12,1.68E-12,1217.984223
1.70E-12,1.64E-12,1217.994193
1.67E-12,1.61E-12,1218.004163
1.63E-12,1.58E-12,1218.014133
1.60E-12,1.55E-12,1218.024103
1.57E-12,1.52E-12,1218.034073
1.54E-12,1.49E-12,1218.044043
1.51E-12,1.46E-12,1218.054013
1.48E-12,1.43E-12,1218.063983
1.45E-12,1.41E-12,1218.073953
1.42E-12,1.38E-12,1218.083923
1.39E-12,1.35E-12,1218.093893
1.37E-12,1.32E-12,1218.103863
1.34E-12,1.30E-12,1218.113833
1.31E-12,1.27E-12,1218.123803
1.28E-12,1.25E-12,1218.133773
1.26E-12,1.22E-12,1218.143743
1.23E-12,1.20E-12,1218.153713
1.21E-12,1.17E-12,1218.163683
1.18E-12,1.15E-12,1218.173653
1.16E-12,1.12E-12,1218.183623
1.13E-12,1.10E-12,1218.193593
1.11E-12,1.08E-12,1218.203563
1.09E-12,1.06E-12,1218.213533
1.06E-12,1.03E-12,1218.223503
1.04E-12,1.01E-12,1218.233473
1.02E-12,9.91E-13,1218.243443
9.97E-13,9.70E-13,1218.253413
9.76E-13,9.50E-13,1218.263383
9.55E-13,9.30E-13,1218.273353
9.35E-13,9.10E-13,1218.283323
9.15E-13,8.90E-13,1218.293293
8.95E-13,8.71E-13,1218.303263
8.76E-13,8.53E-13,1218.313233
8.56E-13,8.34E-13,1218.323203
8.38E-13,8.16E-13,1218.333173
8.19E-13,7.98E-13,1218.343143
8.01E-13,7.81E-13,1218.353113
7.84E-13,7.64E-13,1218.363083
7.66E-13,7.47E-13,1218.373053
7.49E-13,7.31E-13,1218.383023
7.33E-13,7.15E-13,1218.392993
7.16E-13,6.99E-13,1218.402963
7.00E-13,6.83E-13,1218.412933
6.85E-13,6.68E-13,1218.422903
6.69E-13,6.53E-13,1218.432873
6.54E-13,6.38E-13,1218.442843
6.39E-13,6.24E-13,1218.452813
6.25E-13,6.10E-13,1218.462783
6.11E-13,5.96E-13,1218.472753
5.97E-13,5.83E-13,1218.482723
5.83E-13,5.69E-13,1218.492693
5.69E-13,5.56E-13,1218.502663
5.56E-13,5.44E-13,1218.512633
5.43E-13,5.31E-13,1218.522603
5.31E-13,5.19E-13,1218.532573
5.18E-13,5.07E-13,1218.542543
5.06E-13,4.95E-13,1218.552513
4.94E-13,4.83E-13,1218.562483
4.83E-13,4.72E-13,1218.572453
4.71E-13,4.61E-13,1218.582423
4.60E-13,4.50E-13,1218.592393
4.49E-13,4.40E-13,1218.602363
4.39E-13,4.29E-13,1218.612333
4.28E-13,4.19E-13,1218.622303
4.18E-13,4.09E-13,1218.632273
4.08E-13,3.99E-13,1218.642243
3.98E-13,3.90E-13,1218.652213
3.89E-13,3.81E-13,1218.662183
3.79E-13,3.71E-13,1218.672153
3.70E-13,3.62E-13,1218.682123
3.61E-13,3.54E-13,1218.692093
3.52E-13,3.45E-13,1218.702063
3.44E-13,3.37E-13,1218.712033
3.35E-13,3.29E-13,1218.722003
3.27E-13,3.21E-13,1218.731973
3.19E-13,3.13E-13,1218.741943
3.11E-13,3.05E-13,1218.751913
3.03E-13,2.98E-13,1218.761883
2.96E-13,2.90E-13,1218.771853
2.89E-13,2.83E-13,1218.781823
2.81E-13,2.76E-13,1218.791793
2.74E-13,2.69E-13,1218.801763
2.68E-13,2.63E-13,1218.811733
2.61E-13,2.56E-13,1218.821703
2.54E-13,2.50E-13,1218.831673
2.48E-13,2.43E-13,1218.841643
2.42E-13,2.37E-13,1218.851613
2.36E-13,2.31E-13,1218.861583
2.30E-13,2.25E-13,1218.871553
2.24E-13,2.20E-13,1218.881523
2.18E-13,2.14E-13,1218.891493
2.13E-13,2.09E-13,1218.901463
2.07E-13,2.03E-13,1218.911433
2.02E-13,1.98E-13,1218.921403
1.97E-13,1.93E-13,1218.931373
1.92E-13,1.88E-13,1218.941343
1.87E-13,1.83E-13,1218.951313
1.82E-13,1.79E-13,1218.961283
1.77E-13,1.74E-13,1218.971253
1.73E-13,1.70E-13,1218.981223
1.68E-13,1.65E-13,1218.991193
1.64E-13,1.61E-13,1219.001163
1.60E-13,1.57E-13,1219.011133
1.55E-13,1.53E-13,1219.021103
1.51E-13,1.49E-13,1219.031073
1.47E-13,1.45E-13,1219.041043
1.44E-13,1.41E-13,1219.051013
1.40E-13,1.38E-13,1219.060983
1.36E-13,1.34E-13,1219.070953
1.33E-13,1.30E-13,1219.080923
1.29E-13,1.27E-13,1219.090893
1.26E-13,1.24E-13,1219.100863
1.22E-13,1.20E-13,1219.110833
1.19E-13,1.17E-13,1219.120803
1.16E-13,1.14E-13,1219.130773
1.13E-13,1.11E-13,1219.140743
1.10E-13,1.08E-13,1219.150713
1.07E-13,1.05E-13,1219.160683
1.04E-13,1.03E-13,1219.170653
1.01E-13,9.99E-14,1219.180623
9.88E-14,9.73E-14,1219.190593
9.62E-14,9.47E-14,1219.200563
9.36E-14,9.22E-14,1219.210533
9.12E-14,8.98E-14,1219.220503
8.87E-14,8.74E-14,1219.230473
8.64E-14,8.51E-14,1219.240443
8.41E-14,8.29E-14,1219.250413
8.19E-14,8.07E-14,1219.260383
7.97E-14,7.85E-14,1219.270353
7.76E-14,7.65E-14,1219.280323
7.55E-14,7.44E-14,1219.290293
7.35E-14,7.25E-14,1219.300263
7.16E-14,7.06E-14,1219.310233
6.97E-14,6.87E-14,1219.320203
6.78E-14,6.69E-14,1219.330173
6.60E-14,6.51E-14,1219.340143
6.43E-14,6.34E-14,1219.350113
6.26E-14,6.17E-14,1219.360083
6.09E-14,6.01E-14,1219.370053
5.93E-14,5.85E-14,1219.380023
5.78E-14,5.70E-14,1219.389993
5.63E-14,5.55E-14,1219.399963
5.48E-14,5.40E-14,1219.409933
5.33E-14,5.26E-14,1219.419903
5.19E-14,5.12E-14,1219.429873
5.06E-14,4.99E-14,1219.439843
4.93E-14,4.86E-14,1219.449813
4.80E-14,4.74E-14,1219.459783
4.67E-14,4.61E-14,1219.469753
4.55E-14,4.49E-14,1219.479723
4.43E-14,4.38E-14,1219.489693
4.32E-14,4.26E-14,1219.499663
4.21E-14,4.15E-14,1219.509633
4.10E-14,4.05E-14,1219.519603
4.00E-14,3.95E-14,1219.529573
3.89E-14,3.84E-14,1219.539543
3.80E-14,3.75E-14,1219.549513
3.70E-14,3.65E-14,1219.559483
3.61E-14,3.56E-14,1219.569453
3.52E-14,3.47E-14,1219.579423
3.43E-14,3.38E-14,1219.589393
3.34E-14,3.30E-14,1219.599363
3.26E-14,3.22E-14,1219.609333
3.18E-14,3.14E-14,1219.619303
3.10E-14,3.06E-14,1219.629273
3.02E-14,2.99E-14,1219.639243
2.95E-14,2.92E-14,1219.649213
2.88E-14,2.84E-14,1219.659183
2.81E-14,2.78E-14,1219.669153
2.74E-14,2.71E-14,1219.679123
2.68E-14,2.65E-14,1219.689093
2.61E-14,2.58E-14,1219.699063
2.55E-14,2.52E-14,1219.709033
2.49E-14,2.46E-14,1219.719003
2.44E-14,2.41E-14,1219.728973
2.38E-14,2.35E-14,1219.738943
2.32E-14,2.30E-14,1219.748913
2.27E-14,2.25E-14,1219.758883
2.22E-14,2.20E-14,1219.768853
2.17E-14,2.15E-14,1219.778823
2.12E-14,2.10E-14,1219.788793
2.08E-14,2.05E-14,1219.798763
2.03E-14,2.01E-14,1219.808733
1.99E-14,1.97E-14,1219.818703
1.95E-14,1.92E-14,1219.828673
1.90E-14,1.88E-14,1219.838643
1.86E-14,1.84E-14,1219.848613
1.83E-14,1.81E-14,1219.858583
1.79E-14,1.77E-14,1219.868553
1.75E-14,1.73E-14,1219.878523
1.72E-14,1.70E-14,1219.888493
1.68E-14,1.67E-14,1219.898463
1.65E-14,1.63E-14,1219.908433
1.62E-14,1.60E-14,1219.918403
1.59E-14,1.57E-14,1219.928373
1.56E-14,1.54E-14,1219.938343
1.53E-14,1.51E-14,1219.948313
1.50E-14,1.48E-14,1219.958283
1.47E-14,1.46E-14,1219.968253
1.45E-14,1.43E-14,1219.978223
1.42E-14,1.41E-14,1219.988193
1.40E-14,1.38E-14,1219.998163
1.37E-14,1.36E-14,1220.008133
1.35E-14,1.34E-14,1220.018103
1.33E-14,1.31E-14,1220.028073
1.31E-14,1.29E-14,1220.038043
1.29E-14,1.27E-14,1220.048013
1.27E-14,1.25E-14,1220.057983
1.25E-14,1.23E-14,1220.067953
1.23E-14,1.21E-14,1220.077923
1.21E-14,1.20E-14,1220.087893
1.19E-14,1.18E-14,1220.097863
1.17E-14,1.16E-14,1220.107833
1.16E-14,1.15E-14,1220.117803
1.14E-14,1.13E-14,1220.127773
1.13E-14,1.11E-14,1220.137743
1.11E-14,1.10E-14,1220.147713
1.10E-14,1.09E-14,1220.157683
1.08E-14,1.07E-14,1220.167653
1.07E-14,1.06E-14,1220.177623
1.06E-14,1.05E-14,1220.187593
1.04E-14,1.03E-14,1220.197563
1.03E-14,1.02E-14,1220.207533
1.02E-14,1.01E-14,1220.217503
1.01E-14,9.98E-15,1220.227473
9.97E-15,9.88E-15,1220.237443
9.87E-15,9.77E-15,1220.247413
9.77E-15,9.67E-15,1220.257383
9.67E-15,9.57E-15,1220.267353
9.57E-15,9.48E-15,1220.277323
9.48E-15,9.39E-15,1220.287293
9.39E-15,9.30E-15,1220.297263
9.30E-15,9.21E-15,1220.307233
9.22E-15,9.13E-15,1220.317203
9.14E-15,9.05E-15,1220.327173
9.06E-15,8.97E-15,1220.337143
8.99E-15,8.90E-15,1220.347113
8.91E-15,8.83E-15,1220.357083
8.84E-15,8.76E-15,1220.367053
8.78E-15,8.69E-15,1220.377023
8.71E-15,8.63E-15,1220.386993
8.65E-15,8.57E-15,1220.396963
8.59E-15,8.51E-15,1220.406933
8.53E-15,8.45E-15,1220.416903
8.47E-15,8.39E-15,1220.426873
8.42E-15,8.34E-15,1220.436843
8.37E-15,8.29E-15,1220.446813
8.32E-15,8.24E-15,1220.456783
8.27E-15,8.19E-15,1220.466753
8.22E-15,8.14E-15,1220.476723
8.17E-15,8.10E-15,1220.486693
8.13E-15,8.06E-15,1220.496663
8.09E-15,8.01E-15,1220.506633
8.05E-15,7.97E-15,1220.516603
8.01E-15,7.94E-15,1220.526573
7.97E-15,7.90E-15,1220.536543
7.93E-15,7.86E-15,1220.546513
7.90E-15,7.83E-15,1220.556483
7.86E-15,7.79E-15,1220.566453
7.83E-15,7.76E-15,1220.576423
7.80E-15,7.73E-15,1220.586393
7.77E-15,7.70E-15,1220.596363
7.74E-15,7.67E-15,1220.606333
7.71E-15,7.64E-15,1220.616303
7.69E-15,7.62E-15,1220.626273
7.66E-15,7.59E-15,1220.636243
7.63E-15,7.57E-15,1220.646213
7.61E-15,7.54E-15,1220.656183
7.59E-15,7.52E-15,1220.666153
7.56E-15,7.50E-15,1220.676123
7.54E-15,7.48E-15,1220.686093
7.52E-15,7.46E-15,1220.696063
7.50E-15,7.44E-15,1220.706033
7.48E-15,7.42E-15,1220.716003
7.46E-15,7.40E-15,1220.725973
7.44E-15,7.38E-15,1220.735943
7.43E-15,7.36E-15,1220.745913
7.41E-15,7.35E-15,1220.755883
7.39E-15,7.33E-15,1220.765853
7.38E-15,7.32E-15,1220.775823
7.36E-15,7.30E-15,1220.785793
7.35E-15,7.29E-15,1220.795763
7.34E-15,7.27E-15,1220.805733
7.32E-15,7.26E-15,1220.815703
7.31E-15,7.25E-15,1220.825673
7.30E-15,7.24E-15,1220.835643
7.29E-15,7.23E-15,1220.845613
7.28E-15,7.22E-15,1220.855583
7.26E-15,7.20E-15,1220.865553
7.25E-15,7.19E-15,1220.875523
7.24E-15,7.18E-15,1220.885493
7.23E-15,7.17E-15,1220.895463
